crm_id,cust_id,lifecycle_stage,customer_manager,vip_tier,churn_risk_score,last_contact_date,contact_preference
CRM787236,C001534,沉睡期,林雪梅,普通,65,2026-04-09,APP Push
CRM785069,C001535,成长期,陈晓燕,金卡,8,2026-06-12,短信
CRM969465,C001536,成熟期,陈晓燕,金卡,0,2026-07-05,APP Push
CRM772607,C001537,成熟期,张伟,金卡,10,2026-05-28,短信
CRM623132,C001538,新户,黄海波,金卡,14,2026-05-16,APP Push
CRM997946,C001539,成熟期,林雪梅,金卡,0,2026-06-06,短信
CRM806515,C001540,成熟期,周涛,白金,5,2026-06-23,APP Push
CRM100736,C001541,成熟期,黄海波,白金,0,2026-06-09,APP Push
CRM711033,C001542,成熟期,吴芳,普通,0,2026-05-24,APP Push
CRM347209,C001543,沉睡期,陈晓燕,金卡,68,2026-03-01,邮件
CRM506763,C001544,成熟期,李娟,普通,0,2026-07-14,APP Push
CRM876803,C001545,成熟期,吴芳,金卡,9,2026-06-20,APP Push
CRM028171,C001546,沉睡期,刘志强,钻石,73,2026-02-16,短信
CRM063489,C001547,新户,马晓雯,金卡,18,2026-07-12,短信
CRM344345,C001548,成熟期,赵敏,普通,0,2026-06-06,邮件
CRM198658,C001549,成熟期,张伟,金卡,0,2026-06-03,短信
CRM268952,C001550,沉睡期,王建国,白金,63,2025-09-01,APP Push
CRM236691,C001551,成熟期,赵敏,金卡,0,2026-06-02,邮件
CRM602154,C001552,成熟期,王建国,白金,17,2025-10-13,APP Push
CRM723031,C001553,成熟期,周涛,普通,2,2026-05-20,短信
CRM033380,C001554,成熟期,刘志强,普通,0,2026-06-03,APP Push
CRM187632,C001555,成熟期,刘志强,普通,23,2025-08-06,APP Push
CRM980798,C001556,新户,黄海波,金卡,11,2026-05-25,APP Push
CRM843841,C001557,成长期,郑刚,普通,18,2025-11-14,APP Push
CRM462049,C001558,沉睡期,林雪梅,普通,66,2026-02-01,短信
CRM620312,C001559,沉睡期,李娟,金卡,69,2026-03-08,APP Push
CRM484524,C001560,成熟期,刘志强,金卡,17,2026-06-23,APP Push
CRM133871,C001561,成熟期,郑刚,金卡,0,2026-05-18,APP Push
CRM850327,C001562,成熟期,王建国,普通,1,2026-07-07,APP Push
CRM039955,C001563,成熟期,王建国,普通,1,2026-07-13,邮件
CRM443740,C001564,成熟期,罗玲,金卡,4,2026-06-14,邮件
CRM060899,C001565,成熟期,黄海波,金卡,7,2026-06-19,电话
CRM151325,C001566,成熟期,孙磊,金卡,1,2026-06-26,APP Push
CRM381756,C001567,成长期,赵敏,普通,5,2026-05-20,APP Push
CRM385450,C001568,成长期,马晓雯,金卡,0,2026-05-26,APP Push
CRM383731,C001569,成熟期,吴芳,金卡,1,2026-06-09,APP Push
CRM711887,C001570,成长期,何志明,白金,19,2026-03-26,邮件
CRM846988,C001571,沉睡期,王建国,普通,61,2026-02-16,短信
CRM674360,C001572,成熟期,孙磊,白金,0,2026-05-16,APP Push
CRM202509,C001573,成熟期,赵敏,白金,9,2026-06-20,APP Push
CRM092043,C001574,成熟期,郑刚,金卡,4,2026-05-26,APP Push
CRM968873,C001575,成熟期,孙磊,金卡,6,2026-07-11,短信
CRM309187,C001576,成长期,郑刚,金卡,8,2026-07-05,短信
CRM844989,C001577,成熟期,马晓雯,普通,7,2026-07-10,APP Push
CRM396601,C001578,成长期,李娟,普通,2,2026-07-13,APP Push
CRM767955,C001579,成长期,李娟,金卡,28,2025-09-15,邮件
CRM541178,C001580,成熟期,周涛,金卡,3,2026-07-05,短信
CRM043280,C001581,成熟期,王建国,金卡,16,2025-08-28,短信
CRM881194,C001582,沉睡期,黄海波,金卡,59,2025-08-25,短信
CRM610407,C001583,成熟期,吴芳,普通,5,2026-06-30,电话
CRM686173,C001584,成熟期,王建国,普通,0,2026-06-21,短信
CRM889915,C001585,成熟期,马晓雯,金卡,15,2025-12-29,APP Push
CRM008339,C001586,成熟期,李娟,普通,0,2026-06-21,APP Push
CRM015676,C001587,成熟期,罗玲,金卡,0,2026-07-13,APP Push
CRM567466,C001588,成熟期,赵敏,金卡,0,2026-06-27,APP Push
CRM643956,C001589,成熟期,陈晓燕,金卡,0,2026-06-02,APP Push
CRM680917,C001590,成熟期,周涛,白金,29,2026-06-29,APP Push
CRM595421,C001591,成熟期,刘志强,白金,2,2026-05-20,短信
CRM199222,C001592,沉睡期,何志明,钻石,66,2025-10-30,短信
CRM320481,C001593,成熟期,陈晓燕,金卡,9,2026-05-24,电话
CRM729480,C001594,成熟期,林雪梅,普通,7,2026-06-26,APP Push
CRM716610,C001595,成长期,黄海波,白金,0,2026-06-25,APP Push
CRM398469,C001596,成熟期,王建国,金卡,0,2026-05-30,APP Push
CRM265084,C001597,成熟期,郑刚,普通,0,2026-07-09,短信
CRM302566,C001598,成熟期,钱丽华,金卡,7,2026-07-12,APP Push
CRM747431,C001599,成熟期,王建国,金卡,3,2026-05-28,APP Push
CRM662850,C001600,成熟期,林雪梅,金卡,0,2026-07-10,APP Push
CRM389367,C001601,成长期,马晓雯,普通,10,2026-07-06,短信
CRM314074,C001602,成长期,吴芳,金卡,0,2026-06-26,短信
CRM247159,C001603,成熟期,吴芳,白金,0,2026-06-08,电话
CRM843395,C001604,沉睡期,李娟,普通,73,2026-03-11,APP Push
CRM124579,C001605,成熟期,马晓雯,白金,0,2026-07-12,APP Push
CRM230702,C001606,沉睡期,何志明,普通,72,2026-02-08,电话
CRM564897,C001607,成长期,赵敏,金卡,34,2025-08-10,APP Push
CRM995248,C001608,成熟期,吴芳,普通,17,2026-07-14,短信
CRM726139,C001609,成熟期,孙磊,普通,0,2026-05-26,邮件
CRM871515,C001610,成熟期,周涛,普通,0,2026-05-28,短信
CRM222099,C001611,成熟期,郑刚,金卡,33,2025-07-27,电话
CRM783961,C001612,成熟期,陈晓燕,金卡,0,2026-05-27,短信
CRM657757,C001613,成熟期,刘志强,普通,0,2026-06-18,短信
CRM826067,C001614,沉睡期,周涛,白金,64,2026-02-25,邮件
CRM595333,C001615,沉睡期,黄海波,普通,67,2025-10-01,APP Push
CRM902609,C001616,成熟期,陈晓燕,普通,0,2026-07-06,短信
CRM858034,C001617,成熟期,钱丽华,白金,0,2026-07-06,APP Push
CRM801305,C001618,成熟期,张伟,金卡,0,2026-05-25,APP Push
CRM565839,C001619,沉睡期,罗玲,普通,60,2025-07-19,APP Push
CRM475705,C001620,成长期,罗玲,普通,0,2026-05-26,APP Push
CRM892466,C001621,成长期,刘志强,普通,27,2026-01-11,短信
CRM602652,C001622,成熟期,钱丽华,普通,0,2026-06-05,电话
CRM945203,C001623,成熟期,张伟,普通,4,2026-06-01,短信
CRM975834,C001624,成熟期,陈晓燕,普通,2,2026-06-11,短信
CRM101142,C001625,成熟期,刘志强,金卡,0,2026-07-02,电话
CRM320562,C001626,成长期,郑刚,普通,9,2026-07-06,APP Push
CRM625494,C001627,成熟期,李娟,普通,0,2026-07-04,电话
CRM602398,C001628,成熟期,林雪梅,普通,0,2026-07-08,邮件
CRM047905,C001629,成熟期,林雪梅,金卡,9,2026-06-07,短信
CRM014606,C001630,成长期,李娟,金卡,29,2026-03-29,APP Push
CRM345064,C001631,沉睡期,马晓雯,金卡,67,2026-02-04,APP Push
CRM095064,C001632,成熟期,赵敏,普通,0,2026-07-09,短信
CRM086065,C001633,新户,王建国,普通,9,2026-06-23,短信
CRM959849,C001634,新户,马晓雯,金卡,3,2026-05-27,APP Push
CRM075475,C001635,成熟期,张伟,普通,6,2026-05-22,电话
CRM187233,C001636,成长期,罗玲,金卡,0,2026-07-06,邮件
CRM367051,C001637,成熟期,刘志强,金卡,0,2026-05-26,APP Push
CRM332101,C001638,新户,何志明,白金,17,2026-06-15,邮件
CRM426984,C001639,成熟期,赵敏,金卡,26,2026-06-12,短信
CRM969484,C001640,成熟期,刘志强,普通,25,2026-05-30,邮件
CRM918772,C001641,成熟期,马晓雯,白金,8,2026-06-23,邮件
CRM464875,C001642,成熟期,陈晓燕,金卡,3,2026-06-10,电话
CRM166422,C001643,成熟期,周涛,金卡,9,2026-06-03,APP Push
CRM174566,C001644,成熟期,李娟,钻石,0,2026-07-06,短信
CRM385411,C001645,成熟期,郑刚,白金,14,2026-07-11,APP Push
CRM108154,C001646,成熟期,何志明,白金,9,2026-06-18,APP Push
CRM013328,C001647,成熟期,黄海波,金卡,0,2026-06-28,邮件
CRM497644,C001648,成熟期,黄海波,金卡,0,2026-07-09,APP Push
CRM721146,C001649,成熟期,林雪梅,普通,0,2026-07-12,APP Push
CRM579477,C001650,成熟期,林雪梅,金卡,0,2026-07-04,APP Push
CRM798578,C001651,成熟期,黄海波,金卡,0,2026-05-23,APP Push
CRM636517,C001652,成熟期,黄海波,钻石,0,2026-06-15,邮件
CRM023494,C001653,成熟期,张伟,金卡,10,2026-07-14,APP Push
CRM206161,C001654,成熟期,周涛,金卡,0,2026-06-21,APP Push
CRM942547,C001655,成熟期,黄海波,金卡,0,2026-06-09,邮件
CRM597268,C001656,成熟期,李娟,普通,0,2026-07-13,APP Push
CRM389320,C001657,成熟期,吴芳,普通,0,2026-06-13,短信
CRM536380,C001658,成熟期,郑刚,金卡,2,2026-05-22,邮件
CRM244470,C001659,成熟期,张伟,普通,18,2025-10-13,电话
CRM359153,C001660,成熟期,郑刚,白金,6,2026-05-28,短信
CRM185886,C001661,成熟期,孙磊,普通,0,2026-07-12,电话
CRM020979,C001662,成长期,陈晓燕,钻石,0,2026-07-10,APP Push
CRM695577,C001663,成长期,何志明,金卡,29,2025-12-27,APP Push
CRM117347,C001664,成长期,钱丽华,金卡,0,2026-05-28,邮件
CRM259826,C001665,成长期,周涛,白金,27,2025-10-07,邮件
CRM154101,C001666,成熟期,郑刚,金卡,0,2026-05-24,APP Push
CRM820219,C001667,成熟期,钱丽华,普通,13,2026-06-06,APP Push
CRM523413,C001668,成熟期,刘志强,普通,4,2026-07-12,APP Push
CRM072831,C001669,成熟期,王建国,普通,22,2026-06-06,短信
CRM553004,C001670,成熟期,陈晓燕,普通,0,2026-06-28,邮件
CRM283501,C001671,成熟期,罗玲,金卡,10,2026-06-19,电话
CRM092645,C001672,成熟期,罗玲,普通,1,2026-06-08,邮件
CRM389315,C001673,成熟期,李娟,金卡,6,2026-06-02,短信
CRM329413,C001674,成长期,张伟,金卡,15,2026-02-04,APP Push
CRM418238,C001675,成熟期,刘志强,白金,0,2026-06-06,APP Push
CRM044699,C001676,沉睡期,罗玲,金卡,72,2025-09-28,电话
CRM566460,C001677,成熟期,刘志强,白金,0,2026-05-22,APP Push
CRM140756,C001678,成熟期,周涛,白金,33,2025-11-29,电话
CRM602207,C001679,成熟期,马晓雯,白金,9,2026-07-10,邮件
CRM658522,C001680,成熟期,何志明,金卡,6,2026-05-28,短信
CRM865746,C001681,成熟期,郑刚,白金,0,2026-05-31,短信
CRM001389,C001682,沉睡期,张伟,普通,74,2025-09-18,APP Push
CRM348608,C001683,成熟期,孙磊,白金,2,2026-06-07,邮件
CRM651145,C001684,成熟期,罗玲,白金,9,2026-06-08,APP Push
CRM665316,C001685,成熟期,刘志强,金卡,1,2026-06-09,短信
CRM256312,C001686,成熟期,马晓雯,金卡,0,2026-05-24,短信
CRM679841,C001687,成熟期,马晓雯,白金,0,2026-05-28,短信
CRM888870,C001688,成熟期,吴芳,白金,0,2026-05-24,邮件
CRM807544,C001689,新户,赵敏,金卡,8,2026-06-02,APP Push
CRM232864,C001690,成熟期,郑刚,普通,0,2026-05-20,APP Push
CRM482431,C001691,成长期,罗玲,普通,30,2025-09-30,邮件
CRM666661,C001692,成熟期,郑刚,白金,9,2026-05-29,APP Push
CRM490421,C001693,成熟期,罗玲,白金,7,2026-06-30,APP Push
CRM941613,C001694,成熟期,周涛,白金,10,2026-06-28,邮件
CRM245294,C001695,新户,钱丽华,金卡,17,2026-06-22,短信
CRM499617,C001696,新户,张伟,金卡,16,2026-05-23,APP Push
CRM068036,C001697,成熟期,黄海波,金卡,3,2026-06-28,邮件
CRM714515,C001698,成熟期,孙磊,金卡,0,2026-06-07,电话
CRM970824,C001699,成熟期,黄海波,白金,19,2025-08-13,APP Push
CRM771526,C001700,成熟期,罗玲,金卡,0,2026-07-14,短信
CRM737402,C001701,成熟期,罗玲,金卡,17,2025-08-27,APP Push
CRM063756,C001702,成熟期,马晓雯,普通,0,2026-07-03,APP Push
CRM714790,C001703,成长期,赵敏,普通,15,2025-07-18,短信
CRM203024,C001704,成长期,刘志强,金卡,4,2026-07-14,短信
CRM885026,C001705,沉睡期,王建国,金卡,56,2026-03-16,短信
CRM105756,C001706,成熟期,罗玲,金卡,2,2026-05-16,APP Push
CRM924308,C001707,成熟期,陈晓燕,白金,1,2026-06-23,APP Push
CRM059758,C001708,成熟期,马晓雯,金卡,27,2026-07-14,APP Push
CRM919641,C001709,成熟期,陈晓燕,普通,0,2026-07-10,APP Push
CRM449594,C001710,成长期,陈晓燕,金卡,35,2026-03-13,电话
CRM250160,C001711,成熟期,钱丽华,普通,0,2026-07-10,短信
CRM835802,C001712,新户,周涛,白金,5,2026-06-16,APP Push
CRM424261,C001713,成长期,罗玲,普通,0,2026-05-17,邮件
CRM321411,C001714,成熟期,马晓雯,金卡,4,2026-06-19,电话
CRM200500,C001715,成熟期,张伟,白金,0,2026-07-07,邮件
CRM923197,C001716,成长期,罗玲,普通,0,2026-05-24,电话
CRM633881,C001717,成熟期,孙磊,白金,0,2026-05-17,短信
CRM285331,C001718,成熟期,林雪梅,白金,1,2026-07-09,短信
CRM514422,C001719,成熟期,何志明,金卡,1,2026-06-16,短信
CRM714464,C001720,成熟期,李娟,普通,9,2026-06-30,APP Push
CRM047890,C001721,成熟期,孙磊,金卡,1,2026-06-20,邮件
CRM498021,C001722,成熟期,郑刚,白金,0,2026-06-12,APP Push
CRM018461,C001723,成长期,刘志强,金卡,10,2026-06-06,APP Push
CRM359997,C001724,成熟期,孙磊,普通,2,2026-05-31,APP Push
CRM504155,C001725,成熟期,张伟,普通,7,2026-06-29,APP Push
CRM974205,C001726,成长期,郑刚,金卡,0,2026-06-05,短信
CRM788502,C001727,成长期,张伟,普通,10,2026-05-17,短信
CRM851363,C001728,成熟期,罗玲,金卡,0,2026-05-25,APP Push
CRM607763,C001729,成长期,罗玲,普通,2,2026-06-15,短信
CRM982652,C001730,成熟期,林雪梅,金卡,2,2026-05-28,电话
CRM959917,C001731,成熟期,赵敏,金卡,10,2026-05-18,短信
CRM600574,C001732,成熟期,刘志强,金卡,2,2026-06-08,邮件
CRM769493,C001733,沉睡期,林雪梅,金卡,81,2026-01-01,邮件
CRM059821,C001734,成熟期,赵敏,金卡,34,2025-09-10,APP Push
CRM355733,C001735,成熟期,钱丽华,金卡,10,2026-07-05,邮件
CRM463577,C001736,成熟期,马晓雯,普通,0,2026-06-14,邮件
CRM793868,C001737,成长期,陈晓燕,金卡,27,2025-09-23,短信
CRM742695,C001738,沉睡期,张伟,金卡,66,2026-01-19,短信
CRM377965,C001739,成熟期,张伟,白金,0,2026-07-07,邮件
CRM609349,C001740,成熟期,张伟,普通,0,2026-06-16,邮件
CRM910924,C001741,沉睡期,张伟,金卡,58,2025-11-02,电话
CRM456879,C001742,成熟期,郑刚,金卡,0,2026-07-01,短信
CRM296184,C001743,成熟期,黄海波,普通,0,2026-07-11,邮件
CRM361940,C001744,成熟期,钱丽华,普通,18,2026-01-21,APP Push
CRM367460,C001745,成熟期,刘志强,普通,0,2026-06-30,APP Push
CRM282325,C001746,成熟期,郑刚,金卡,35,2025-08-17,短信
CRM223087,C001747,沉睡期,何志明,白金,58,2025-10-23,APP Push
CRM494356,C001748,成熟期,陈晓燕,普通,6,2026-06-20,APP Push
CRM445082,C001749,成熟期,黄海波,白金,0,2026-07-06,APP Push
CRM146992,C001750,新户,林雪梅,白金,19,2026-07-01,邮件
CRM611504,C001751,成熟期,孙磊,钻石,0,2026-07-13,短信
CRM538068,C001752,成长期,钱丽华,白金,10,2026-07-14,APP Push
CRM037685,C001753,成熟期,陈晓燕,金卡,0,2026-07-02,邮件
CRM236200,C001754,成熟期,周涛,白金,5,2026-07-05,APP Push
CRM412031,C001755,成长期,黄海波,金卡,29,2026-02-18,APP Push
CRM389333,C001756,成熟期,赵敏,金卡,0,2026-05-18,邮件
CRM096307,C001757,成长期,王建国,普通,17,2026-02-18,邮件
CRM659067,C001758,成熟期,周涛,金卡,0,2026-07-12,APP Push
CRM012065,C001759,成长期,黄海波,钻石,1,2026-05-24,短信
CRM182692,C001760,成熟期,赵敏,金卡,9,2026-06-05,短信
CRM227344,C001761,沉睡期,张伟,金卡,71,2026-03-22,APP Push
CRM017923,C001762,成熟期,罗玲,钻石,21,2025-11-22,电话
CRM583570,C001763,新户,何志明,普通,18,2026-06-30,短信
CRM137929,C001764,成熟期,张伟,白金,5,2026-06-26,APP Push
CRM097286,C001765,成熟期,陈晓燕,白金,7,2026-07-05,短信
CRM332289,C001766,成熟期,郑刚,金卡,0,2026-05-17,电话
CRM676563,C001767,成熟期,黄海波,白金,6,2026-06-29,短信
CRM832208,C001768,成熟期,林雪梅,白金,0,2026-05-24,电话
CRM433105,C001769,成熟期,林雪梅,普通,4,2026-06-07,APP Push
CRM591173,C001770,沉睡期,刘志强,白金,64,2025-07-27,短信
CRM289489,C001771,成熟期,孙磊,普通,5,2026-07-02,邮件
CRM007965,C001772,成熟期,郑刚,白金,0,2026-06-28,短信
CRM221473,C001773,成熟期,钱丽华,普通,8,2026-07-01,APP Push
CRM273082,C001774,沉睡期,何志明,金卡,67,2025-11-14,APP Push
CRM285630,C001775,成熟期,罗玲,金卡,16,2026-03-28,短信
CRM141112,C001776,成熟期,赵敏,金卡,0,2026-07-03,APP Push
CRM199328,C001777,成熟期,林雪梅,白金,0,2026-05-19,电话
CRM304106,C001778,成熟期,吴芳,金卡,6,2026-06-11,邮件
CRM341651,C001779,成熟期,马晓雯,金卡,7,2026-05-22,短信
CRM423140,C001780,成熟期,刘志强,普通,7,2026-06-09,APP Push
CRM338774,C001781,成长期,周涛,金卡,0,2026-07-13,短信
CRM929267,C001782,成熟期,何志明,金卡,3,2026-05-27,APP Push
CRM260450,C001783,成熟期,李娟,白金,0,2026-05-29,APP Push
CRM238170,C001784,新户,林雪梅,白金,5,2026-06-07,APP Push
CRM393794,C001785,成熟期,刘志强,金卡,0,2026-05-27,电话
CRM407685,C001786,成长期,张伟,白金,6,2026-07-11,APP Push
CRM164951,C001787,成熟期,黄海波,普通,10,2026-07-01,短信
CRM549796,C001788,沉睡期,赵敏,金卡,72,2025-11-01,邮件
CRM569688,C001789,成熟期,李娟,金卡,4,2026-06-28,APP Push
CRM480589,C001790,成熟期,黄海波,金卡,0,2026-05-18,APP Push
CRM231759,C001791,成熟期,孙磊,普通,0,2026-07-05,APP Push
CRM583061,C001792,沉睡期,陈晓燕,金卡,68,2025-10-16,APP Push
CRM769705,C001793,沉睡期,张伟,普通,63,2026-01-27,短信
CRM251818,C001794,成熟期,陈晓燕,白金,20,2025-11-09,APP Push
CRM807541,C001795,成长期,林雪梅,金卡,0,2026-05-23,电话
CRM205870,C001796,成熟期,王建国,普通,6,2026-06-22,短信
CRM597040,C001797,成熟期,刘志强,金卡,0,2026-06-27,APP Push
CRM356173,C001798,成熟期,王建国,金卡,0,2026-07-02,APP Push
CRM647331,C001799,成熟期,钱丽华,金卡,23,2025-08-09,APP Push
CRM880405,C001800,成熟期,孙磊,白金,21,2026-06-04,短信
CRM577495,C001801,成熟期,马晓雯,白金,10,2026-07-13,APP Push
CRM581701,C001802,成长期,马晓雯,普通,0,2026-06-02,APP Push
CRM518192,C001803,成熟期,吴芳,普通,0,2026-06-22,APP Push
CRM610549,C001804,成熟期,黄海波,白金,0,2026-06-24,短信
CRM081374,C001805,成熟期,刘志强,金卡,10,2026-06-30,短信
CRM764890,C001806,成熟期,张伟,金卡,10,2026-05-16,APP Push
CRM593583,C001807,成熟期,赵敏,普通,10,2026-06-09,短信
CRM414152,C001808,成熟期,孙磊,金卡,6,2026-06-09,短信
CRM097836,C001809,成熟期,马晓雯,白金,0,2026-07-14,APP Push
CRM019649,C001810,成熟期,吴芳,金卡,0,2026-05-21,APP Push
CRM575095,C001811,成熟期,张伟,普通,5,2026-06-22,短信
CRM030046,C001812,成熟期,马晓雯,白金,3,2026-05-23,APP Push
CRM004363,C001813,成熟期,何志明,普通,0,2026-07-03,APP Push
CRM968517,C001814,成熟期,马晓雯,普通,0,2026-06-20,短信
CRM299415,C001815,成熟期,何志明,金卡,5,2026-06-13,电话
CRM914874,C001816,新户,林雪梅,金卡,15,2026-06-26,APP Push
CRM302203,C001817,成熟期,黄海波,钻石,15,2025-09-30,短信
CRM899694,C001818,成熟期,钱丽华,普通,2,2026-06-27,电话
CRM465169,C001819,新户,黄海波,金卡,14,2026-07-13,APP Push
CRM741723,C001820,成长期,吴芳,金卡,17,2026-02-25,短信
CRM159295,C001821,沉睡期,刘志强,金卡,61,2025-11-27,电话
CRM542017,C001822,成长期,张伟,普通,3,2026-06-01,邮件
CRM097822,C001823,成熟期,吴芳,金卡,5,2026-06-03,电话
CRM676705,C001824,新户,吴芳,金卡,18,2026-07-10,短信
CRM462498,C001825,成熟期,黄海波,白金,5,2026-07-06,APP Push
CRM484823,C001826,成熟期,陈晓燕,金卡,6,2026-05-25,APP Push
CRM691974,C001827,成熟期,孙磊,金卡,10,2026-06-30,APP Push
CRM863748,C001828,成熟期,黄海波,白金,0,2026-07-01,APP Push
CRM057808,C001829,成熟期,郑刚,金卡,0,2026-07-08,APP Push
CRM536206,C001830,成熟期,马晓雯,普通,0,2026-07-09,APP Push
CRM923974,C001831,成熟期,赵敏,白金,6,2026-07-14,电话
CRM196575,C001832,成熟期,黄海波,金卡,1,2026-05-19,短信
CRM267613,C001833,成熟期,马晓雯,普通,1,2026-07-03,短信
CRM954681,C001834,新户,郑刚,金卡,14,2026-06-29,电话
CRM774449,C001835,成熟期,张伟,普通,1,2026-07-13,APP Push
CRM577543,C001836,成熟期,张伟,金卡,4,2026-06-28,邮件
CRM622464,C001837,成熟期,黄海波,金卡,0,2026-07-02,短信
CRM012572,C001838,成熟期,张伟,白金,8,2026-06-07,APP Push
CRM210989,C001839,成熟期,李娟,白金,0,2026-06-10,APP Push
CRM944277,C001840,成长期,林雪梅,普通,1,2026-05-27,邮件
CRM546377,C001841,成长期,张伟,金卡,10,2026-06-20,短信
CRM221194,C001842,成熟期,罗玲,金卡,9,2026-06-02,APP Push
CRM189346,C001843,成长期,周涛,金卡,0,2026-05-23,APP Push
CRM433204,C001844,新户,李娟,普通,18,2026-06-01,APP Push
CRM768060,C001845,成熟期,马晓雯,普通,20,2026-01-23,邮件
CRM666040,C001846,新户,赵敏,金卡,9,2026-05-24,APP Push
CRM311077,C001847,沉睡期,罗玲,白金,74,2025-08-23,短信
CRM508604,C001848,成熟期,马晓雯,金卡,6,2026-06-24,APP Push
CRM564980,C001849,成熟期,张伟,白金,0,2026-05-22,APP Push
CRM532189,C001850,成熟期,钱丽华,普通,0,2026-06-15,APP Push
CRM353793,C001851,成熟期,郑刚,金卡,9,2026-05-22,APP Push
CRM718245,C001852,成长期,王建国,普通,17,2025-08-09,APP Push
CRM205763,C001853,成长期,罗玲,普通,6,2026-07-04,邮件
CRM463521,C001854,成熟期,吴芳,普通,27,2026-05-30,短信
CRM054076,C001855,成熟期,林雪梅,金卡,0,2026-07-09,APP Push
CRM180922,C001856,沉睡期,陈晓燕,普通,58,2026-01-11,APP Push
CRM609570,C001857,成熟期,吴芳,白金,27,2025-08-12,APP Push
CRM209477,C001858,成熟期,林雪梅,金卡,32,2025-10-12,APP Push
CRM743309,C001859,成熟期,吴芳,金卡,9,2026-05-21,短信
CRM904885,C001860,成熟期,李娟,金卡,0,2026-07-13,短信
CRM791672,C001861,成长期,陈晓燕,金卡,0,2026-06-04,APP Push
CRM542236,C001862,成熟期,林雪梅,普通,1,2026-06-20,短信
CRM164679,C001863,沉睡期,赵敏,白金,62,2026-02-07,APP Push
CRM389296,C001864,沉睡期,林雪梅,普通,61,2026-03-17,APP Push
CRM504996,C001865,沉睡期,马晓雯,金卡,68,2025-11-22,APP Push
CRM694067,C001866,成长期,何志明,金卡,34,2026-02-08,短信
CRM185533,C001867,成熟期,李娟,普通,0,2026-06-09,APP Push
CRM368925,C001868,成长期,李娟,普通,0,2026-05-17,短信
CRM949321,C001869,成熟期,孙磊,白金,7,2026-05-19,短信
CRM029427,C001870,成熟期,赵敏,白金,9,2026-06-22,APP Push
CRM670060,C001871,沉睡期,马晓雯,普通,72,2025-09-16,电话
CRM892222,C001872,成熟期,周涛,金卡,7,2026-06-08,APP Push
CRM916691,C001873,新户,何志明,钻石,7,2026-05-31,APP Push
CRM994234,C001874,成熟期,马晓雯,普通,29,2026-03-05,APP Push
CRM361205,C001875,成熟期,钱丽华,金卡,22,2025-12-14,电话
CRM586126,C001876,沉睡期,罗玲,金卡,75,2025-08-18,短信
CRM710320,C001877,成熟期,黄海波,普通,10,2026-06-10,邮件
CRM785263,C001878,成熟期,钱丽华,金卡,4,2026-07-01,APP Push
CRM496457,C001879,成熟期,孙磊,钻石,2,2026-06-04,短信
CRM502824,C001880,沉睡期,王建国,金卡,67,2025-11-09,短信
CRM727109,C001881,新户,马晓雯,普通,15,2026-05-27,电话
CRM852277,C001882,成熟期,钱丽华,普通,26,2026-03-20,邮件
CRM288964,C001883,沉睡期,林雪梅,金卡,75,2025-10-20,短信
CRM990996,C001884,成熟期,孙磊,金卡,22,2026-03-10,APP Push
CRM725021,C001885,成熟期,罗玲,金卡,22,2025-08-29,邮件
CRM466332,C001886,沉睡期,黄海波,白金,67,2025-08-02,短信
CRM217393,C001887,成熟期,何志明,白金,5,2026-05-19,APP Push
CRM972263,C001888,成熟期,吴芳,钻石,0,2026-06-09,APP Push
CRM222734,C001889,成熟期,张伟,普通,0,2026-06-10,电话
CRM414284,C001890,成熟期,赵敏,白金,0,2026-06-02,电话
CRM929055,C001891,成熟期,黄海波,普通,21,2026-06-15,短信
CRM371735,C001892,成熟期,王建国,金卡,0,2026-07-10,APP Push
CRM865798,C001893,成长期,郑刚,金卡,8,2026-05-25,邮件
CRM457505,C001894,成熟期,何志明,普通,4,2026-06-18,APP Push
CRM795042,C001895,沉睡期,周涛,普通,70,2025-08-16,APP Push
CRM846717,C001896,成熟期,马晓雯,普通,3,2026-06-10,短信
CRM027693,C001897,成熟期,王建国,普通,0,2026-07-14,邮件
CRM356878,C001898,成熟期,李娟,金卡,0,2026-06-17,邮件
CRM681224,C001899,成长期,吴芳,金卡,0,2026-07-04,短信
CRM748231,C001900,成熟期,孙磊,普通,17,2026-01-11,APP Push
CRM552568,C001901,成熟期,刘志强,普通,6,2026-05-23,APP Push
CRM835908,C001902,成熟期,钱丽华,金卡,33,2026-02-20,APP Push
CRM776514,C001903,成长期,刘志强,金卡,8,2026-06-26,电话
CRM470760,C001904,沉睡期,黄海波,金卡,55,2026-02-17,APP Push
CRM233623,C001905,成熟期,张伟,金卡,0,2026-06-15,APP Push
CRM911312,C001906,成熟期,何志明,普通,3,2026-07-02,短信
CRM557027,C001907,沉睡期,李娟,普通,66,2025-09-13,短信
CRM800567,C001908,成长期,陈晓燕,金卡,7,2026-05-19,短信
CRM194543,C001909,成熟期,罗玲,白金,0,2026-05-23,电话
CRM985758,C001910,成熟期,张伟,金卡,34,2025-11-06,短信
CRM191471,C001911,成熟期,刘志强,金卡,3,2026-06-25,短信
CRM553050,C001912,成熟期,赵敏,普通,25,2026-06-07,短信
CRM363456,C001913,成熟期,林雪梅,金卡,7,2026-06-28,APP Push
CRM202954,C001914,成长期,马晓雯,普通,1,2026-06-10,APP Push
CRM127584,C001915,成熟期,郑刚,普通,0,2026-06-09,APP Push
