cust_id,oneid,event_type,event_detail,event_time
C001522,UID001522,transaction,消费 6109元,2026-06-25T13:00:00+08:00
C001522,UID001522,search,搜索'优惠券',2026-06-29T14:00:00+08:00
C001523,UID001523,transaction,消费 778元,2026-06-27T03:00:00+08:00
C001523,UID001523,service,额度调整申请,2026-06-20T13:00:00+08:00
C001524,UID001524,transaction,消费 6902元,2026-06-24T23:00:00+08:00
C001525,UID001525,transaction,消费 4273元,2026-06-21T05:00:00+08:00
C001525,UID001525,service,投诉反馈,2026-07-14T04:00:00+08:00
C001525,UID001525,browse,浏览账单详情,2026-06-30T15:00:00+08:00
C001525,UID001525,browse,浏览权益商城,2026-07-07T18:00:00+08:00
C001526,UID001526,service,额度调整申请,2026-06-26T15:00:00+08:00
C001527,UID001527,service,客服咨询分期,2026-07-01T15:00:00+08:00
C001527,UID001527,browse,浏览账单详情,2026-06-18T11:00:00+08:00
C001527,UID001527,search,搜索'分期费率',2026-06-30T18:00:00+08:00
C001527,UID001527,service,客服咨询分期,2026-07-09T18:00:00+08:00
C001528,UID001528,transaction,消费 5831元,2026-06-19T17:00:00+08:00
C001528,UID001528,service,额度调整申请,2026-07-10T23:00:00+08:00
C001528,UID001528,service,额度调整申请,2026-06-23T13:00:00+08:00
C001529,UID001529,service,额度调整申请,2026-07-04T23:00:00+08:00
C001529,UID001529,search,搜索'分期费率',2026-07-11T14:00:00+08:00
C001529,UID001529,service,额度调整申请,2026-06-23T12:00:00+08:00
C001529,UID001529,service,投诉反馈,2026-07-15T12:00:00+08:00
C001529,UID001529,browse,浏览账单详情,2026-07-16T08:00:00+08:00
C001530,UID001530,service,额度调整申请,2026-07-14T23:00:00+08:00
C001530,UID001530,campaign_click,点击ApplePay返现活动推送,2026-06-27T11:00:00+08:00
C001531,UID001531,transaction,消费 6302元,2026-07-12T12:00:00+08:00
C001531,UID001531,browse,浏览权益商城,2026-07-01T16:00:00+08:00
C001531,UID001531,browse,浏览账单详情,2026-07-14T19:00:00+08:00
C001532,UID001532,browse,浏览境外消费专区,2026-07-10T06:00:00+08:00
C001533,UID001533,browse,浏览账单详情,2026-06-30T18:00:00+08:00
C001533,UID001533,campaign_click,点击双十一活动推送,2026-06-21T12:00:00+08:00
C001533,UID001533,search,搜索'账单查询',2026-07-16T22:00:00+08:00
C001533,UID001533,transaction,消费 4049元,2026-07-16T08:00:00+08:00
C001533,UID001533,search,搜索'出境游',2026-07-04T04:00:00+08:00
C001534,UID001534,campaign_click,点击双十一活动推送,2026-07-13T06:00:00+08:00
C001534,UID001534,campaign_click,点击双十一活动推送,2026-06-26T04:00:00+08:00
C001534,UID001534,service,客服咨询分期,2026-07-14T06:00:00+08:00
C001534,UID001534,campaign_click,点击双十一活动推送,2026-06-28T06:00:00+08:00
C001534,UID001534,campaign_click,点击暑期出行活动推送,2026-06-20T21:00:00+08:00
C001535,UID001535,service,客服咨询分期,2026-06-18T05:00:00+08:00
C001535,UID001535,search,搜索'分期费率',2026-07-03T14:00:00+08:00
C001535,UID001535,search,搜索'分期费率',2026-06-19T08:00:00+08:00
C001535,UID001535,service,额度调整申请,2026-06-23T13:00:00+08:00
C001535,UID001535,service,客服咨询分期,2026-06-24T00:00:00+08:00
C001536,UID001536,search,搜索'汇率',2026-06-30T11:00:00+08:00
C001536,UID001536,service,投诉反馈,2026-06-25T14:00:00+08:00
C001536,UID001536,transaction,消费 1124元,2026-07-12T11:00:00+08:00
C001536,UID001536,browse,浏览账单详情,2026-06-27T22:00:00+08:00
C001536,UID001536,transaction,消费 5085元,2026-06-25T08:00:00+08:00
C001537,UID001537,transaction,消费 7479元,2026-06-30T21:00:00+08:00
C001537,UID001537,service,额度调整申请,2026-06-19T11:00:00+08:00
C001538,UID001538,service,客服咨询分期,2026-07-01T18:00:00+08:00
C001539,UID001539,search,搜索'优惠券',2026-06-19T05:00:00+08:00
C001539,UID001539,service,投诉反馈,2026-06-18T15:00:00+08:00
C001540,UID001540,search,搜索'出境游',2026-07-09T14:00:00+08:00
C001540,UID001540,service,客服咨询分期,2026-06-25T11:00:00+08:00
C001541,UID001541,browse,浏览境外消费专区,2026-06-27T17:00:00+08:00
C001541,UID001541,service,客服咨询分期,2026-06-25T13:00:00+08:00
C001541,UID001541,search,搜索'出境游',2026-06-19T08:00:00+08:00
C001542,UID001542,service,投诉反馈,2026-06-22T11:00:00+08:00
C001542,UID001542,browse,浏览分期计算器,2026-07-13T12:00:00+08:00
C001542,UID001542,campaign_click,点击双十一活动推送,2026-07-13T10:00:00+08:00
C001543,UID001543,search,搜索'提额',2026-06-22T14:00:00+08:00
C001543,UID001543,campaign_click,点击ApplePay返现活动推送,2026-06-24T18:00:00+08:00
C001543,UID001543,transaction,消费 7164元,2026-06-29T22:00:00+08:00
C001543,UID001543,transaction,消费 1969元,2026-07-07T21:00:00+08:00
C001544,UID001544,search,搜索'提额',2026-07-10T18:00:00+08:00
C001544,UID001544,service,额度调整申请,2026-07-16T02:00:00+08:00
C001544,UID001544,browse,浏览境外消费专区,2026-06-28T11:00:00+08:00
C001545,UID001545,service,投诉反馈,2026-07-07T04:00:00+08:00
C001545,UID001545,browse,浏览账单详情,2026-07-03T02:00:00+08:00
C001545,UID001545,browse,浏览分期计算器,2026-06-24T16:00:00+08:00
C001546,UID001546,campaign_click,点击双十一活动推送,2026-06-19T09:00:00+08:00
C001547,UID001547,campaign_click,点击双十一活动推送,2026-06-25T19:00:00+08:00
C001547,UID001547,transaction,消费 7467元,2026-06-18T14:00:00+08:00
C001547,UID001547,browse,浏览境外消费专区,2026-06-30T07:00:00+08:00
C001547,UID001547,service,额度调整申请,2026-07-08T23:00:00+08:00
C001547,UID001547,search,搜索'提额',2026-07-10T22:00:00+08:00
C001548,UID001548,transaction,消费 3156元,2026-07-07T03:00:00+08:00
C001549,UID001549,search,搜索'汇率',2026-06-29T02:00:00+08:00
C001549,UID001549,service,额度调整申请,2026-07-06T02:00:00+08:00
C001549,UID001549,campaign_click,点击暑期出行活动推送,2026-06-28T11:00:00+08:00
C001550,UID001550,campaign_click,点击ApplePay返现活动推送,2026-07-01T16:00:00+08:00
C001550,UID001550,service,客服咨询分期,2026-06-18T09:00:00+08:00
C001551,UID001551,browse,浏览账单详情,2026-07-14T19:00:00+08:00
C001551,UID001551,transaction,消费 6897元,2026-06-26T08:00:00+08:00
C001552,UID001552,browse,浏览权益商城,2026-06-19T22:00:00+08:00
C001552,UID001552,service,客服咨询分期,2026-07-05T10:00:00+08:00
C001553,UID001553,campaign_click,点击ApplePay返现活动推送,2026-07-02T11:00:00+08:00
C001553,UID001553,browse,浏览权益商城,2026-07-03T19:00:00+08:00
C001553,UID001553,service,投诉反馈,2026-06-20T09:00:00+08:00
C001553,UID001553,search,搜索'账单查询',2026-06-19T17:00:00+08:00
C001553,UID001553,transaction,消费 3659元,2026-07-10T12:00:00+08:00
C001554,UID001554,service,客服咨询分期,2026-07-08T15:00:00+08:00
C001554,UID001554,search,搜索'汇率',2026-06-19T01:00:00+08:00
C001554,UID001554,campaign_click,点击暑期出行活动推送,2026-07-08T18:00:00+08:00
C001554,UID001554,service,投诉反馈,2026-06-18T21:00:00+08:00
C001555,UID001555,campaign_click,点击双十一活动推送,2026-07-11T02:00:00+08:00
C001556,UID001556,transaction,消费 338元,2026-06-25T16:00:00+08:00
C001557,UID001557,transaction,消费 6237元,2026-07-06T01:00:00+08:00
C001557,UID001557,campaign_click,点击暑期出行活动推送,2026-07-11T09:00:00+08:00
C001557,UID001557,search,搜索'出境游',2026-06-17T09:00:00+08:00
C001557,UID001557,transaction,消费 1779元,2026-06-20T23:00:00+08:00
C001557,UID001557,search,搜索'积分兑换',2026-06-26T00:00:00+08:00
C001558,UID001558,service,投诉反馈,2026-07-07T11:00:00+08:00
C001558,UID001558,browse,浏览账单详情,2026-07-13T08:00:00+08:00
C001558,UID001558,service,额度调整申请,2026-06-30T08:00:00+08:00
C001558,UID001558,campaign_click,点击暑期出行活动推送,2026-07-02T08:00:00+08:00
C001559,UID001559,browse,浏览境外消费专区,2026-07-05T08:00:00+08:00
C001559,UID001559,campaign_click,点击ApplePay返现活动推送,2026-06-23T13:00:00+08:00
C001559,UID001559,campaign_click,点击双十一活动推送,2026-07-01T22:00:00+08:00
C001559,UID001559,browse,浏览权益商城,2026-06-19T05:00:00+08:00
C001559,UID001559,service,额度调整申请,2026-06-17T05:00:00+08:00
C001560,UID001560,search,搜索'分期费率',2026-06-26T05:00:00+08:00
C001560,UID001560,service,客服咨询分期,2026-06-28T02:00:00+08:00
C001560,UID001560,transaction,消费 4728元,2026-06-26T02:00:00+08:00
C001560,UID001560,browse,浏览分期计算器,2026-07-14T00:00:00+08:00
C001561,UID001561,service,额度调整申请,2026-06-25T08:00:00+08:00
C001561,UID001561,service,投诉反馈,2026-06-30T11:00:00+08:00
C001562,UID001562,campaign_click,点击双十一活动推送,2026-06-30T15:00:00+08:00
C001562,UID001562,search,搜索'出境游',2026-07-16T17:00:00+08:00
C001562,UID001562,service,客服咨询分期,2026-06-21T14:00:00+08:00
C001562,UID001562,transaction,消费 7552元,2026-07-15T14:00:00+08:00
C001562,UID001562,transaction,消费 841元,2026-07-08T21:00:00+08:00
C001563,UID001563,transaction,消费 3678元,2026-07-15T01:00:00+08:00
C001563,UID001563,service,客服咨询分期,2026-07-05T21:00:00+08:00
C001563,UID001563,transaction,消费 6924元,2026-07-06T19:00:00+08:00
C001564,UID001564,browse,浏览境外消费专区,2026-06-27T13:00:00+08:00
C001564,UID001564,service,投诉反馈,2026-07-15T17:00:00+08:00
C001564,UID001564,campaign_click,点击双十一活动推送,2026-07-03T02:00:00+08:00
C001564,UID001564,search,搜索'优惠券',2026-06-29T16:00:00+08:00
C001564,UID001564,campaign_click,点击暑期出行活动推送,2026-07-11T02:00:00+08:00
C001565,UID001565,search,搜索'出境游',2026-07-07T14:00:00+08:00
C001565,UID001565,campaign_click,点击ApplePay返现活动推送,2026-07-03T07:00:00+08:00
C001565,UID001565,service,投诉反馈,2026-07-14T20:00:00+08:00
C001565,UID001565,campaign_click,点击ApplePay返现活动推送,2026-07-02T11:00:00+08:00
C001566,UID001566,transaction,消费 7750元,2026-07-13T04:00:00+08:00
C001566,UID001566,transaction,消费 5219元,2026-07-06T15:00:00+08:00
C001566,UID001566,browse,浏览账单详情,2026-07-04T22:00:00+08:00
C001566,UID001566,transaction,消费 2871元,2026-06-19T21:00:00+08:00
C001567,UID001567,campaign_click,点击暑期出行活动推送,2026-06-26T18:00:00+08:00
C001567,UID001567,browse,浏览账单详情,2026-06-29T04:00:00+08:00
C001568,UID001568,search,搜索'分期费率',2026-07-11T23:00:00+08:00
C001568,UID001568,campaign_click,点击暑期出行活动推送,2026-06-22T14:00:00+08:00
C001569,UID001569,browse,浏览分期计算器,2026-07-16T00:00:00+08:00
C001570,UID001570,search,搜索'分期费率',2026-06-25T10:00:00+08:00
C001570,UID001570,transaction,消费 2110元,2026-07-04T02:00:00+08:00
C001570,UID001570,transaction,消费 6589元,2026-06-18T17:00:00+08:00
C001571,UID001571,transaction,消费 1725元,2026-07-10T22:00:00+08:00
C001571,UID001571,browse,浏览分期计算器,2026-06-20T04:00:00+08:00
C001571,UID001571,browse,浏览境外消费专区,2026-07-14T15:00:00+08:00
C001571,UID001571,search,搜索'账单查询',2026-06-21T08:00:00+08:00
C001572,UID001572,service,额度调整申请,2026-07-11T22:00:00+08:00
C001572,UID001572,service,投诉反馈,2026-06-27T03:00:00+08:00
C001572,UID001572,browse,浏览分期计算器,2026-06-23T20:00:00+08:00
C001572,UID001572,search,搜索'积分兑换',2026-07-15T21:00:00+08:00
C001573,UID001573,service,投诉反馈,2026-06-18T16:00:00+08:00
C001573,UID001573,transaction,消费 2840元,2026-07-14T02:00:00+08:00
C001574,UID001574,service,客服咨询分期,2026-06-22T14:00:00+08:00
C001575,UID001575,campaign_click,点击双十一活动推送,2026-07-03T17:00:00+08:00
C001575,UID001575,transaction,消费 5681元,2026-07-12T16:00:00+08:00
C001575,UID001575,search,搜索'提额',2026-06-25T01:00:00+08:00
C001575,UID001575,campaign_click,点击暑期出行活动推送,2026-07-04T22:00:00+08:00
C001576,UID001576,browse,浏览境外消费专区,2026-07-14T05:00:00+08:00
C001576,UID001576,service,客服咨询分期,2026-07-11T09:00:00+08:00
C001576,UID001576,browse,浏览权益商城,2026-07-05T09:00:00+08:00
C001576,UID001576,service,投诉反馈,2026-07-06T02:00:00+08:00
C001577,UID001577,campaign_click,点击双十一活动推送,2026-07-03T19:00:00+08:00
C001577,UID001577,service,投诉反馈,2026-06-30T13:00:00+08:00
C001577,UID001577,service,投诉反馈,2026-07-02T21:00:00+08:00
C001577,UID001577,service,客服咨询分期,2026-07-13T19:00:00+08:00
C001578,UID001578,campaign_click,点击暑期出行活动推送,2026-06-28T18:00:00+08:00
C001578,UID001578,campaign_click,点击ApplePay返现活动推送,2026-06-21T22:00:00+08:00
C001578,UID001578,service,额度调整申请,2026-06-23T01:00:00+08:00
C001578,UID001578,search,搜索'汇率',2026-06-25T09:00:00+08:00
C001578,UID001578,search,搜索'出境游',2026-07-16T20:00:00+08:00
C001579,UID001579,campaign_click,点击双十一活动推送,2026-06-19T11:00:00+08:00
C001579,UID001579,browse,浏览分期计算器,2026-07-07T14:00:00+08:00
C001579,UID001579,service,客服咨询分期,2026-06-30T15:00:00+08:00
C001579,UID001579,search,搜索'出境游',2026-06-25T00:00:00+08:00
C001580,UID001580,campaign_click,点击暑期出行活动推送,2026-07-01T08:00:00+08:00
C001580,UID001580,search,搜索'积分兑换',2026-07-03T15:00:00+08:00
C001580,UID001580,browse,浏览账单详情,2026-06-20T06:00:00+08:00
C001580,UID001580,campaign_click,点击暑期出行活动推送,2026-07-14T03:00:00+08:00
C001580,UID001580,service,投诉反馈,2026-06-29T04:00:00+08:00
C001581,UID001581,campaign_click,点击ApplePay返现活动推送,2026-06-26T08:00:00+08:00
C001581,UID001581,browse,浏览分期计算器,2026-06-27T02:00:00+08:00
C001581,UID001581,transaction,消费 5962元,2026-07-16T18:00:00+08:00
C001582,UID001582,transaction,消费 4579元,2026-07-11T12:00:00+08:00
C001582,UID001582,service,客服咨询分期,2026-06-30T09:00:00+08:00
C001582,UID001582,transaction,消费 3098元,2026-07-01T13:00:00+08:00
C001582,UID001582,service,额度调整申请,2026-06-29T13:00:00+08:00
C001582,UID001582,browse,浏览境外消费专区,2026-07-01T02:00:00+08:00
C001583,UID001583,transaction,消费 1224元,2026-07-16T06:00:00+08:00
C001583,UID001583,browse,浏览账单详情,2026-06-23T11:00:00+08:00
C001583,UID001583,transaction,消费 964元,2026-07-16T08:00:00+08:00
C001584,UID001584,transaction,消费 2884元,2026-07-12T19:00:00+08:00
C001584,UID001584,service,额度调整申请,2026-07-06T00:00:00+08:00
C001585,UID001585,transaction,消费 3271元,2026-07-11T11:00:00+08:00
C001586,UID001586,transaction,消费 6037元,2026-06-24T13:00:00+08:00
C001586,UID001586,search,搜索'优惠券',2026-06-28T16:00:00+08:00
C001586,UID001586,browse,浏览境外消费专区,2026-07-05T01:00:00+08:00
C001587,UID001587,search,搜索'出境游',2026-07-07T06:00:00+08:00
C001587,UID001587,service,客服咨询分期,2026-07-03T19:00:00+08:00
C001588,UID001588,service,客服咨询分期,2026-07-02T11:00:00+08:00
C001588,UID001588,transaction,消费 6648元,2026-06-29T20:00:00+08:00
C001588,UID001588,campaign_click,点击双十一活动推送,2026-07-15T09:00:00+08:00
C001589,UID001589,search,搜索'提额',2026-07-12T16:00:00+08:00
C001590,UID001590,campaign_click,点击ApplePay返现活动推送,2026-06-25T11:00:00+08:00
C001590,UID001590,search,搜索'汇率',2026-06-26T10:00:00+08:00
C001590,UID001590,campaign_click,点击暑期出行活动推送,2026-07-09T05:00:00+08:00
C001590,UID001590,service,投诉反馈,2026-06-27T09:00:00+08:00
C001590,UID001590,transaction,消费 1883元,2026-06-25T04:00:00+08:00
C001591,UID001591,transaction,消费 1653元,2026-07-09T08:00:00+08:00
C001591,UID001591,transaction,消费 6758元,2026-06-30T10:00:00+08:00
C001591,UID001591,service,客服咨询分期,2026-06-29T08:00:00+08:00
C001591,UID001591,campaign_click,点击暑期出行活动推送,2026-06-23T12:00:00+08:00
C001591,UID001591,campaign_click,点击双十一活动推送,2026-06-21T08:00:00+08:00
C001592,UID001592,campaign_click,点击双十一活动推送,2026-07-13T10:00:00+08:00
C001592,UID001592,campaign_click,点击ApplePay返现活动推送,2026-06-19T01:00:00+08:00
C001592,UID001592,campaign_click,点击ApplePay返现活动推送,2026-07-13T12:00:00+08:00
C001593,UID001593,transaction,消费 354元,2026-07-09T14:00:00+08:00
C001593,UID001593,service,投诉反馈,2026-06-21T04:00:00+08:00
C001594,UID001594,transaction,消费 4068元,2026-07-01T07:00:00+08:00
C001594,UID001594,transaction,消费 2998元,2026-06-23T04:00:00+08:00
C001594,UID001594,transaction,消费 4994元,2026-07-13T06:00:00+08:00
C001594,UID001594,campaign_click,点击暑期出行活动推送,2026-07-16T12:00:00+08:00
C001594,UID001594,browse,浏览境外消费专区,2026-06-17T05:00:00+08:00
C001595,UID001595,transaction,消费 7661元,2026-06-17T18:00:00+08:00
C001596,UID001596,transaction,消费 5986元,2026-06-27T05:00:00+08:00
C001596,UID001596,browse,浏览境外消费专区,2026-07-15T07:00:00+08:00
C001596,UID001596,service,客服咨询分期,2026-07-12T01:00:00+08:00
C001597,UID001597,service,客服咨询分期,2026-07-11T07:00:00+08:00
C001597,UID001597,search,搜索'积分兑换',2026-07-02T12:00:00+08:00
C001597,UID001597,service,投诉反馈,2026-06-23T10:00:00+08:00
C001597,UID001597,service,投诉反馈,2026-07-02T03:00:00+08:00
C001598,UID001598,campaign_click,点击暑期出行活动推送,2026-07-01T22:00:00+08:00
C001598,UID001598,search,搜索'提额',2026-06-27T23:00:00+08:00
C001599,UID001599,service,投诉反馈,2026-07-08T11:00:00+08:00
C001599,UID001599,campaign_click,点击双十一活动推送,2026-06-18T06:00:00+08:00
C001599,UID001599,transaction,消费 1815元,2026-07-15T13:00:00+08:00
C001599,UID001599,service,投诉反馈,2026-07-08T23:00:00+08:00
C001599,UID001599,service,客服咨询分期,2026-07-11T16:00:00+08:00
C001600,UID001600,search,搜索'出境游',2026-07-15T02:00:00+08:00
C001600,UID001600,transaction,消费 4605元,2026-07-12T16:00:00+08:00
C001600,UID001600,service,额度调整申请,2026-07-01T18:00:00+08:00
C001600,UID001600,browse,浏览账单详情,2026-07-13T08:00:00+08:00
C001601,UID001601,search,搜索'优惠券',2026-06-27T07:00:00+08:00
C001601,UID001601,service,客服咨询分期,2026-06-22T12:00:00+08:00
C001601,UID001601,transaction,消费 2516元,2026-07-12T06:00:00+08:00
C001601,UID001601,search,搜索'提额',2026-07-04T17:00:00+08:00
C001601,UID001601,service,额度调整申请,2026-07-11T16:00:00+08:00
C001602,UID001602,transaction,消费 2902元,2026-06-27T07:00:00+08:00
C001602,UID001602,service,额度调整申请,2026-06-22T20:00:00+08:00
C001602,UID001602,campaign_click,点击双十一活动推送,2026-07-06T23:00:00+08:00
C001602,UID001602,service,投诉反馈,2026-07-12T07:00:00+08:00
C001603,UID001603,transaction,消费 5883元,2026-06-30T04:00:00+08:00
C001603,UID001603,browse,浏览权益商城,2026-07-01T00:00:00+08:00
C001603,UID001603,campaign_click,点击暑期出行活动推送,2026-06-27T06:00:00+08:00
C001604,UID001604,service,投诉反馈,2026-06-18T03:00:00+08:00
C001604,UID001604,campaign_click,点击ApplePay返现活动推送,2026-07-11T02:00:00+08:00
C001604,UID001604,browse,浏览账单详情,2026-06-25T00:00:00+08:00
C001604,UID001604,search,搜索'账单查询',2026-06-19T16:00:00+08:00
C001605,UID001605,browse,浏览分期计算器,2026-06-30T10:00:00+08:00
C001606,UID001606,campaign_click,点击ApplePay返现活动推送,2026-07-01T13:00:00+08:00
C001606,UID001606,transaction,消费 7843元,2026-06-20T15:00:00+08:00
C001606,UID001606,browse,浏览账单详情,2026-07-09T12:00:00+08:00
C001607,UID001607,campaign_click,点击暑期出行活动推送,2026-07-04T21:00:00+08:00
C001607,UID001607,search,搜索'汇率',2026-07-01T09:00:00+08:00
C001607,UID001607,campaign_click,点击ApplePay返现活动推送,2026-06-27T04:00:00+08:00
C001607,UID001607,service,客服咨询分期,2026-07-12T20:00:00+08:00
C001607,UID001607,transaction,消费 2568元,2026-06-24T11:00:00+08:00
C001608,UID001608,search,搜索'出境游',2026-06-22T14:00:00+08:00
C001608,UID001608,transaction,消费 1260元,2026-07-16T00:00:00+08:00
C001608,UID001608,service,额度调整申请,2026-07-16T20:00:00+08:00
C001608,UID001608,browse,浏览境外消费专区,2026-06-23T23:00:00+08:00
C001609,UID001609,campaign_click,点击ApplePay返现活动推送,2026-07-01T02:00:00+08:00
C001609,UID001609,campaign_click,点击暑期出行活动推送,2026-07-09T07:00:00+08:00
C001609,UID001609,search,搜索'分期费率',2026-06-18T14:00:00+08:00
C001609,UID001609,browse,浏览境外消费专区,2026-07-05T17:00:00+08:00
C001610,UID001610,search,搜索'账单查询',2026-07-13T11:00:00+08:00
C001610,UID001610,search,搜索'积分兑换',2026-07-12T23:00:00+08:00
C001610,UID001610,browse,浏览权益商城,2026-06-20T00:00:00+08:00
C001610,UID001610,search,搜索'优惠券',2026-07-04T05:00:00+08:00
C001610,UID001610,campaign_click,点击ApplePay返现活动推送,2026-06-25T22:00:00+08:00
C001611,UID001611,campaign_click,点击暑期出行活动推送,2026-06-18T13:00:00+08:00
C001611,UID001611,transaction,消费 7371元,2026-06-19T06:00:00+08:00
C001611,UID001611,transaction,消费 7149元,2026-06-19T20:00:00+08:00
C001612,UID001612,browse,浏览境外消费专区,2026-07-06T13:00:00+08:00
C001612,UID001612,browse,浏览分期计算器,2026-07-11T18:00:00+08:00
C001612,UID001612,transaction,消费 6137元,2026-07-13T15:00:00+08:00
C001613,UID001613,campaign_click,点击双十一活动推送,2026-07-07T16:00:00+08:00
C001613,UID001613,transaction,消费 4757元,2026-06-27T06:00:00+08:00
C001613,UID001613,browse,浏览境外消费专区,2026-06-26T22:00:00+08:00
C001613,UID001613,service,客服咨询分期,2026-06-28T05:00:00+08:00
C001613,UID001613,transaction,消费 4568元,2026-07-15T17:00:00+08:00
C001614,UID001614,browse,浏览账单详情,2026-07-03T06:00:00+08:00
C001615,UID001615,search,搜索'提额',2026-07-02T00:00:00+08:00
C001615,UID001615,service,投诉反馈,2026-06-27T13:00:00+08:00
C001615,UID001615,search,搜索'优惠券',2026-07-16T11:00:00+08:00
C001615,UID001615,transaction,消费 5381元,2026-07-03T21:00:00+08:00
C001615,UID001615,search,搜索'账单查询',2026-06-21T20:00:00+08:00
C001616,UID001616,browse,浏览权益商城,2026-07-15T02:00:00+08:00
C001616,UID001616,search,搜索'分期费率',2026-07-02T18:00:00+08:00
C001616,UID001616,service,客服咨询分期,2026-06-28T05:00:00+08:00
C001616,UID001616,campaign_click,点击ApplePay返现活动推送,2026-07-12T22:00:00+08:00
C001617,UID001617,transaction,消费 7334元,2026-06-29T10:00:00+08:00
C001617,UID001617,campaign_click,点击暑期出行活动推送,2026-06-28T05:00:00+08:00
C001617,UID001617,campaign_click,点击暑期出行活动推送,2026-07-04T20:00:00+08:00
C001618,UID001618,transaction,消费 1582元,2026-07-16T04:00:00+08:00
C001618,UID001618,campaign_click,点击ApplePay返现活动推送,2026-07-07T23:00:00+08:00
C001618,UID001618,transaction,消费 2992元,2026-07-14T08:00:00+08:00
C001618,UID001618,search,搜索'优惠券',2026-07-06T12:00:00+08:00
C001618,UID001618,search,搜索'汇率',2026-06-29T18:00:00+08:00
C001619,UID001619,campaign_click,点击暑期出行活动推送,2026-07-13T20:00:00+08:00
C001620,UID001620,search,搜索'汇率',2026-07-08T02:00:00+08:00
C001620,UID001620,campaign_click,点击暑期出行活动推送,2026-07-05T01:00:00+08:00
C001620,UID001620,campaign_click,点击ApplePay返现活动推送,2026-07-03T14:00:00+08:00
C001620,UID001620,campaign_click,点击双十一活动推送,2026-06-17T07:00:00+08:00
C001621,UID001621,browse,浏览分期计算器,2026-07-09T00:00:00+08:00
C001621,UID001621,campaign_click,点击ApplePay返现活动推送,2026-06-20T11:00:00+08:00
C001621,UID001621,browse,浏览分期计算器,2026-07-02T22:00:00+08:00
C001621,UID001621,service,投诉反馈,2026-06-26T23:00:00+08:00
C001621,UID001621,browse,浏览境外消费专区,2026-07-08T08:00:00+08:00
C001622,UID001622,campaign_click,点击ApplePay返现活动推送,2026-07-01T23:00:00+08:00
C001622,UID001622,service,客服咨询分期,2026-07-04T20:00:00+08:00
C001622,UID001622,search,搜索'分期费率',2026-06-19T01:00:00+08:00
C001623,UID001623,service,投诉反馈,2026-07-16T06:00:00+08:00
C001623,UID001623,browse,浏览境外消费专区,2026-07-08T04:00:00+08:00
C001623,UID001623,search,搜索'优惠券',2026-07-06T00:00:00+08:00
C001624,UID001624,transaction,消费 6428元,2026-06-20T03:00:00+08:00
C001625,UID001625,browse,浏览境外消费专区,2026-07-15T11:00:00+08:00
C001625,UID001625,browse,浏览境外消费专区,2026-06-19T12:00:00+08:00
C001626,UID001626,browse,浏览权益商城,2026-07-16T13:00:00+08:00
C001627,UID001627,browse,浏览境外消费专区,2026-06-26T13:00:00+08:00
C001627,UID001627,service,投诉反馈,2026-07-06T09:00:00+08:00
C001627,UID001627,campaign_click,点击暑期出行活动推送,2026-07-10T09:00:00+08:00
C001627,UID001627,transaction,消费 7641元,2026-06-28T21:00:00+08:00
C001627,UID001627,campaign_click,点击ApplePay返现活动推送,2026-07-07T09:00:00+08:00
C001628,UID001628,service,投诉反馈,2026-07-12T06:00:00+08:00
C001628,UID001628,search,搜索'提额',2026-06-24T18:00:00+08:00
C001629,UID001629,search,搜索'汇率',2026-06-24T06:00:00+08:00
C001629,UID001629,service,投诉反馈,2026-06-22T00:00:00+08:00
C001630,UID001630,search,搜索'积分兑换',2026-07-12T10:00:00+08:00
C001631,UID001631,service,客服咨询分期,2026-07-14T15:00:00+08:00
C001631,UID001631,browse,浏览分期计算器,2026-06-25T04:00:00+08:00
C001631,UID001631,transaction,消费 658元,2026-07-14T21:00:00+08:00
C001632,UID001632,search,搜索'汇率',2026-07-12T11:00:00+08:00
C001632,UID001632,service,客服咨询分期,2026-06-22T03:00:00+08:00
C001632,UID001632,transaction,消费 1624元,2026-07-01T10:00:00+08:00
C001632,UID001632,campaign_click,点击双十一活动推送,2026-07-13T17:00:00+08:00
C001632,UID001632,search,搜索'出境游',2026-06-27T07:00:00+08:00
C001633,UID001633,browse,浏览分期计算器,2026-07-05T19:00:00+08:00
C001634,UID001634,campaign_click,点击双十一活动推送,2026-06-18T00:00:00+08:00
C001634,UID001634,browse,浏览分期计算器,2026-07-04T18:00:00+08:00
C001634,UID001634,transaction,消费 2214元,2026-06-30T10:00:00+08:00
C001634,UID001634,transaction,消费 3464元,2026-06-21T13:00:00+08:00
C001635,UID001635,service,额度调整申请,2026-06-18T07:00:00+08:00
C001635,UID001635,service,客服咨询分期,2026-06-22T07:00:00+08:00
C001635,UID001635,browse,浏览权益商城,2026-06-17T07:00:00+08:00
C001636,UID001636,search,搜索'账单查询',2026-06-24T13:00:00+08:00
C001637,UID001637,browse,浏览分期计算器,2026-06-17T02:00:00+08:00
C001637,UID001637,campaign_click,点击ApplePay返现活动推送,2026-07-13T14:00:00+08:00
C001637,UID001637,browse,浏览权益商城,2026-06-19T23:00:00+08:00
C001637,UID001637,browse,浏览账单详情,2026-07-08T17:00:00+08:00
C001637,UID001637,service,投诉反馈,2026-06-29T21:00:00+08:00
C001638,UID001638,service,投诉反馈,2026-07-02T05:00:00+08:00
C001639,UID001639,campaign_click,点击双十一活动推送,2026-06-17T01:00:00+08:00
