cust_id,value_annual_consumption,value_monthly_avg_consumption,value_max_single_transaction,value_transaction_count_12m,value_installment_contribution_12m,risk_overdue_status,risk_history_overdue_count_6m,risk_min_payment_frequency_6m,long_term_90d_total_consumption,long_term_90d_txn_count,long_term_90d_max_single,long_term_90d_active_days,long_term_90d_activity_score,long_term_90d_dormancy_risk,long_term_90d_significant_signals,long_term_90d_monthly_avg_90d,mid_term_30d_total_consumption,mid_term_30d_txn_count,mid_term_30d_max_single,mid_term_30d_active_days,mid_term_30d_consumption_trend,mid_term_30d_trend_change_pct,short_term_7d_total_consumption,short_term_7d_txn_count,short_term_7d_active_days,short_term_7d_avg_daily_spend,realtime_signal_count,realtime_has_high_value_txn
C001444,113183.59,9431.97,12503.1,148,9416.61,M0,0,0,31145.64,37,3125.77,22,39,medium,,10381.88,9841.68,12,1250.31,7,stable,-7.4,2967.72,3,1,423.96,0,False
C001445,138683.41,11556.95,17757.83,118,9802.09,M0,0,0,43606.08,29,4439.46,17,42,medium,,14535.36,15014.11,10,1775.78,5,stable,14.0,2852.06,2,1,407.44,0,False
C001446,567817.7,47318.14,161103.57,382,52998.89,M0,0,0,219439.59,124,40275.89,74,92,low,,73146.53,98360.57,43,16110.36,25,up,18.2,25781.17,10,6,3683.02,0,False
C001447,67194.49,5599.54,11961.94,52,6230.82,M0,0,0,21075.38,13,2990.48,7,19,high,"活跃度骤降,沉睡预警",7025.13,9526.52,4,1196.19,2,stable,10.8,1747.35,1,0,249.62,0,False
C001448,38795.56,3232.96,2628.67,46,2271.35,M0,0,0,1511.68,2,657.17,1,1,high,"活跃度骤降,沉睡预警",503.89,404.06,0,262.87,0,stable,-15.4,87.59,0,0,12.51,0,False
C001449,45387.82,3782.32,10275.39,35,6252.94,M2,2,3,11668.28,8,2568.85,4,11,high,"活跃度骤降,沉睡预警",3889.43,3538.18,2,1027.54,1,stable,-13.2,906.56,0,0,129.51,1,True
C001450,60928.29,5077.36,6849.1,42,8858.38,M0,0,0,22129.41,13,1712.28,7,20,medium,活跃度骤降,7376.47,9462.97,4,684.91,2,stable,-9.9,2550.4,1,0,364.34,2,False
C001451,535205.1,44600.43,45353.33,680,47359.2,M0,0,0,184762.99,170,11338.33,90,100,low,,61587.66,57491.56,59,4535.33,31,stable,2.9,12430.35,14,7,1775.76,0,False
C001452,194962.18,16246.85,18838.25,385,25208.26,M0,0,1,39186.71,125,4709.56,75,86,low,,13062.24,12454.7,43,1883.82,26,stable,-7.4,2347.9,10,6,335.41,1,False
C001453,94620.22,7885.02,11769.09,305,4778.96,M0,0,0,26622.97,99,2942.27,59,71,low,,8874.32,11200.57,34,1176.91,20,stable,-8.0,2548.4,8,5,364.06,0,False
C001454,541071.92,45089.33,89726.76,638,56390.28,M0,0,0,150968.21,159,22431.69,90,100,low,,50322.74,55306.07,55,8972.68,31,up,18.3,13635.45,13,7,1947.92,0,False
C001455,100660.25,8388.35,5384.84,130,13293.68,M0,0,0,20127.4,32,1346.21,19,30,medium,,6709.13,6897.03,11,538.48,6,stable,-2.5,2241.4,2,1,320.2,0,False
C001456,84121.71,7010.14,21302.83,99,12573.59,M0,0,0,31332.84,32,5325.71,19,36,medium,,10444.28,7983.44,11,2130.28,6,stable,11.1,1820.71,2,1,260.1,0,False
C001457,71855.71,5987.98,10983.8,51,7182.43,M0,0,0,21714.41,12,2745.95,7,19,high,"活跃度骤降,沉睡预警",7238.14,8607.61,4,1098.38,2,stable,-13.9,1550.0,1,0,221.43,0,False
C001458,107414.57,8951.21,30670.8,140,15955.41,M0,0,2,28594.11,35,7667.7,21,36,medium,,9531.37,10011.18,12,3067.08,7,stable,-15.8,1946.65,3,1,278.09,1,False
C001459,412053.91,34337.83,64825.86,327,36624.86,M0,0,0,73431.85,81,16206.46,48,75,low,,24477.28,28009.06,28,6482.59,16,stable,14.1,6632.22,7,4,947.46,0,True
C001460,9217.63,768.14,1570.59,10,689.19,M2,2,2,408.51,0,392.65,0,0,high,"活跃度骤降,沉睡预警",136.17,175.68,0,157.06,0,stable,-5.4,49.53,0,0,7.08,0,True
C001461,15158.86,1263.24,1224.8,22,1760.46,M0,0,1,2699.09,5,306.2,3,4,high,"活跃度骤降,沉睡预警",899.7,904.97,1,122.48,1,up,19.2,211.26,0,0,30.18,0,False
C001462,143856.21,11988.02,9347.23,290,10924.15,M0,0,0,32700.18,72,2336.81,43,60,low,,10900.06,9416.91,25,934.72,15,up,21.1,1760.24,6,3,251.46,0,False
C001463,49236.07,4103.01,4127.98,127,6180.81,M0,0,0,8147.8,31,1032.0,18,22,medium,活跃度骤降,2715.93,2016.91,10,412.8,6,stable,9.3,355.75,2,1,50.82,0,False
C001464,4578.98,381.58,1255.14,4,656.83,M0,0,0,874.3,1,313.79,0,0,high,"活跃度骤降,沉睡预警",291.43,327.73,0,125.51,0,up,17.4,57.46,0,0,8.21,1,False
C001465,133793.11,11149.43,17653.54,185,16136.0,M0,0,1,20749.73,46,4413.38,27,38,medium,,6916.58,8169.61,16,1765.35,9,stable,7.3,1650.55,4,2,235.79,0,False
C001466,8344.17,695.35,1268.66,11,682.18,M0,0,0,574.16,0,317.16,0,0,high,"活跃度骤降,沉睡预警",191.39,254.43,0,126.87,0,stable,0.7,82.5,0,0,11.79,0,False
C001467,46185.26,3848.77,9584.04,35,6457.94,M0,0,0,11267.03,11,2396.01,6,12,high,"活跃度骤降,沉睡预警",3755.68,2917.94,3,958.4,2,stable,14.2,690.33,0,0,98.62,0,False
C001468,465320.79,38776.73,77668.8,613,53254.94,M1,1,0,79035.68,153,19417.2,90,100,low,,26345.23,33518.18,53,7766.88,31,stable,-0.3,9718.96,13,7,1388.42,0,False
C001469,11360.01,946.67,868.7,8,1468.27,M2,2,0,703.85,0,217.17,0,0,high,"活跃度骤降,沉睡预警",234.62,192.83,0,86.87,0,stable,12.5,50.44,0,0,7.21,0,False
C001470,23520.3,1960.02,5033.43,16,1554.95,M0,0,0,7397.11,5,1258.36,3,7,high,"活跃度骤降,沉睡预警",2465.7,2258.12,1,503.34,1,stable,6.2,404.96,0,0,57.85,2,False
C001471,33408.4,2784.03,6175.33,48,2872.82,M0,0,0,6214.3,12,1543.83,7,10,high,"活跃度骤降,沉睡预警",2071.43,2248.87,4,617.53,2,stable,-12.1,445.11,1,0,63.59,0,False
C001472,46912.05,3909.34,9333.93,33,4434.5,M1,1,0,9291.46,8,2333.48,4,9,high,"活跃度骤降,沉睡预警",3097.15,3521.37,2,933.39,1,stable,5.1,947.09,0,0,135.3,0,False
C001473,30399.05,2533.25,8451.97,22,4471.09,M0,0,0,7958.49,5,2112.99,3,7,high,"活跃度骤降,沉睡预警",2652.83,2160.32,1,845.2,1,stable,14.2,471.86,0,0,67.41,1,False
C001474,52119.93,4343.33,11929.86,151,4008.2,M1,1,0,10908.93,37,2982.46,22,27,medium,活跃度骤降,3636.31,3125.36,12,1192.99,7,up,17.4,656.29,3,1,93.76,0,False
C001475,119736.77,9978.06,29997.55,98,6245.35,M0,0,0,36929.35,24,7499.39,14,35,medium,,12309.78,14765.34,8,2999.75,4,stable,-13.9,3107.52,2,1,443.93,0,False
C001476,103592.41,8632.7,6560.79,91,10807.73,M0,0,0,34254.3,22,1640.2,13,32,medium,,11418.1,15576.32,7,656.08,4,stable,-14.4,4543.36,1,1,649.05,0,False
C001477,149980.92,12498.41,34223.88,101,15617.53,M0,0,0,51874.68,25,8555.97,15,44,medium,,17291.56,14639.81,8,3422.39,5,stable,7.5,3751.92,2,1,535.99,0,True
C001478,154178.64,12848.22,9384.41,203,19460.44,M1,1,1,43366.24,60,2346.1,36,60,low,,14455.41,19279.79,21,938.44,12,up,22.8,5531.13,5,3,790.16,0,False
C001479,6507.32,542.28,1743.31,9,732.75,M0,0,0,2267.09,2,435.83,1,2,high,"活跃度骤降,沉睡预警",755.7,913.98,0,174.33,0,stable,-15.6,200.51,0,0,28.64,0,False
C001480,32581.11,2715.09,7601.33,48,2236.25,M0,0,0,11545.22,14,1900.33,8,14,high,"活跃度骤降,沉睡预警",3848.41,3996.92,4,760.13,2,stable,-1.0,782.76,1,0,111.82,1,False
C001481,76736.73,6394.73,14140.17,75,11469.49,M3+,3,3,2498.03,3,3535.04,1,2,high,"活跃度骤降,沉睡预警",832.68,1112.09,1,1414.02,0,stable,-4.3,328.22,0,0,46.89,0,False
C001482,503182.5,41931.87,70076.48,382,27068.73,M0,0,0,150853.93,124,17519.12,74,92,low,,50284.64,68543.09,43,7007.65,25,up,15.0,13490.81,10,6,1927.26,1,False
C001483,79959.87,6663.32,17100.73,66,7952.03,M1,1,0,15742.05,16,4275.18,9,18,high,"活跃度骤降,沉睡预警",5247.35,5167.71,5,1710.07,3,stable,2.1,1618.55,1,0,231.22,0,True
C001484,202563.39,16880.28,59021.45,206,23004.13,M0,0,0,56112.13,51,14755.36,30,58,low,,18704.04,16542.46,17,5902.14,10,stable,-13.0,4711.59,4,2,673.08,0,False
C001485,224717.83,18726.49,64685.34,566,22420.71,M0,0,0,92863.49,183,16171.33,90,100,low,,30954.5,37619.75,64,6468.53,31,stable,-8.1,12210.33,16,7,1744.33,0,False
C001486,32372.42,2697.7,2918.27,23,3546.25,M0,0,0,6280.1,5,729.57,3,6,high,"活跃度骤降,沉睡预警",2093.37,1983.79,1,291.83,1,stable,5.0,636.68,0,0,90.95,0,False
C001487,101337.36,8444.78,17140.92,69,9075.77,M0,0,0,44667.18,22,4285.23,13,39,medium,,14889.06,11072.57,7,1714.09,4,stable,-1.8,2063.27,1,1,294.75,0,False
C001488,100290.48,8357.54,27632.7,91,14753.02,M0,0,0,34584.2,29,6908.17,17,37,medium,,11528.07,11990.16,10,2763.27,5,stable,-12.2,3257.47,2,1,465.35,0,False
C001489,98197.82,8183.15,9811.14,102,11562.15,M1,1,0,16521.63,25,2452.79,15,24,medium,活跃度骤降,5507.21,4315.05,8,981.11,5,stable,4.2,1286.91,2,1,183.84,0,False
C001490,192088.6,16007.38,13837.81,696,25972.93,M0,0,0,41862.88,174,3459.45,90,95,low,,13954.29,13596.23,60,1383.78,31,stable,-15.5,2509.47,15,7,358.5,0,False
C001491,121862.44,10155.2,16174.55,107,14716.77,M0,0,0,32440.71,26,4043.64,15,33,medium,,10813.57,9900.7,9,1617.46,5,stable,-8.6,2607.56,2,1,372.51,0,False
C001492,147324.46,12277.04,39878.4,189,14845.3,M0,0,0,48474.08,47,9969.6,28,55,low,,16158.03,19899.11,16,3987.84,9,up,17.6,5304.03,4,2,757.72,2,False
C001493,54680.77,4556.73,7522.95,80,6693.34,M0,0,0,15998.56,20,1880.74,12,20,medium,活跃度骤降,5332.85,6532.07,7,752.29,4,stable,10.1,1286.94,1,1,183.85,0,False
C001494,157862.42,13155.2,10003.18,182,13702.22,M0,0,0,32653.08,45,2500.79,27,45,medium,,10884.36,14199.6,15,1000.32,9,stable,14.4,3936.2,3,2,562.31,1,False
C001495,8523.86,710.32,1478.44,10,433.11,M0,0,0,2420.43,2,369.61,1,2,high,"活跃度骤降,沉睡预警",806.81,1069.95,0,147.84,0,up,19.9,239.8,0,0,34.26,0,False
C001496,42580.93,3548.41,2418.18,37,5896.73,M0,0,0,7774.74,9,604.55,5,9,high,"活跃度骤降,沉睡预警",2591.58,2265.06,3,241.82,1,stable,11.8,542.73,0,0,77.53,1,False
C001497,594512.51,49542.71,86801.06,588,55886.15,M0,0,0,117931.66,147,21700.27,88,99,low,,39310.55,30847.35,51,8680.11,30,up,23.5,6560.89,12,7,937.27,0,False
C001498,235082.91,19590.24,47658.81,179,18385.07,M0,0,0,54111.07,44,11914.7,26,54,low,,18037.02,17863.35,15,4765.88,9,up,19.2,5739.92,3,2,819.99,0,False
C001499,97137.06,8094.76,8554.38,376,7697.18,M0,0,0,16973.57,94,2138.59,56,63,low,,5657.86,6460.07,32,855.44,19,stable,-16.6,1355.64,8,4,193.66,0,False
C001500,29090.97,2424.25,3197.48,20,4309.89,M0,0,0,6711.21,5,799.37,3,6,high,"活跃度骤降,沉睡预警",2237.07,1985.74,1,319.75,1,stable,-13.5,619.92,0,0,88.56,0,False
C001501,16151.27,1345.94,3357.44,23,1385.13,M0,0,2,1059.1,1,839.36,0,0,high,"活跃度骤降,沉睡预警",353.03,475.1,0,335.74,0,stable,-8.1,122.25,0,0,17.46,0,False
C001502,33529.4,2794.12,7396.64,25,1708.9,M0,0,0,11032.15,6,1849.16,3,9,high,"活跃度骤降,沉睡预警",3677.38,4290.64,2,739.66,1,stable,3.6,983.56,0,0,140.51,0,False
C001503,148111.44,12342.62,41662.08,161,19113.67,M0,0,0,48123.76,40,10415.52,24,51,low,,16041.25,12296.7,14,4166.21,8,stable,-0.5,3040.43,3,2,434.35,0,False
C001504,604775.2,50397.93,116677.72,1799,41913.11,M1,1,0,164556.37,449,29169.43,90,100,low,,54852.12,54834.61,157,11667.77,31,stable,-13.4,15807.46,39,7,2258.21,0,True
C001505,46714.69,3892.89,13215.32,55,5578.78,M0,0,0,10165.08,13,3303.83,7,13,high,"活跃度骤降,沉睡预警",3388.36,3240.48,4,1321.53,2,up,18.0,638.47,1,0,91.21,0,False
C001506,11066.65,922.22,2557.4,35,1207.48,M1,1,4,3532.93,8,639.35,4,6,high,"活跃度骤降,沉睡预警",1177.64,1203.01,2,255.74,1,stable,-9.9,245.36,0,0,35.05,0,False
C001507,78224.58,6518.72,17970.33,93,9786.45,M0,0,0,23238.45,23,4492.58,13,26,medium,活跃度骤降,7746.15,9759.64,8,1797.03,4,stable,-13.9,2545.3,2,1,363.61,0,False
C001508,20524.4,1710.37,1389.94,33,1998.07,M1,1,0,6059.8,8,347.49,4,7,high,"活跃度骤降,沉睡预警",2019.93,2367.04,2,138.99,1,stable,13.4,435.01,0,0,62.14,0,False
C001509,306529.29,25544.11,84016.96,440,36458.95,M0,0,0,66020.58,143,21004.24,85,97,low,,22006.86,16462.92,50,8401.7,29,stable,5.4,4722.72,12,7,674.67,0,False
C001510,178010.96,14834.25,44431.36,147,18243.16,M0,0,0,33327.23,36,11107.84,21,40,medium,,11109.08,10193.12,12,4443.14,7,stable,14.5,2814.64,3,1,402.09,0,False
C001511,18988.99,1582.42,5275.0,22,1722.25,M0,0,0,4022.09,6,1318.75,3,5,high,"活跃度骤降,沉睡预警",1340.7,1327.93,2,527.5,1,stable,12.2,281.05,0,0,40.15,1,False
C001512,10488.17,874.01,3019.41,30,1398.63,M0,0,0,2196.54,7,754.85,4,5,high,"活跃度骤降,沉睡预警",732.18,760.65,2,301.94,1,stable,-7.1,160.79,0,0,22.97,0,False
C001513,248315.05,20692.92,66390.7,305,36574.96,M0,0,0,67382.87,91,16597.67,54,81,low,,22460.96,25014.57,31,6639.07,18,stable,-4.9,6165.26,7,4,880.75,0,False
C001514,277321.71,23110.14,60587.76,260,30441.11,M0,0,0,80195.6,65,15146.94,39,66,low,,26731.87,28695.83,22,6058.78,13,up,23.8,9126.23,5,3,1303.75,0,False
C001515,53217.57,4434.8,3938.25,62,5088.89,M0,0,0,12034.05,15,984.56,9,15,high,"活跃度骤降,沉睡预警",4011.35,3109.23,5,393.82,3,up,21.0,564.05,1,0,80.58,0,False
C001516,33081.77,2756.81,7336.61,62,3640.84,M0,0,0,7190.1,15,1834.15,9,12,high,"活跃度骤降,沉睡预警",2396.7,2696.45,5,733.66,3,stable,-16.0,644.52,1,0,92.07,0,False
C001517,51757.46,4313.12,6841.01,144,5001.1,M0,0,0,8858.14,36,1710.25,21,25,medium,活跃度骤降,2952.71,2215.43,12,684.1,7,stable,-11.5,692.18,3,1,98.88,0,False
C001518,94565.63,7880.47,15050.86,172,11351.6,M0,0,0,28703.99,43,3762.72,25,41,medium,,9568.0,11046.59,15,1505.09,8,stable,0.1,2708.28,3,2,386.9,0,False
C001519,154787.71,12898.98,28191.3,140,18748.0,M1,1,1,34786.9,35,7047.82,21,40,medium,,11595.63,12442.32,12,2819.13,7,stable,1.9,3837.7,3,1,548.24,0,False
C001520,438161.76,36513.48,91546.97,301,28838.49,M0,0,0,151910.09,75,22886.74,45,72,low,,50636.7,50540.05,26,9154.7,15,stable,13.0,12798.32,6,3,1828.33,0,False
C001521,211693.8,17641.15,58055.07,365,17501.23,M0,0,0,43201.77,109,14513.77,65,84,low,,14400.59,17497.24,38,5805.51,22,stable,5.7,5371.18,9,5,767.31,1,True
C001522,1384393.98,115366.16,249326.67,1959,141003.04,M0,0,0,233403.36,489,62331.67,90,100,low,,77801.12,87627.97,171,24932.67,31,stable,9.9,15566.69,42,7,2223.81,0,False
C001523,5779.09,481.59,1579.63,5,355.83,M0,0,0,936.68,1,394.91,0,0,high,"活跃度骤降,沉睡预警",312.23,348.86,0,157.96,0,stable,-11.0,100.24,0,0,14.32,0,False
C001524,90310.76,7525.9,6135.44,108,9908.21,M0,0,0,24869.7,27,1533.86,16,30,medium,,8289.9,6187.66,9,613.54,5,stable,-4.2,1539.0,2,1,219.86,0,False
C001525,82982.13,6915.18,15373.91,135,10584.34,M3+,3,0,5163.43,6,3843.48,3,6,high,"活跃度骤降,沉睡预警",1721.14,1805.47,2,1537.39,1,stable,4.3,570.1,0,0,81.44,0,False
C001526,40120.84,3343.4,5263.78,28,4728.36,M0,0,0,12457.91,8,1315.95,4,11,high,"活跃度骤降,沉睡预警",4152.64,5593.52,2,526.38,1,stable,7.8,1113.51,0,0,159.07,0,False
C001527,554375.35,46197.95,165027.0,590,70664.94,M0,0,0,88052.11,147,41256.75,88,99,low,,29350.7,24487.57,51,16502.7,30,up,20.7,4321.61,12,7,617.37,0,False
C001528,133350.63,11112.55,24331.92,240,17282.74,M0,0,0,45465.99,60,6082.98,36,61,low,,15155.33,17976.72,21,2433.19,12,stable,-8.5,5663.29,5,3,809.04,0,False
C001529,236832.74,19736.06,33221.15,260,27328.55,M0,0,0,39427.05,65,8305.29,39,60,low,,13142.35,12604.28,22,3322.12,13,stable,2.7,2698.51,5,3,385.5,0,False
C001530,50460.78,4205.06,3317.5,35,6384.52,M0,0,0,13662.77,8,829.37,4,12,high,"活跃度骤降,沉睡预警",4554.26,4867.25,2,331.75,1,stable,-16.2,1397.64,0,0,199.66,0,False
C001531,77243.97,6437.0,17191.29,235,4753.85,M0,0,0,21298.19,58,4297.82,34,45,medium,,7099.4,9321.27,20,1719.13,11,stable,7.9,1934.83,5,2,276.4,0,False
C001532,16146.63,1345.55,2551.19,26,1948.19,M0,0,0,4135.59,6,637.8,3,5,high,"活跃度骤降,沉睡预警",1378.53,1102.19,2,255.12,1,stable,-7.7,252.87,0,0,36.12,0,False
C001533,25693.09,2141.09,6882.23,18,2155.58,M0,0,0,7622.84,4,1720.56,2,6,high,"活跃度骤降,沉睡预警",2540.95,1968.68,1,688.22,0,stable,-3.6,625.89,0,0,89.41,0,False
C001534,5762.72,480.23,1374.7,11,713.2,M2,2,0,337.9,0,343.67,0,0,high,"活跃度骤降,沉睡预警",112.63,140.41,0,137.47,0,stable,6.0,28.1,0,0,4.01,0,False
C001535,136254.2,11354.52,21658.96,151,10621.39,M0,0,0,42989.62,49,5414.74,29,53,low,,14329.87,15244.35,17,2165.9,10,stable,-15.3,4048.66,4,2,578.38,0,False
C001536,71265.71,5938.81,19191.92,96,7141.74,M0,0,0,20517.24,24,4797.98,14,25,medium,活跃度骤降,6839.08,8917.31,8,1919.19,4,up,15.5,1675.99,2,1,239.43,0,False
C001537,46214.98,3851.25,6030.02,36,4852.52,M0,0,0,14960.49,9,1507.51,5,13,high,"活跃度骤降,沉睡预警",4986.83,3728.66,3,603.0,1,stable,11.4,702.86,0,0,100.41,0,False
C001538,830728.96,69227.41,109485.56,1295,115933.35,M0,0,0,196712.01,388,27371.39,90,100,low,,65570.67,87388.95,135,10948.56,31,stable,-2.9,25246.54,33,7,3606.65,0,False
C001539,65020.75,5418.4,4012.01,109,6133.54,M0,0,0,12152.53,27,1003.0,16,22,medium,活跃度骤降,4050.84,3862.01,9,401.2,5,stable,-6.1,955.13,2,1,136.45,0,False
C001540,466024.79,38835.4,50137.76,630,24832.72,M0,0,0,101778.49,157,12534.44,90,100,low,,33926.16,44163.0,54,5013.78,31,stable,-8.8,14168.7,13,7,2024.1,0,False
C001541,422621.24,35218.44,55626.92,393,43564.13,M0,0,0,65264.48,98,13906.73,58,85,low,,21754.83,18989.05,34,5562.69,20,up,18.6,5560.31,8,5,794.33,0,False
C001542,67676.57,5639.71,17134.52,70,4979.38,M0,0,0,12883.18,17,4283.63,10,17,high,"活跃度骤降,沉睡预警",4294.39,5191.02,5,1713.45,3,stable,-7.7,1133.67,1,0,161.95,0,False
C001543,14790.69,1232.56,2647.76,10,803.94,M2,2,1,695.43,0,661.94,0,0,high,"活跃度骤降,沉睡预警",231.81,279.05,0,264.78,0,stable,-15.7,58.43,0,0,8.35,0,False
C001544,117544.31,9795.36,22723.07,100,14963.77,M1,1,0,24529.4,25,5680.77,15,28,medium,活跃度骤降,8176.47,9304.73,8,2272.31,5,stable,3.5,2458.21,2,1,351.17,0,False
C001545,124860.85,10405.07,31192.86,148,8306.22,M0,0,0,29039.12,37,7798.21,22,38,medium,,9679.71,11362.18,12,3119.29,7,stable,-0.3,2399.5,3,1,342.79,0,False
C001546,25831.27,2152.61,1724.66,30,2582.0,M2,2,2,1526.93,1,431.17,0,1,high,"活跃度骤降,沉睡预警",508.98,505.42,0,172.47,0,stable,-5.0,132.19,0,0,18.88,0,False
C001547,11947.08,995.59,3302.69,44,965.79,M0,0,0,2526.73,13,825.67,7,8,high,"活跃度骤降,沉睡预警",842.24,1087.24,4,330.27,2,stable,-11.6,296.61,1,0,42.37,0,False
C001548,140063.28,11671.94,31579.84,149,15238.08,M0,0,0,23197.88,37,7894.96,22,34,medium,,7732.63,7424.32,12,3157.98,7,stable,-7.3,2360.8,3,1,337.26,1,False
C001549,88689.14,7390.76,19851.03,303,6959.31,M0,0,0,14187.55,75,4962.76,45,51,low,,4729.18,5954.41,26,1985.1,15,stable,8.2,1098.39,6,3,156.91,0,False
C001550,175646.41,14637.2,22907.98,140,11835.86,M1,1,1,9850.19,7,5727.0,4,9,high,"活跃度骤降,沉睡预警",3283.4,3656.76,2,2290.8,1,stable,-14.5,765.28,0,0,109.33,0,False
C001551,72255.62,6021.3,7827.13,70,5490.56,M0,0,0,19705.52,17,1956.78,10,21,medium,活跃度骤降,6568.51,5856.42,5,782.71,3,stable,8.7,1563.86,1,0,223.41,1,False
C001552,180475.35,15039.61,21307.57,228,23590.52,M0,0,0,62761.1,57,5326.89,34,62,low,,20920.37,16325.77,19,2130.76,11,up,22.2,3223.33,4,2,460.48,0,False
C001553,29964.53,2497.04,3863.87,68,4289.54,M0,0,1,10321.76,17,965.97,10,15,high,"活跃度骤降,沉睡预警",3440.59,3606.32,5,386.39,3,stable,11.9,735.9,1,0,105.13,0,False
C001554,14600.66,1216.72,2949.85,14,1701.36,M1,1,2,3748.35,3,737.46,1,3,high,"活跃度骤降,沉睡预警",1249.45,1001.36,1,294.99,0,stable,-10.6,318.39,0,0,45.48,0,False
C001555,78584.23,6548.69,20976.27,138,10082.42,M0,0,0,14807.51,34,5244.07,20,27,medium,活跃度骤降,4935.84,4314.14,11,2097.63,7,up,22.1,910.74,2,1,130.11,0,False
C001556,732722.93,61060.24,117133.51,600,108169.81,M0,0,1,241240.07,180,29283.38,90,100,low,,80413.36,100508.28,62,11713.35,31,stable,-5.7,23980.52,15,7,3425.79,0,False
C001557,204564.5,17047.04,47972.51,327,27149.9,M0,0,0,40651.05,106,11993.13,63,82,low,,13550.35,10968.23,37,4797.25,22,stable,-13.1,3295.78,9,5,470.83,0,False
C001558,8146.23,678.85,1994.07,8,605.0,M1,1,0,507.68,0,498.52,0,0,high,"活跃度骤降,沉睡预警",169.23,165.64,0,199.41,0,stable,-11.8,38.47,0,0,5.5,0,False
C001559,11614.91,967.91,784.84,8,1246.98,M1,1,2,750.68,0,196.21,0,0,high,"活跃度骤降,沉睡预警",250.23,266.25,0,78.48,0,stable,-14.6,49.18,0,0,7.03,0,False
C001560,97733.2,8144.43,12902.72,134,12926.65,M0,0,1,30040.83,33,3225.68,19,36,medium,,10013.61,9086.45,11,1290.27,6,stable,10.4,2047.95,2,1,292.56,0,True
C001561,120696.66,10058.06,25343.17,243,8679.84,M0,0,1,24287.33,60,6335.79,36,48,medium,,8095.78,8095.14,21,2534.32,12,stable,-11.8,2352.86,5,3,336.12,0,False
C001562,43492.54,3624.38,3878.14,38,4520.42,M0,0,0,13862.75,9,969.54,5,13,high,"活跃度骤降,沉睡预警",4620.92,4250.21,3,387.81,1,stable,-5.8,769.37,0,0,109.91,0,False
C001563,6539.94,544.99,1206.01,5,538.59,M0,0,0,2222.44,1,301.5,0,1,high,"活跃度骤降,沉睡预警",740.81,712.18,0,120.6,0,up,24.8,208.14,0,0,29.73,0,False
C001564,275587.59,22965.63,48281.53,395,38545.69,M0,0,0,48085.12,98,12070.38,58,84,low,,16028.37,19446.34,34,4828.15,20,stable,-3.7,5179.73,8,5,739.96,0,False
C001565,176583.34,14715.28,44205.31,270,22216.63,M0,0,0,60727.95,67,11051.33,40,67,low,,20242.65,27392.03,23,4420.53,14,stable,9.6,6607.23,5,3,943.89,0,False
C001566,34961.75,2913.48,2733.75,24,3601.83,M0,0,0,7137.07,6,683.44,3,7,high,"活跃度骤降,沉睡预警",2379.02,2650.57,2,273.38,1,stable,-14.7,804.46,0,0,114.92,0,False
C001567,36550.67,3045.89,10813.65,61,3010.77,M1,1,0,14354.87,19,2703.41,11,19,high,"活跃度骤降,沉睡预警",4784.96,6337.97,6,1081.37,3,stable,-0.5,1111.54,1,0,158.79,0,False
C001568,251622.46,20968.54,40178.54,330,26591.2,M0,0,1,69239.56,107,10044.64,64,88,low,,23079.85,28911.04,37,4017.85,22,stable,-2.6,6362.73,9,5,908.96,0,False
C001569,140973.88,11747.82,39484.44,148,20018.51,M0,0,0,21789.14,37,9871.11,22,33,medium,,7263.05,6584.09,12,3948.44,7,stable,-12.6,1188.37,3,1,169.77,0,False
C001570,259706.22,21642.18,53439.17,224,22051.76,M1,1,0,79124.09,72,13359.79,43,70,low,,26374.7,26471.57,25,5343.92,15,stable,-14.3,6921.27,6,3,988.75,0,False
C001571,21362.34,1780.2,4314.25,25,2401.17,M0,0,2,1451.07,1,1078.56,0,1,high,"活跃度骤降,沉睡预警",483.69,627.05,0,431.43,0,stable,7.7,147.92,0,0,21.13,0,False
C001572,764159.72,63679.98,140610.16,878,41418.88,M0,0,0,254196.85,219,35152.54,90,100,low,,84732.28,84078.45,76,14061.02,31,stable,1.3,25375.55,19,7,3625.08,0,False
C001573,1018713.84,84892.82,93169.01,3785,70454.59,M0,0,0,289419.37,946,23292.25,90,100,low,,96473.12,84146.7,331,9316.9,31,stable,-6.6,15875.94,82,7,2267.99,0,False
C001574,987530.96,82294.25,288545.05,944,116115.36,M0,0,0,177186.82,236,72136.26,90,100,low,,59062.27,63642.88,82,28854.51,31,stable,4.8,15362.16,20,7,2194.59,0,False
C001575,65716.79,5476.4,19381.0,185,4984.78,M0,0,0,11640.25,46,4845.25,27,32,medium,,3880.08,3791.09,16,1938.1,9,up,18.2,777.3,4,2,111.04,0,False
C001576,95380.32,7948.36,19227.37,207,8049.09,M0,0,0,39874.88,67,4806.84,40,61,low,,13291.63,13819.63,23,1922.74,14,stable,-11.9,3077.65,5,3,439.66,0,False
C001577,105716.76,8809.73,30998.04,341,6010.03,M0,0,0,36173.87,85,7749.51,51,69,low,,12057.96,11938.77,29,3099.8,17,up,23.4,3168.96,7,4,452.71,0,False
C001578,30958.81,2579.9,5309.29,41,3753.89,M0,0,0,7696.24,13,1327.32,7,11,high,"活跃度骤降,沉睡预警",2565.41,2291.26,4,530.93,2,stable,14.7,626.85,1,0,89.55,2,False
