contact_id,cust_id,campaign_id,channel,contact_time,contact_type,status,response_time_sec
CONTACT_00037038,C002242,CAMP_2026_NEWUSER,短信,2026-06-29 05:00:00,marketing,clicked,32533
CONTACT_00037039,C006794,CAMP_2026_SPRINGFEST,邮件,2026-07-10 03:00:00,marketing,sent,0
CONTACT_00037040,C003126,CAMP_2026_DORMANT,APP Push,2026-07-03 00:00:00,marketing,sent,0
CONTACT_00037041,C003386,CAMP_2026_SPRING_TRAVEL,电话外呼,2026-06-05 17:00:00,marketing,opened,86133
CONTACT_00037042,C002433,CAMP_2026_CAMPUS,微信公众号,2026-06-28 13:00:00,marketing,clicked,30288
CONTACT_00037043,C006302,CAMP_2026_NEWUSER,邮件,2026-06-12 09:00:00,marketing,sent,0
CONTACT_00037044,C007576,CAMP_2026_POINTS_BOOST,微信公众号,2026-05-03 14:00:00,marketing,sent,0
CONTACT_00037045,C004836,CAMP_2026_618,微信公众号,2026-07-12 02:00:00,marketing,clicked,17267
CONTACT_00037046,C004825,CAMP_2026_MOVIE9,短信,2026-06-23 14:00:00,marketing,opened,19349
CONTACT_00037047,C000489,CAMP_2026_CLOUD_FLASH,邮件,2026-07-15 06:00:00,marketing,sent,0
CONTACT_00037048,C001405,CAMP_2026_DORMANT,短信,2026-06-03 20:00:00,marketing,clicked,76102
CONTACT_00037049,C007056,,电话外呼,2026-07-12 12:00:00,service,clicked,73338
CONTACT_00037050,C004965,CAMP_2026_618,短信,2026-05-16 04:00:00,marketing,clicked,84999
CONTACT_00037051,C004575,,APP Push,2026-06-03 09:00:00,service,opened,28867
CONTACT_00037052,C000008,CAMP_2026_REFERRAL,邮件,2026-05-24 07:00:00,marketing,clicked,39342
CONTACT_00037053,C007680,,邮件,2026-05-27 00:00:00,service,sent,0
CONTACT_00037054,C000363,CAMP_2026_REFERRAL,电话外呼,2026-06-27 04:00:00,marketing,unsubscribed,0
CONTACT_00037055,C004570,,微信公众号,2026-07-11 01:00:00,service,unsubscribed,0
CONTACT_00037056,C002738,CAMP_2026_CROSSBORDER,短信,2026-06-11 19:00:00,marketing,sent,0
CONTACT_00037057,C005717,CAMP_2026_POINTS_BOOST,APP Push,2026-07-10 03:00:00,marketing,clicked,69604
CONTACT_00037058,C006012,CAMP_2026_DORMANT,APP Push,2026-07-13 07:00:00,marketing,opened,70964
CONTACT_00037059,C006785,,APP Push,2026-07-13 14:00:00,service,opened,59467
CONTACT_00037060,C007184,CAMP_2026_WOMEN,邮件,2026-05-31 21:00:00,marketing,clicked,60067
CONTACT_00037061,C006116,CAMP_2026_POINTS_BOOST,微信公众号,2026-07-14 21:00:00,marketing,unsubscribed,0
CONTACT_00037062,C003166,CAMP_2026_WOMEN,短信,2026-05-24 03:00:00,marketing,sent,0
CONTACT_00037063,C002981,CAMP_2026_NEWUSER,短信,2026-06-02 05:00:00,marketing,sent,0
CONTACT_00037064,C007697,CAMP_2026_NYE,短信,2026-07-09 21:00:00,marketing,sent,0
CONTACT_00037065,C006988,CAMP_2026_SPORTS,微信公众号,2026-05-18 11:00:00,marketing,sent,0
CONTACT_00037066,C003386,,短信,2026-05-23 06:00:00,service,clicked,71712
CONTACT_00037067,C007618,CAMP_2026_WOMEN,APP Push,2026-07-01 05:00:00,marketing,clicked,131
CONTACT_00037068,C001441,CAMP_2026_SPORTS,邮件,2026-05-09 03:00:00,marketing,clicked,62862
CONTACT_00037069,C007225,CAMP_2026_DORMANT,短信,2026-07-13 06:00:00,marketing,sent,0
CONTACT_00037070,C000292,CAMP_2026_UPGRADE,微信公众号,2026-06-05 00:00:00,marketing,clicked,81882
CONTACT_00037071,C006955,CAMP_2026_NATIONAL,电话外呼,2026-06-24 12:00:00,marketing,clicked,77278
CONTACT_00037072,C006263,,邮件,2026-07-15 04:00:00,service,sent,0
CONTACT_00037073,C003560,CAMP_2026_SPRINGFEST,短信,2026-06-28 20:00:00,marketing,clicked,33402
CONTACT_00037074,C002329,CAMP_2026_DOUBLE11,APP Push,2026-04-18 13:00:00,marketing,clicked,7265
CONTACT_00037075,C006131,CAMP_2026_SUMMER,短信,2026-06-28 11:00:00,marketing,opened,49980
CONTACT_00037076,C005365,CAMP_2026_POINTS_BOOST,电话外呼,2026-07-16 21:00:00,marketing,clicked,10350
CONTACT_00037077,C007255,CAMP_2026_DORMANT,微信公众号,2026-07-16 05:00:00,marketing,clicked,38818
CONTACT_00037078,C004064,CAMP_2026_AI_TOKEN,短信,2026-07-08 09:00:00,marketing,clicked,4335
CONTACT_00037079,C006713,CAMP_2026_FAMILY,邮件,2026-07-06 17:00:00,marketing,opened,74688
CONTACT_00037080,C007627,,APP Push,2026-06-11 23:00:00,service,sent,0
CONTACT_00037081,C003711,CAMP_2026_APPLEPAY,微信公众号,2026-07-10 01:00:00,marketing,opened,36262
CONTACT_00037082,C004785,CAMP_2026_618,微信公众号,2026-06-01 00:00:00,marketing,clicked,74465
CONTACT_00037083,C004786,CAMP_2026_FAMILY,微信公众号,2026-05-28 23:00:00,marketing,clicked,26519
CONTACT_00037084,C004510,CAMP_2026_BACK_SCHOOL,邮件,2026-07-14 00:00:00,marketing,clicked,52838
CONTACT_00037085,C003808,CAMP_2026_BACK_SCHOOL,APP Push,2026-06-17 18:00:00,marketing,clicked,40158
CONTACT_00037086,C004131,CAMP_2026_SPRING_TRAVEL,电话外呼,2026-04-18 21:00:00,marketing,clicked,83747
CONTACT_00037087,C003436,CAMP_2026_FAMILY,电话外呼,2026-07-04 01:00:00,marketing,clicked,44897
CONTACT_00037088,C000755,CAMP_2026_POINTS_BOOST,微信公众号,2026-06-15 10:00:00,marketing,clicked,34470
CONTACT_00037089,C005807,CAMP_2026_WOMEN,电话外呼,2026-04-18 01:00:00,marketing,clicked,45435
CONTACT_00037090,C001131,CAMP_2026_DOUBLE11,微信公众号,2026-07-04 17:00:00,marketing,clicked,31168
CONTACT_00037091,C006807,CAMP_2026_REFERRAL,邮件,2026-05-29 10:00:00,marketing,clicked,2314
CONTACT_00037092,C005608,CAMP_2026_DOUBLE11,APP Push,2026-06-02 16:00:00,marketing,clicked,15798
CONTACT_00037093,C004149,CAMP_2026_NEWUSER,电话外呼,2026-07-02 04:00:00,marketing,clicked,7260
CONTACT_00037094,C001152,CAMP_2026_MOVIE9,短信,2026-05-06 12:00:00,marketing,sent,0
CONTACT_00037095,C000635,CAMP_2026_SUMMER,APP Push,2026-07-09 09:00:00,marketing,opened,47505
CONTACT_00037096,C002815,CAMP_2026_BACK_SCHOOL,短信,2026-07-05 22:00:00,marketing,clicked,74008
CONTACT_00037097,C001244,CAMP_2026_NATIONAL,短信,2026-06-11 00:00:00,marketing,opened,54102
CONTACT_00037098,C005916,CAMP_2026_REFERRAL,电话外呼,2026-07-16 12:00:00,marketing,clicked,23650
CONTACT_00037099,C005324,CAMP_2026_SPRING_TRAVEL,电话外呼,2026-06-21 11:00:00,marketing,opened,55252
CONTACT_00037100,C005020,CAMP_2026_CLOUD_FLASH,微信公众号,2026-06-07 02:00:00,marketing,sent,0
CONTACT_00037101,C007697,CAMP_2026_GREEN,APP Push,2026-07-08 10:00:00,marketing,opened,40875
CONTACT_00037102,C000584,CAMP_2026_SPORTS,邮件,2026-07-08 22:00:00,marketing,opened,21425
CONTACT_00037103,C000518,CAMP_2026_DOUBLE11,APP Push,2026-07-02 11:00:00,marketing,clicked,70068
CONTACT_00037104,C004430,CAMP_2026_BIRTHDAY,电话外呼,2026-07-14 02:00:00,marketing,clicked,40503
CONTACT_00037105,C000677,CAMP_2026_DOUBLE11,短信,2026-06-07 12:00:00,marketing,opened,28578
CONTACT_00037106,C004604,CAMP_2026_APPLEPAY,短信,2026-07-06 02:00:00,marketing,opened,20476
CONTACT_00037107,C002567,CAMP_2026_CLOUD_FLASH,电话外呼,2026-05-03 17:00:00,marketing,clicked,81190
CONTACT_00037108,C004611,,邮件,2026-06-29 12:00:00,service,clicked,59466
CONTACT_00037109,C002088,CAMP_2026_SPRING_TRAVEL,APP Push,2026-06-20 01:00:00,marketing,clicked,78949
CONTACT_00037110,C000910,CAMP_2026_UPGRADE,电话外呼,2026-06-30 22:00:00,marketing,clicked,55183
CONTACT_00037111,C006864,CAMP_2026_SPORTS,电话外呼,2026-05-21 10:00:00,marketing,clicked,37247
CONTACT_00037112,C001638,CAMP_2026_AI_TOKEN,APP Push,2026-07-13 11:00:00,marketing,clicked,63761
CONTACT_00037113,C006363,CAMP_2026_WEDDING5,APP Push,2026-06-24 11:00:00,marketing,sent,0
CONTACT_00037114,C003418,CAMP_2026_CROSSBORDER,APP Push,2026-06-29 15:00:00,marketing,sent,0
CONTACT_00037115,C005406,CAMP_2026_BACK_SCHOOL,短信,2026-07-16 16:00:00,marketing,clicked,39560
CONTACT_00037116,C000815,CAMP_2026_DORMANT,短信,2026-07-15 09:00:00,marketing,clicked,46558
CONTACT_00037117,C007201,CAMP_2026_GREEN,短信,2026-06-17 21:00:00,marketing,opened,965
CONTACT_00037118,C005241,CAMP_2026_WOMEN,APP Push,2026-06-25 14:00:00,marketing,clicked,33388
CONTACT_00037119,C005075,CAMP_2026_WEDDING5,短信,2026-06-14 03:00:00,marketing,opened,31841
CONTACT_00037120,C004101,,电话外呼,2026-06-03 23:00:00,service,clicked,72417
CONTACT_00037121,C002106,CAMP_2026_FAMILY,APP Push,2026-07-12 04:00:00,marketing,clicked,36579
CONTACT_00037122,C005178,CAMP_2026_SPORTS,短信,2026-06-30 19:00:00,marketing,clicked,9008
CONTACT_00037123,C000695,,微信公众号,2026-07-13 17:00:00,service,unsubscribed,0
CONTACT_00037124,C006820,CAMP_2026_CROSSBORDER,邮件,2026-06-26 21:00:00,marketing,sent,0
CONTACT_00037125,C007865,CAMP_2026_GREEN,邮件,2026-06-30 21:00:00,marketing,opened,78664
CONTACT_00037126,C006432,CAMP_2026_FAMILY,微信公众号,2026-07-16 15:00:00,marketing,sent,0
CONTACT_00037127,C002501,CAMP_2026_CAMPUS,APP Push,2026-06-30 20:00:00,marketing,clicked,20695
CONTACT_00037128,C003081,CAMP_2026_BIRTHDAY,APP Push,2026-07-01 15:00:00,marketing,clicked,44080
CONTACT_00037129,C004364,CAMP_2026_CROSSBORDER,电话外呼,2026-07-05 14:00:00,marketing,sent,0
CONTACT_00037130,C000787,CAMP_2026_CROSSBORDER,微信公众号,2026-07-11 12:00:00,marketing,sent,0
CONTACT_00037131,C006213,CAMP_2026_SUMMER,APP Push,2026-07-15 16:00:00,marketing,clicked,36274
CONTACT_00037132,C005542,CAMP_2026_AI_TOKEN,电话外呼,2026-06-21 10:00:00,marketing,clicked,22497
CONTACT_00037133,C004496,CAMP_2026_APPLEPAY,微信公众号,2026-07-14 06:00:00,marketing,unsubscribed,0
CONTACT_00037134,C000431,CAMP_2026_SUMMER,电话外呼,2026-06-27 12:00:00,marketing,clicked,77160
CONTACT_00037135,C000608,CAMP_2026_BIRTHDAY,微信公众号,2026-05-09 07:00:00,marketing,sent,0
CONTACT_00037136,C004431,CAMP_2026_MOVIE9,微信公众号,2026-06-13 10:00:00,marketing,opened,76288
CONTACT_00037137,C001769,CAMP_2026_DORMANT,短信,2026-06-28 03:00:00,marketing,clicked,29381
CONTACT_00037138,C007208,,短信,2026-06-13 20:00:00,service,opened,26063
CONTACT_00037139,C004439,CAMP_2026_APPLEPAY,电话外呼,2026-06-22 19:00:00,marketing,opened,10201
CONTACT_00037140,C007499,CAMP_2026_BIRTHDAY,电话外呼,2026-07-07 17:00:00,marketing,clicked,68337
CONTACT_00037141,C001888,CAMP_2026_DOUBLE11,APP Push,2026-07-14 22:00:00,marketing,clicked,20387
CONTACT_00037142,C006645,CAMP_2026_SUMMER,微信公众号,2026-07-16 01:00:00,marketing,clicked,40992
CONTACT_00037143,C000355,CAMP_2026_SPRING_TRAVEL,短信,2026-07-15 08:00:00,marketing,clicked,53063
CONTACT_00037144,C005424,CAMP_2026_SPORTS,电话外呼,2026-07-06 13:00:00,marketing,clicked,68468
CONTACT_00037145,C000338,CAMP_2026_FAMILY,短信,2026-07-14 18:00:00,marketing,sent,0
CONTACT_00037146,C006138,CAMP_2026_FAMILY,电话外呼,2026-04-18 12:00:00,marketing,sent,0
CONTACT_00037147,C006959,CAMP_2026_UPGRADE,电话外呼,2026-07-07 15:00:00,marketing,clicked,42666
CONTACT_00037148,C002277,CAMP_2026_GREEN,微信公众号,2026-07-07 08:00:00,marketing,clicked,82734
CONTACT_00037149,C007768,CAMP_2026_NEWUSER,电话外呼,2026-06-14 08:00:00,marketing,sent,0
CONTACT_00037150,C006501,CAMP_2026_AI_TOKEN,电话外呼,2026-07-07 04:00:00,marketing,opened,40605
CONTACT_00037151,C002134,CAMP_2026_SUMMER,APP Push,2026-07-05 10:00:00,marketing,clicked,50939
CONTACT_00037152,C002102,CAMP_2026_NATIONAL,APP Push,2026-07-04 22:00:00,marketing,clicked,43966
CONTACT_00037153,C002526,CAMP_2026_APPLEPAY,短信,2026-06-28 09:00:00,marketing,sent,0
CONTACT_00037154,C002212,CAMP_2026_WOMEN,APP Push,2026-04-28 05:00:00,marketing,clicked,73419
CONTACT_00037155,C005149,CAMP_2026_BIRTHDAY,APP Push,2026-06-03 11:00:00,marketing,sent,0
CONTACT_00037156,C007728,CAMP_2026_REFERRAL,APP Push,2026-06-04 13:00:00,marketing,opened,2399
CONTACT_00037157,C001458,CAMP_2026_618,短信,2026-07-15 06:00:00,marketing,clicked,4226
CONTACT_00037158,C006239,CAMP_2026_NEWUSER,短信,2026-07-11 20:00:00,marketing,opened,72571
CONTACT_00037159,C005043,CAMP_2026_AI_TOKEN,短信,2026-06-21 16:00:00,marketing,unsubscribed,0
CONTACT_00037160,C005744,CAMP_2026_POINTS_BOOST,短信,2026-07-16 22:00:00,marketing,unsubscribed,0
CONTACT_00037161,C000446,CAMP_2026_AI_TOKEN,短信,2026-07-13 19:00:00,marketing,sent,0
CONTACT_00037162,C003250,CAMP_2026_FAMILY,邮件,2026-07-04 08:00:00,marketing,clicked,42546
CONTACT_00037163,C000576,CAMP_2026_NYE,短信,2026-07-06 01:00:00,marketing,clicked,71395
CONTACT_00037164,C002605,,短信,2026-07-10 23:00:00,service,clicked,10506
CONTACT_00037165,C005850,CAMP_2026_WOMEN,电话外呼,2026-06-30 16:00:00,marketing,clicked,21842
CONTACT_00037166,C005734,CAMP_2026_GREEN,邮件,2026-06-17 12:00:00,marketing,unsubscribed,0
CONTACT_00037167,C005651,,微信公众号,2026-07-15 12:00:00,service,opened,57524
CONTACT_00037168,C004278,CAMP_2026_NEWUSER,短信,2026-07-15 20:00:00,marketing,opened,66669
CONTACT_00037169,C004969,CAMP_2026_POINTS_BOOST,邮件,2026-06-15 11:00:00,marketing,sent,0
CONTACT_00037170,C004733,CAMP_2026_SPRING_TRAVEL,APP Push,2026-05-19 19:00:00,marketing,sent,0
CONTACT_00037171,C007357,CAMP_2026_APPLEPAY,微信公众号,2026-07-16 02:00:00,marketing,clicked,75295
CONTACT_00037172,C003912,CAMP_2026_GREEN,短信,2026-07-16 05:00:00,marketing,opened,15834
CONTACT_00037173,C004130,CAMP_2026_DORMANT,电话外呼,2026-07-04 01:00:00,marketing,clicked,23007
CONTACT_00037174,C002785,CAMP_2026_SPRING_TRAVEL,微信公众号,2026-07-01 13:00:00,marketing,clicked,57140
CONTACT_00037175,C006913,CAMP_2026_GREEN,短信,2026-04-19 00:00:00,marketing,clicked,72307
CONTACT_00037176,C000675,CAMP_2026_NYE,短信,2026-07-06 14:00:00,marketing,clicked,5053
CONTACT_00037177,C003445,CAMP_2026_618,电话外呼,2026-06-24 13:00:00,marketing,clicked,57416
CONTACT_00037178,C006171,CAMP_2026_DOUBLE11,短信,2026-07-08 14:00:00,marketing,clicked,83424
CONTACT_00037179,C004950,,邮件,2026-06-02 17:00:00,service,clicked,77122
CONTACT_00037180,C002976,CAMP_2026_CROSSBORDER,微信公众号,2026-07-15 03:00:00,marketing,clicked,60102
CONTACT_00037181,C002243,CAMP_2026_NYE,APP Push,2026-06-26 05:00:00,marketing,clicked,74721
CONTACT_00037182,C003855,CAMP_2026_WOMEN,邮件,2026-06-20 13:00:00,marketing,clicked,58010
CONTACT_00037183,C004886,CAMP_2026_CAMPUS,邮件,2026-07-07 09:00:00,marketing,clicked,83548
CONTACT_00037184,C002200,CAMP_2026_NYE,APP Push,2026-06-19 02:00:00,marketing,clicked,53749
CONTACT_00037185,C005507,CAMP_2026_NEWUSER,邮件,2026-06-10 20:00:00,marketing,sent,0
CONTACT_00037186,C007148,CAMP_2026_GREEN,APP Push,2026-07-12 18:00:00,marketing,opened,72606
CONTACT_00037187,C006637,CAMP_2026_NEWUSER,APP Push,2026-07-05 10:00:00,marketing,sent,0
CONTACT_00037188,C000709,CAMP_2026_NEWUSER,邮件,2026-07-13 14:00:00,marketing,clicked,67689
CONTACT_00037189,C007213,CAMP_2026_REFERRAL,微信公众号,2026-05-25 01:00:00,marketing,opened,31753
CONTACT_00037190,C002943,CAMP_2026_POINTS_BOOST,APP Push,2026-07-03 16:00:00,marketing,sent,0
CONTACT_00037191,C002123,CAMP_2026_NATIONAL,邮件,2026-06-15 20:00:00,marketing,sent,0
CONTACT_00037192,C006727,CAMP_2026_618,微信公众号,2026-07-10 03:00:00,marketing,clicked,14273
CONTACT_00037193,C001261,CAMP_2026_CAMPUS,APP Push,2026-07-15 17:00:00,marketing,sent,0
CONTACT_00037194,C004325,,短信,2026-07-05 22:00:00,service,clicked,23374
CONTACT_00037195,C004580,CAMP_2026_POINTS_BOOST,APP Push,2026-06-14 17:00:00,marketing,clicked,48687
CONTACT_00037196,C002795,CAMP_2026_FAMILY,邮件,2026-07-03 09:00:00,marketing,clicked,55781
CONTACT_00037197,C000111,CAMP_2026_BACK_SCHOOL,短信,2026-06-23 09:00:00,marketing,opened,78054
CONTACT_00037198,C003555,CAMP_2026_SPORTS,短信,2026-07-14 19:00:00,marketing,clicked,12837
CONTACT_00037199,C000796,CAMP_2026_DOUBLE11,APP Push,2026-04-18 13:00:00,marketing,opened,55898
CONTACT_00037200,C006181,CAMP_2026_CAMPUS,微信公众号,2026-04-18 14:00:00,marketing,clicked,12902
CONTACT_00037201,C002195,CAMP_2026_SPRING_TRAVEL,短信,2026-06-21 16:00:00,marketing,sent,0
CONTACT_00037202,C006559,CAMP_2026_BIRTHDAY,电话外呼,2026-07-14 11:00:00,marketing,clicked,41336
CONTACT_00037203,C002061,CAMP_2026_POINTS_BOOST,电话外呼,2026-06-04 14:00:00,marketing,opened,67684
CONTACT_00037204,C007059,CAMP_2026_SPORTS,邮件,2026-07-09 12:00:00,marketing,clicked,32062
CONTACT_00037205,C001418,CAMP_2026_GREEN,微信公众号,2026-06-08 03:00:00,marketing,clicked,12720
CONTACT_00037206,C000468,CAMP_2026_GREEN,短信,2026-05-27 07:00:00,marketing,clicked,19604
CONTACT_00037207,C003039,CAMP_2026_618,APP Push,2026-05-13 19:00:00,marketing,clicked,66929
CONTACT_00037208,C006814,CAMP_2026_SPORTS,APP Push,2026-06-23 03:00:00,marketing,clicked,83973
CONTACT_00037209,C002932,CAMP_2026_CLOUD_FLASH,电话外呼,2026-07-02 04:00:00,marketing,clicked,64326
CONTACT_00037210,C002819,CAMP_2026_MOVIE9,APP Push,2026-07-07 02:00:00,marketing,clicked,17754
CONTACT_00037211,C000111,CAMP_2026_MOVIE9,短信,2026-07-14 03:00:00,marketing,opened,47605
CONTACT_00037212,C005533,CAMP_2026_AI_TOKEN,短信,2026-07-16 23:00:00,marketing,unsubscribed,0
CONTACT_00037213,C002297,CAMP_2026_APPLEPAY,电话外呼,2026-07-15 19:00:00,marketing,sent,0
CONTACT_00037214,C000801,CAMP_2026_APPLEPAY,邮件,2026-07-01 09:00:00,marketing,clicked,25315
CONTACT_00037215,C003594,CAMP_2026_POINTS_BOOST,微信公众号,2026-06-21 06:00:00,marketing,opened,37535
CONTACT_00037216,C000658,CAMP_2026_SPRINGFEST,APP Push,2026-07-07 03:00:00,marketing,clicked,59670
CONTACT_00037217,C004424,CAMP_2026_FAMILY,电话外呼,2026-06-07 16:00:00,marketing,sent,0
CONTACT_00037218,C003003,CAMP_2026_618,APP Push,2026-04-18 15:00:00,marketing,clicked,18712
CONTACT_00037219,C007683,CAMP_2026_GREEN,微信公众号,2026-06-06 10:00:00,marketing,clicked,41979
CONTACT_00037220,C001471,CAMP_2026_618,邮件,2026-05-23 23:00:00,marketing,clicked,67696
CONTACT_00037221,C002821,,邮件,2026-06-25 09:00:00,service,opened,10137
CONTACT_00037222,C000897,,邮件,2026-07-04 04:00:00,service,sent,0
CONTACT_00037223,C003520,CAMP_2026_REFERRAL,APP Push,2026-07-10 12:00:00,marketing,clicked,60638
CONTACT_00037224,C006080,CAMP_2026_BACK_SCHOOL,APP Push,2026-06-23 10:00:00,marketing,opened,41791
CONTACT_00037225,C005753,CAMP_2026_FAMILY,微信公众号,2026-06-04 13:00:00,marketing,clicked,75589
CONTACT_00037226,C003546,CAMP_2026_REFERRAL,APP Push,2026-07-16 03:00:00,marketing,opened,5879
CONTACT_00037227,C005097,CAMP_2026_SPRING_TRAVEL,电话外呼,2026-06-30 18:00:00,marketing,sent,0
CONTACT_00037228,C005865,CAMP_2026_618,电话外呼,2026-07-15 16:00:00,marketing,clicked,21679
CONTACT_00037229,C000149,,微信公众号,2026-07-13 22:00:00,service,clicked,72683
CONTACT_00037230,C005866,,邮件,2026-07-16 12:00:00,service,clicked,29362
CONTACT_00037231,C001985,CAMP_2026_WEDDING5,微信公众号,2026-06-02 07:00:00,marketing,opened,45508
CONTACT_00037232,C005317,CAMP_2026_APPLEPAY,微信公众号,2026-05-20 11:00:00,marketing,sent,0
CONTACT_00037233,C003545,CAMP_2026_CLOUD_FLASH,邮件,2026-07-08 04:00:00,marketing,clicked,8395
CONTACT_00037234,C003865,CAMP_2026_BACK_SCHOOL,邮件,2026-07-06 22:00:00,marketing,opened,56503
CONTACT_00037235,C001712,CAMP_2026_SPRINGFEST,短信,2026-07-09 18:00:00,marketing,sent,0
CONTACT_00037236,C004650,CAMP_2026_NYE,电话外呼,2026-07-02 02:00:00,marketing,sent,0
CONTACT_00037237,C000109,CAMP_2026_SPRINGFEST,短信,2026-06-26 01:00:00,marketing,clicked,4549
CONTACT_00037238,C005987,CAMP_2026_SPRINGFEST,短信,2026-06-07 16:00:00,marketing,sent,0
CONTACT_00037239,C003119,CAMP_2026_BACK_SCHOOL,APP Push,2026-06-06 07:00:00,marketing,clicked,6089
CONTACT_00037240,C007717,CAMP_2026_AI_TOKEN,电话外呼,2026-07-16 18:00:00,marketing,clicked,7171
CONTACT_00037241,C003232,CAMP_2026_SPRINGFEST,邮件,2026-07-04 04:00:00,marketing,opened,67835
CONTACT_00037242,C001401,,邮件,2026-06-22 00:00:00,service,sent,0
CONTACT_00037243,C007155,CAMP_2026_REFERRAL,电话外呼,2026-07-14 02:00:00,marketing,clicked,51765
CONTACT_00037244,C004645,CAMP_2026_NATIONAL,微信公众号,2026-07-16 09:00:00,marketing,opened,27573
CONTACT_00037245,C006508,CAMP_2026_FAMILY,APP Push,2026-04-18 06:00:00,marketing,unsubscribed,0
CONTACT_00037246,C007636,,微信公众号,2026-06-23 07:00:00,service,clicked,66983
CONTACT_00037247,C003187,CAMP_2026_SPRINGFEST,短信,2026-07-13 14:00:00,marketing,clicked,46727
CONTACT_00037248,C004557,,APP Push,2026-04-24 12:00:00,service,opened,75277
CONTACT_00037249,C005377,CAMP_2026_NYE,短信,2026-06-27 17:00:00,marketing,clicked,49088
CONTACT_00037250,C004768,CAMP_2026_REFERRAL,APP Push,2026-07-09 04:00:00,marketing,sent,0
CONTACT_00037251,C004731,CAMP_2026_APPLEPAY,电话外呼,2026-07-09 23:00:00,marketing,sent,0
CONTACT_00037252,C004551,CAMP_2026_NYE,微信公众号,2026-07-15 05:00:00,marketing,opened,73125
CONTACT_00037253,C007299,,电话外呼,2026-07-10 15:00:00,service,opened,64658
CONTACT_00037254,C007374,CAMP_2026_BIRTHDAY,APP Push,2026-07-05 21:00:00,marketing,opened,8599
CONTACT_00037255,C003997,CAMP_2026_CAMPUS,电话外呼,2026-05-09 05:00:00,marketing,opened,39815
CONTACT_00037256,C004687,CAMP_2026_POINTS_BOOST,APP Push,2026-07-12 02:00:00,marketing,sent,0
CONTACT_00037257,C000071,CAMP_2026_DORMANT,电话外呼,2026-07-02 16:00:00,marketing,clicked,76742
CONTACT_00037258,C003668,,邮件,2026-06-15 08:00:00,service,sent,0
CONTACT_00037259,C006423,CAMP_2026_DORMANT,微信公众号,2026-06-27 02:00:00,marketing,opened,47140
CONTACT_00037260,C000689,CAMP_2026_CLOUD_FLASH,微信公众号,2026-07-14 09:00:00,marketing,sent,0
CONTACT_00037261,C002575,CAMP_2026_DORMANT,短信,2026-05-20 21:00:00,marketing,clicked,72392
CONTACT_00037262,C007122,CAMP_2026_CROSSBORDER,微信公众号,2026-06-19 10:00:00,marketing,clicked,1466
CONTACT_00037263,C007154,CAMP_2026_SPORTS,邮件,2026-06-28 06:00:00,marketing,opened,24106
CONTACT_00037264,C000147,CAMP_2026_CLOUD_FLASH,微信公众号,2026-07-11 21:00:00,marketing,clicked,24453
CONTACT_00037265,C007411,CAMP_2026_BIRTHDAY,邮件,2026-07-03 00:00:00,marketing,unsubscribed,0
CONTACT_00037266,C007513,,电话外呼,2026-07-08 13:00:00,service,opened,68196
CONTACT_00037267,C001988,CAMP_2026_AI_TOKEN,微信公众号,2026-06-21 06:00:00,marketing,opened,29317
CONTACT_00037268,C005629,CAMP_2026_SPRING_TRAVEL,微信公众号,2026-07-07 13:00:00,marketing,sent,0
CONTACT_00037269,C001926,CAMP_2026_MOVIE9,电话外呼,2026-07-07 17:00:00,marketing,clicked,21267
CONTACT_00037270,C005027,CAMP_2026_WEDDING5,邮件,2026-06-25 06:00:00,marketing,opened,28894
CONTACT_00037271,C002145,,电话外呼,2026-06-21 01:00:00,service,opened,67249
CONTACT_00037272,C007767,,微信公众号,2026-07-02 07:00:00,service,clicked,72172
CONTACT_00037273,C002256,CAMP_2026_SPORTS,短信,2026-07-13 19:00:00,marketing,sent,0
CONTACT_00037274,C007704,CAMP_2026_SPRING_TRAVEL,微信公众号,2026-07-10 19:00:00,marketing,opened,61352
CONTACT_00037275,C007249,CAMP_2026_BIRTHDAY,微信公众号,2026-06-24 12:00:00,marketing,opened,49106
CONTACT_00037276,C007521,CAMP_2026_WOMEN,微信公众号,2026-06-23 21:00:00,marketing,clicked,54371
CONTACT_00037277,C007060,CAMP_2026_NYE,邮件,2026-07-05 14:00:00,marketing,clicked,11103
CONTACT_00037278,C005080,CAMP_2026_NYE,电话外呼,2026-06-28 10:00:00,marketing,clicked,70812
CONTACT_00037279,C002570,CAMP_2026_SPORTS,APP Push,2026-05-28 21:00:00,marketing,clicked,51534
CONTACT_00037280,C007054,CAMP_2026_WOMEN,邮件,2026-06-10 05:00:00,marketing,opened,70667
CONTACT_00037281,C005437,,APP Push,2026-07-09 09:00:00,service,clicked,54009
CONTACT_00037282,C003434,CAMP_2026_CLOUD_FLASH,短信,2026-06-23 14:00:00,marketing,clicked,23770
CONTACT_00037283,C002342,CAMP_2026_NEWUSER,微信公众号,2026-04-18 11:00:00,marketing,opened,38473
CONTACT_00037284,C002126,CAMP_2026_WOMEN,APP Push,2026-07-15 09:00:00,marketing,sent,0
CONTACT_00037285,C002791,CAMP_2026_SPRING_TRAVEL,短信,2026-07-12 19:00:00,marketing,unsubscribed,0
CONTACT_00037286,C001971,CAMP_2026_SPRINGFEST,微信公众号,2026-06-09 00:00:00,marketing,opened,11866
CONTACT_00037287,C006711,CAMP_2026_AI_TOKEN,微信公众号,2026-07-07 07:00:00,marketing,opened,37463
