cust_id,marketing_consent,personalization_consent,data_sharing_consent,sms_consent,phone_consent,email_consent,push_consent,wechat_consent,consent_updated_at,dnc_list,unsubscribe_channels,unsubscribe_at,complaint_count_90d,do_not_contact_signal,risk_level,blacklist_flag,value_level
C001182,True,True,True,True,True,True,True,True,2025-08-10,False,,,0,False,low,False,low
C001183,True,True,False,True,False,True,True,True,2025-11-28,False,,,0,False,low,False,high
C001184,True,True,True,True,False,True,True,True,2026-06-02,False,,,0,False,low,False,high
C001185,True,True,False,True,False,False,True,True,2025-10-24,False,,,0,False,medium,False,high
C001186,True,True,False,True,True,True,True,True,2026-04-06,False,,,0,False,low,False,high
C001187,True,False,False,False,False,False,False,True,2025-08-27,False,,,0,False,low,False,low
C001188,True,True,True,True,False,True,True,False,2026-06-14,False,,,0,False,low,False,high
C001189,True,True,False,True,False,True,True,False,2026-01-31,False,,,0,False,low,False,medium
C001190,True,True,False,False,True,True,True,True,2026-01-16,True,,,0,True,high,True,medium
C001191,True,True,True,True,False,True,True,True,2026-02-12,False,,,0,False,low,False,high
C001192,True,True,False,True,False,False,True,False,2025-09-13,False,,,0,False,low,False,low
C001193,False,True,True,True,False,False,True,True,2025-08-22,False,,,0,False,low,False,high
C001194,True,True,False,True,False,True,True,True,2026-06-25,False,,,0,False,low,False,medium
C001195,True,True,False,True,False,True,True,True,2025-08-02,False,,,0,False,low,False,high
C001196,True,True,False,True,False,False,True,True,2026-07-07,False,,,0,False,low,False,high
C001197,True,True,True,True,True,True,True,True,2026-06-25,False,,,0,False,low,False,low
C001198,True,True,True,True,True,True,True,False,2026-06-12,False,,,0,False,medium,False,low
C001199,True,False,True,True,False,False,True,True,2025-08-17,False,,,0,False,low,False,medium
C001200,True,True,True,True,False,True,True,True,2025-10-15,False,,,7,True,high,False,high
C001201,True,True,True,True,True,False,True,True,2025-08-15,True,,,0,True,high,True,low
C001202,True,True,True,False,True,True,True,False,2026-03-08,False,,,0,False,low,False,medium
C001203,True,True,True,True,False,True,True,True,2025-10-03,False,,,0,False,low,False,medium
C001204,True,True,True,True,False,False,True,False,2026-02-23,False,,,0,False,low,False,medium
C001205,True,False,True,False,False,True,True,False,2026-02-21,False,,,0,False,low,False,medium
C001206,True,True,True,True,False,True,False,False,2025-08-18,False,,,0,False,low,False,medium
C001207,True,False,True,True,False,False,True,False,2025-08-22,True,微信公众号,2026-02-21,0,True,high,True,low
C001208,True,True,True,True,False,True,True,False,2025-11-23,False,,,0,False,low,False,high
C001209,True,True,True,True,False,True,True,True,2026-01-29,False,,,1,False,low,False,medium
C001210,True,True,False,True,True,True,True,True,2025-08-08,False,,,0,False,low,False,high
C001211,False,True,True,True,False,False,False,True,2025-12-25,False,APP Push,2026-03-19,0,False,medium,False,medium
C001212,True,True,False,False,True,False,True,True,2025-11-03,False,,,0,False,low,False,medium
C001213,True,True,True,True,True,True,True,True,2026-04-30,False,,,0,False,low,False,low
C001214,True,True,True,True,False,True,True,False,2025-08-20,False,,,0,False,low,False,medium
C001215,True,True,True,False,True,True,True,True,2025-12-22,False,短信,2025-08-04,0,False,low,False,medium
C001216,True,True,True,True,False,False,True,False,2025-10-18,False,,,0,False,low,False,medium
C001217,True,True,True,True,False,True,True,False,2026-01-15,False,,,0,False,low,False,low
C001218,True,False,False,True,False,True,False,False,2025-11-02,False,,,0,False,low,False,low
C001219,True,True,True,True,True,True,True,True,2025-08-12,False,,,0,False,medium,False,medium
C001220,True,True,True,True,False,False,False,False,2026-04-03,False,,,0,False,low,False,medium
C001221,True,False,False,False,False,False,True,False,2026-05-05,False,,,0,False,low,False,low
C001222,True,True,False,True,False,False,False,True,2026-01-17,False,,,0,False,low,False,medium
C001223,True,True,False,False,False,False,True,True,2025-09-14,False,,,0,False,high,False,high
C001224,True,False,True,True,False,True,True,True,2026-04-16,False,,,0,False,low,False,medium
C001225,True,True,True,True,False,True,True,True,2025-10-03,False,,,0,False,low,False,medium
C001226,True,True,False,True,False,False,True,True,2026-06-16,False,,,0,False,low,False,medium
C001227,True,True,False,True,True,True,True,False,2025-07-20,False,,,3,True,high,False,medium
C001228,True,True,True,True,False,True,True,True,2026-03-28,False,,,0,False,low,False,low
C001229,True,False,True,True,False,True,True,False,2026-03-29,False,,,0,False,low,False,medium
C001230,True,True,True,False,True,True,True,True,2026-03-27,False,,,0,False,low,False,medium
C001231,True,True,False,True,False,False,True,True,2025-12-31,False,,,0,False,low,False,high
C001232,True,True,True,True,True,True,True,True,2025-11-10,False,,,0,False,low,False,medium
C001233,True,True,False,True,True,True,True,True,2026-04-06,False,,,0,False,low,False,medium
C001234,True,True,True,True,True,True,True,True,2025-11-09,False,,,0,False,low,False,high
C001235,True,True,True,True,False,True,True,True,2025-08-30,False,,,3,True,high,False,low
C001236,True,True,False,True,False,False,False,True,2026-02-04,False,APP Push,2026-01-20,0,False,low,False,low
C001237,True,True,True,True,False,False,True,True,2026-04-06,False,,,0,False,low,False,medium
C001238,True,True,True,True,False,True,True,True,2026-07-12,False,,,0,False,low,False,medium
C001239,True,True,False,True,False,True,False,True,2026-03-26,False,APP Push,2025-08-02,0,False,low,False,medium
C001240,True,True,False,True,False,True,True,True,2025-08-18,False,,,0,False,low,False,high
C001241,True,False,True,True,True,True,True,True,2026-01-19,False,,,0,False,low,False,medium
C001242,True,False,False,True,False,True,True,True,2026-01-13,False,,,0,False,low,False,medium
C001243,False,True,False,True,True,True,True,True,2026-02-18,False,,,0,False,low,False,medium
C001244,True,False,True,True,True,False,True,False,2026-04-04,False,,,0,False,low,False,medium
C001245,True,True,True,True,False,False,False,True,2025-10-10,False,,,0,False,low,False,medium
C001246,True,True,True,True,False,True,True,False,2026-02-02,False,,,0,False,low,False,medium
C001247,True,True,False,True,False,True,True,True,2026-05-25,False,,,0,False,low,False,medium
C001248,True,True,True,True,True,True,True,True,2025-08-10,False,,,0,False,low,False,low
C001249,True,True,True,True,False,True,True,True,2026-05-01,False,,,0,False,low,False,high
C001250,True,False,False,True,False,True,False,False,2026-02-04,False,,,0,False,low,False,medium
C001251,True,True,True,True,True,False,True,True,2026-02-28,False,,,0,False,low,False,low
C001252,True,True,True,True,False,True,True,False,2026-01-05,False,,,0,False,low,False,medium
C001253,True,True,True,True,False,False,True,True,2025-10-05,False,,,0,False,low,False,medium
C001254,True,True,True,True,False,True,True,True,2025-12-24,False,,,0,False,low,False,high
C001255,True,True,True,True,False,False,True,False,2026-01-29,False,,,0,False,low,False,medium
C001256,True,True,True,True,False,True,True,True,2025-11-19,False,,,0,False,medium,False,high
C001257,True,False,True,True,False,False,True,False,2026-03-25,False,,,0,False,low,False,high
C001258,True,True,True,True,False,True,True,False,2026-02-05,False,,,0,False,low,False,high
C001259,True,True,True,True,False,True,True,True,2026-02-21,False,,,0,False,low,False,low
C001260,True,True,True,True,True,True,True,True,2026-01-24,False,,,0,False,low,False,medium
C001261,True,True,True,True,False,True,True,True,2026-03-03,False,,,0,False,low,False,medium
C001262,True,True,True,True,True,False,False,False,2025-11-03,False,APP Push,2025-11-26,0,False,low,False,medium
C001263,True,True,False,True,False,False,True,False,2026-06-17,False,,,0,False,low,False,high
C001264,True,False,True,False,False,False,True,False,2026-02-12,False,,,0,False,low,False,high
C001265,True,True,True,True,False,True,True,True,2026-06-17,False,,,0,False,medium,False,medium
C001266,True,True,True,False,False,True,False,True,2026-06-25,False,APP Push,2025-09-28,0,False,low,False,medium
C001267,True,True,True,True,True,True,True,True,2025-09-19,False,,,0,False,low,False,medium
C001268,True,True,True,False,True,True,True,False,2026-04-24,True,,,0,True,high,True,medium
C001269,True,True,False,True,False,True,True,True,2025-11-03,False,,,0,False,low,False,high
C001270,True,True,True,True,True,True,True,True,2026-02-09,False,,,0,False,low,False,medium
C001271,True,True,False,True,False,True,True,False,2025-11-17,False,,,0,False,medium,False,medium
C001272,True,True,True,True,False,False,True,False,2026-01-29,False,,,0,False,low,False,medium
C001273,True,True,False,True,True,False,True,True,2026-01-12,False,,,0,False,medium,False,low
C001274,True,False,True,True,False,False,True,False,2025-11-17,False,,,0,False,low,False,medium
C001275,True,True,True,True,False,False,False,True,2026-03-29,False,,,0,False,low,False,medium
C001276,True,True,False,True,False,True,True,True,2025-10-01,False,,,0,False,low,False,medium
C001277,True,False,True,True,False,False,True,True,2025-08-15,False,,,0,False,low,False,high
C001278,True,False,True,False,False,True,True,False,2026-02-09,False,,,0,False,low,False,medium
C001279,True,False,False,True,False,True,True,True,2025-12-26,False,,,0,False,medium,False,low
C001280,False,True,True,True,False,False,True,True,2025-12-21,False,,,0,False,low,False,high
C001281,True,True,True,True,True,True,True,True,2026-03-16,False,,,0,False,low,False,medium
C001282,True,True,True,False,True,False,True,True,2026-05-16,False,,,0,False,low,False,high
C001283,True,True,True,True,False,False,True,True,2025-11-07,False,,,0,False,low,False,medium
C001284,True,True,True,True,False,True,True,True,2026-05-02,False,,,0,False,low,False,medium
C001285,True,False,False,True,True,True,True,True,2026-01-21,False,,,0,False,low,False,medium
C001286,True,True,True,True,False,True,True,True,2025-11-01,False,,,0,False,low,False,medium
C001287,True,False,True,True,True,True,True,True,2026-02-27,False,,,0,False,low,False,low
C001288,True,True,False,True,True,True,True,True,2025-08-01,False,,,0,False,low,False,low
C001289,True,True,False,True,False,True,True,True,2026-07-01,False,,,0,False,low,False,low
C001290,True,True,True,True,False,True,True,True,2025-10-26,False,,,0,False,low,False,high
C001291,True,True,True,True,False,True,True,True,2025-10-29,False,,,0,False,high,False,high
C001292,True,True,True,True,True,False,True,False,2026-05-17,False,,,0,False,low,False,low
C001293,True,True,True,False,False,True,True,True,2026-05-16,False,,,0,False,low,False,high
C001294,True,True,True,False,False,True,True,True,2026-07-11,False,,,0,False,low,False,low
C001295,True,False,True,True,True,True,True,False,2026-06-14,False,,,0,False,low,False,medium
C001296,True,False,True,True,False,False,True,True,2026-01-23,False,,,0,False,low,False,high
C001297,True,True,True,False,True,True,True,True,2026-01-27,False,短信,2026-02-01,0,False,low,False,low
C001298,True,True,True,True,True,True,True,True,2025-12-20,False,,,0,False,low,False,medium
C001299,True,True,True,True,False,True,True,True,2026-01-25,False,,,0,False,low,False,medium
C001300,True,True,False,True,False,True,True,True,2026-04-27,False,,,0,False,medium,False,medium
C001301,True,False,True,True,True,True,True,True,2026-02-28,False,,,0,False,low,False,low
C001302,True,True,True,True,False,True,True,False,2026-01-27,False,,,0,False,low,False,medium
C001303,True,True,False,True,True,True,False,True,2025-12-07,False,,,0,True,high,False,high
C001304,True,False,False,False,True,False,True,True,2026-01-07,False,短信,2026-05-02,0,False,low,False,low
C001305,True,False,False,True,False,True,True,True,2025-11-29,False,,,0,False,low,False,medium
C001306,True,True,False,True,True,True,True,False,2025-10-03,False,,,0,False,low,False,medium
C001307,True,True,True,True,False,True,True,False,2025-11-02,False,,,0,False,low,False,high
C001308,True,True,True,True,False,True,True,True,2025-07-29,False,,,0,False,low,False,medium
C001309,False,True,False,True,False,False,True,True,2026-02-18,False,,,0,False,low,False,medium
C001310,True,True,True,False,False,True,True,True,2026-01-18,False,,,0,False,low,False,medium
C001311,True,True,False,True,False,False,True,False,2025-12-20,False,,,0,False,low,False,low
C001312,True,False,True,True,True,True,True,True,2025-08-04,False,,,0,False,high,True,high
C001313,True,True,False,False,False,False,False,True,2026-05-17,False,短信,2025-12-03,0,False,low,False,medium
C001314,True,True,True,True,True,False,True,True,2025-09-05,False,,,0,False,low,False,low
C001315,True,False,True,True,True,False,True,True,2026-04-02,False,,,0,False,low,False,medium
C001316,True,True,False,True,True,False,True,True,2026-03-24,False,,,0,False,low,False,high
C001317,True,True,True,True,False,True,True,False,2025-09-27,False,,,0,False,low,False,medium
C001318,False,True,True,True,False,True,False,True,2026-05-13,False,APP Push,2026-03-12,0,False,medium,False,low
C001319,True,True,True,True,False,True,True,True,2026-05-18,False,,,0,False,low,False,high
C001320,True,True,False,True,True,True,True,True,2025-12-24,False,,,0,False,high,False,medium
C001321,True,True,False,True,False,True,True,True,2026-05-28,False,,,0,False,low,False,medium
C001322,True,True,False,True,False,False,True,True,2026-04-12,False,,,0,False,low,False,medium
C001323,True,True,True,True,False,True,True,True,2026-01-15,False,,,0,False,low,False,high
C001324,True,True,True,True,True,True,True,True,2025-09-22,False,,,0,False,low,False,high
C001325,True,True,False,True,False,False,True,True,2026-03-26,False,,,0,False,low,False,low
C001326,True,True,True,True,False,False,True,True,2025-09-19,False,,,0,False,medium,False,medium
C001327,True,True,True,True,False,True,True,True,2025-08-11,False,,,0,False,low,False,high
C001328,True,True,True,True,False,False,True,True,2026-06-10,False,,,0,False,low,False,high
C001329,True,True,True,True,True,True,True,True,2026-04-26,False,,,0,False,low,False,medium
C001330,True,True,False,True,True,False,True,True,2026-05-12,False,,,0,False,low,False,medium
C001331,True,True,True,False,True,True,True,True,2025-10-08,False,,,0,False,low,False,low
C001332,True,False,True,True,True,False,True,False,2026-07-03,False,,,0,False,low,False,high
C001333,True,True,True,True,False,True,True,False,2025-08-22,False,,,0,False,low,False,medium
C001334,True,False,True,True,True,False,True,True,2025-08-10,False,,,0,False,low,False,medium
C001335,True,True,False,True,False,False,True,True,2026-01-24,False,,,0,False,low,False,high
C001336,True,True,True,False,False,True,True,True,2026-06-26,False,,,0,False,high,False,medium
C001337,True,True,True,False,True,False,True,False,2026-06-22,False,,,0,False,low,False,medium
C001338,True,True,True,True,True,False,True,False,2026-06-21,False,,,0,False,low,False,medium
C001339,True,False,False,True,True,True,True,False,2026-06-27,False,,,0,False,medium,False,medium
C001340,True,False,True,True,False,True,True,True,2026-02-20,False,,,0,False,low,False,medium
C001341,True,False,True,True,False,True,True,True,2026-05-16,False,,,0,False,medium,False,medium
C001342,False,True,True,False,False,True,True,True,2025-12-28,False,,,0,False,low,False,medium
C001343,True,True,False,True,False,True,True,True,2026-03-27,False,,,0,False,low,False,high
C001344,True,True,False,True,True,True,True,False,2025-09-30,False,,,0,False,low,False,medium
C001345,True,True,False,True,True,False,True,True,2025-07-21,False,,,0,False,low,False,low
C001346,True,True,False,True,False,False,True,True,2025-07-24,False,,,0,False,low,False,low
C001347,True,True,False,True,False,True,True,True,2026-06-20,False,,,0,False,low,False,medium
C001348,True,True,True,True,False,True,True,True,2025-08-27,False,,,0,False,low,False,medium
C001349,True,True,True,True,True,True,False,True,2026-04-03,False,,,0,False,low,False,medium
C001350,True,False,False,True,False,True,True,True,2025-08-24,False,,,0,False,low,False,high
C001351,True,False,True,False,False,True,True,False,2025-08-07,False,,,0,False,low,False,high
C001352,True,True,True,True,False,False,False,False,2026-03-08,False,,,0,False,low,False,medium
C001353,True,True,False,True,False,False,True,True,2025-07-16,False,,,0,False,low,False,medium
C001354,True,True,True,True,True,True,True,False,2026-03-19,False,,,0,False,low,False,medium
C001355,True,True,True,True,False,True,False,True,2026-02-10,False,,,0,False,low,False,medium
C001356,True,True,True,True,False,False,True,True,2026-02-26,False,,,0,False,low,False,medium
C001357,True,True,False,True,True,True,True,True,2025-09-13,False,,,0,False,low,False,medium
C001358,True,False,True,True,False,False,True,False,2026-03-19,False,,,0,False,low,False,high
C001359,True,True,False,True,False,True,True,True,2026-06-18,False,,,0,False,low,False,low
C001360,True,True,False,True,True,True,False,True,2026-04-22,False,,,0,False,low,False,low
C001361,True,False,True,True,False,False,True,True,2025-08-05,False,,,0,False,low,False,medium
C001362,True,True,True,True,False,False,True,True,2025-12-03,False,,,0,False,low,False,high
C001363,True,True,False,True,False,True,True,True,2025-12-29,False,,,0,False,low,False,medium
C001364,False,True,False,True,False,True,False,True,2026-04-06,False,,,0,False,medium,False,medium
C001365,True,True,False,True,False,True,True,False,2025-12-22,False,,,0,False,low,False,medium
C001366,True,False,True,True,False,True,True,True,2025-08-31,False,,,0,False,low,False,high
C001367,True,True,False,True,False,True,True,True,2026-01-26,False,,,0,False,low,False,high
C001368,True,True,True,True,True,True,True,False,2025-08-30,False,,,0,False,low,False,high
C001369,True,True,False,True,True,True,True,True,2026-02-18,False,,,0,False,low,False,medium
C001370,True,True,False,True,False,True,True,True,2026-01-21,False,,,0,False,low,False,medium
C001371,True,True,True,True,False,True,True,True,2025-07-18,False,,,0,False,low,False,medium
C001372,True,True,True,True,False,True,True,True,2026-01-19,False,,,0,False,medium,False,medium
C001373,True,True,False,True,False,True,True,True,2026-01-07,False,,,0,False,low,False,medium
C001374,False,False,True,True,False,True,True,True,2025-10-10,False,,,0,False,low,False,low
C001375,True,True,True,True,True,True,True,False,2025-12-18,False,,,0,False,low,False,low
C001376,False,False,True,True,False,False,True,True,2026-01-13,True,,,0,True,high,True,low
C001377,True,True,False,True,True,False,True,False,2026-05-09,False,,,0,False,low,False,medium
C001378,True,True,True,True,False,False,True,True,2025-08-31,False,,,0,False,low,False,high
C001379,True,True,False,True,False,False,True,True,2025-11-11,False,,,0,False,low,False,high
C001380,True,True,False,True,True,False,True,True,2025-10-20,False,,,0,False,low,False,medium
C001381,False,True,True,True,False,True,True,True,2026-02-22,False,,,0,False,low,False,high
C001382,True,True,False,True,False,False,True,True,2026-06-02,False,,,0,False,low,False,medium
C001383,True,False,False,False,False,True,True,False,2025-08-22,False,,,0,False,low,False,low
C001384,True,True,True,False,False,True,True,True,2026-06-11,False,,,0,False,low,False,low
C001385,True,True,True,True,False,True,False,True,2025-12-06,False,,,0,False,low,False,medium
C001386,True,False,True,True,False,True,True,True,2026-05-01,False,,,0,False,low,False,medium
C001387,True,False,True,True,False,True,True,False,2026-06-30,False,,,0,False,low,False,medium
C001388,True,True,True,False,False,True,True,True,2025-11-04,False,,,0,False,low,False,low
C001389,True,True,True,True,True,False,True,True,2025-12-03,False,,,0,False,low,False,low
C001390,True,False,True,False,True,True,True,True,2026-04-08,False,,,0,False,low,False,medium
C001391,True,False,False,True,False,False,True,True,2025-10-03,False,,,0,False,medium,False,low
C001392,True,True,True,True,True,True,True,True,2025-08-01,False,,,0,False,medium,False,medium
C001393,True,True,True,True,False,True,True,False,2025-12-18,False,,,0,False,low,False,high
C001394,True,False,True,False,False,True,True,True,2026-03-03,False,,,0,False,low,False,medium
C001395,True,True,True,True,False,True,True,True,2025-12-30,False,,,0,False,low,False,high
C001396,True,True,False,True,False,True,True,False,2026-03-24,False,,,0,False,low,False,medium
C001397,True,True,True,True,False,True,True,False,2025-07-21,False,,,0,False,low,False,low
C001398,True,True,True,True,True,False,True,True,2026-01-08,False,,,0,False,low,False,low
C001399,True,True,True,True,False,True,True,False,2025-11-01,False,,,0,False,low,False,high
C001400,True,True,True,True,True,True,True,True,2026-07-01,False,,,0,False,low,False,low
C001401,True,True,False,True,True,True,False,True,2025-08-23,False,,,0,False,low,False,high
C001402,True,True,True,False,False,True,True,True,2025-12-07,False,短信,2025-08-20,0,False,low,False,high
C001403,True,True,True,False,False,True,True,True,2025-09-15,False,短信,2026-06-12,0,False,low,False,medium
C001404,True,False,True,False,False,False,True,True,2026-01-22,False,,,0,False,low,False,medium
C001405,True,True,False,True,False,False,True,True,2025-10-20,False,,,0,False,low,False,medium
C001406,True,False,True,True,False,True,True,True,2025-10-03,False,,,0,False,low,False,low
C001407,False,True,True,True,True,True,False,True,2026-04-07,False,,,0,False,low,False,high
C001408,True,True,True,True,True,False,True,True,2025-11-18,False,,,0,False,low,False,high
C001409,True,True,False,True,True,True,True,False,2025-10-09,False,,,0,False,low,False,high
C001410,True,True,True,True,True,False,True,True,2025-08-25,False,,,0,False,low,False,low
C001411,False,True,False,True,True,True,True,True,2026-03-07,False,,,0,False,low,False,high
C001412,True,True,True,True,True,True,True,True,2026-06-22,False,,,0,False,low,False,medium
C001413,True,True,False,False,False,False,False,False,2025-10-25,False,,,0,False,low,False,medium
C001414,True,True,True,True,False,True,True,False,2026-05-05,False,,,0,False,low,False,medium
C001415,True,False,True,True,False,False,True,False,2025-08-26,False,,,0,False,low,False,medium
C001416,False,True,True,True,False,True,True,True,2026-01-07,False,,,0,False,low,False,medium
C001417,True,True,True,True,False,True,True,True,2026-03-01,False,,,0,False,low,False,medium
C001418,True,True,True,False,False,True,True,True,2025-10-15,False,,,0,False,low,False,medium
C001419,True,True,True,True,False,False,True,True,2026-02-10,False,,,0,False,low,False,medium
C001420,True,False,True,True,True,True,True,True,2026-04-11,False,,,0,False,low,False,medium
C001421,True,True,True,True,True,False,False,False,2026-05-16,False,,,0,False,low,False,medium
C001422,True,False,False,False,False,True,True,True,2025-08-02,False,,,0,False,medium,False,high
C001423,True,True,False,True,True,True,True,False,2026-05-02,False,,,0,False,low,False,medium
C001424,True,True,True,True,False,True,True,True,2026-04-04,False,,,0,False,low,False,medium
C001425,True,True,True,False,False,False,False,False,2025-09-19,False,,,0,False,low,False,high
C001426,True,False,True,True,True,False,True,True,2026-03-16,False,,,0,False,low,False,high
C001427,True,True,True,True,False,False,True,False,2025-10-25,False,,,0,False,low,False,high
C001428,True,False,False,True,False,True,True,False,2025-12-19,False,,,0,False,low,False,high
C001429,True,True,True,False,False,False,True,False,2026-03-17,False,短信,2025-07-24,0,False,low,False,medium
C001430,True,False,True,True,False,False,True,True,2025-07-25,False,,,0,False,low,False,high
C001431,True,False,True,False,False,True,True,True,2026-03-30,False,短信,2026-01-15,0,False,low,False,high
C001432,True,True,False,True,False,True,True,True,2026-06-17,False,,,0,False,low,False,medium
C001433,True,True,True,True,True,True,False,True,2026-06-14,False,,,8,True,high,False,medium
C001434,True,True,False,True,True,True,True,True,2025-12-16,False,,,0,False,low,False,medium
C001435,True,True,True,True,False,False,True,True,2026-06-06,False,,,0,False,low,False,medium
C001436,True,True,False,True,False,False,False,True,2026-03-06,False,,,0,False,low,False,medium
C001437,True,True,True,True,True,True,True,False,2026-06-25,False,,,0,False,low,False,high
C001438,True,True,True,True,False,True,False,False,2025-10-19,False,微信公众号,2025-08-17,0,False,low,False,low
C001439,True,True,True,True,False,True,True,True,2025-11-29,False,,,0,False,low,False,medium
C001440,True,False,False,True,False,False,True,True,2026-03-20,False,,,0,False,low,False,high
C001441,True,True,False,True,True,True,True,True,2025-10-03,False,,,0,False,low,False,high
C001442,True,False,False,True,True,True,True,True,2026-03-19,False,,,0,False,low,False,high
C001443,True,True,False,True,False,False,True,True,2025-11-30,False,,,0,False,low,False,medium
C001444,True,False,False,False,False,True,True,False,2026-01-18,False,,,0,False,low,False,high
C001445,True,True,False,True,False,True,True,True,2025-09-03,False,,,0,False,low,False,medium
C001446,True,True,True,True,False,True,True,True,2026-05-24,False,,,0,False,low,False,high
C001447,True,True,True,True,True,True,True,False,2025-07-25,False,,,0,False,low,False,high
C001448,True,True,True,True,False,True,True,True,2025-11-24,False,,,0,False,medium,False,high
C001449,True,False,True,False,True,False,True,True,2025-07-24,False,,,3,True,high,False,high
C001450,True,True,True,True,False,True,True,True,2026-01-05,False,,,0,False,low,False,medium
C001451,True,False,True,False,True,True,True,True,2025-12-07,False,,,0,False,low,False,high
C001452,True,True,True,True,False,False,True,True,2026-02-26,False,,,0,True,high,False,medium
C001453,False,True,False,True,True,True,True,True,2025-10-31,False,,,0,False,low,False,medium
C001454,True,True,True,True,False,True,True,True,2026-05-29,False,,,0,False,low,False,high
C001455,True,False,True,True,False,True,True,True,2026-05-12,False,,,0,False,low,False,medium
C001456,True,True,True,True,False,True,True,True,2026-01-01,False,,,0,False,low,False,medium
C001457,True,True,True,True,False,True,True,False,2026-07-11,False,,,0,False,low,False,medium
C001458,True,True,False,True,False,False,True,False,2026-03-08,False,微信公众号,2025-10-04,0,True,high,False,high
C001459,True,True,True,True,False,True,True,False,2026-01-26,False,,,0,False,low,False,high
C001460,True,True,False,True,False,True,True,True,2026-04-28,False,,,0,False,medium,False,medium
C001461,True,True,True,True,True,True,False,True,2025-08-11,False,,,0,False,low,False,low
C001462,True,True,False,True,False,True,False,True,2025-12-11,False,,,0,False,low,False,medium
C001463,False,True,True,True,False,False,True,False,2026-03-26,False,,,0,False,low,False,low
C001464,True,True,False,True,False,False,False,True,2026-02-02,False,,,0,False,low,False,low
C001465,True,True,True,True,False,True,False,True,2025-11-06,False,,,0,False,low,False,high
C001466,True,True,False,True,False,True,False,False,2025-10-20,False,APP Push,2025-09-20,0,False,medium,False,medium
C001467,True,True,True,True,False,False,True,True,2025-10-31,False,,,0,False,low,False,medium
C001468,True,False,True,True,False,True,True,True,2025-12-21,False,,,0,False,low,False,high
C001469,True,True,False,True,True,False,True,False,2026-07-06,False,,,0,False,high,False,low
C001470,True,False,False,True,False,True,False,True,2026-01-01,False,,,0,False,low,False,low
C001471,False,True,False,True,False,True,False,True,2025-12-22,False,,,0,False,low,False,low
C001472,True,False,True,True,True,True,True,True,2025-07-31,False,,,0,False,low,False,low
C001473,True,False,True,True,False,False,True,True,2025-11-04,False,,,0,False,low,False,high
C001474,True,True,False,True,False,True,True,True,2025-10-25,False,,,0,False,low,False,high
C001475,True,True,True,True,True,True,True,False,2025-09-05,False,,,0,False,low,False,high
C001476,True,True,False,True,True,True,True,True,2026-01-11,False,,,0,False,low,False,medium
C001477,True,True,True,False,False,True,True,True,2026-06-25,False,,,0,False,low,False,high
C001478,True,False,False,True,False,False,True,True,2026-01-17,False,,,0,False,low,False,medium
C001479,True,True,True,True,True,True,True,False,2026-04-28,False,,,0,False,low,False,low
C001480,True,False,True,False,False,True,True,False,2026-02-06,False,,,0,False,low,False,low
C001481,True,True,True,True,False,True,True,False,2026-02-02,False,,,0,False,medium,False,high
C001482,True,True,True,True,False,True,True,True,2025-10-11,False,,,0,False,low,False,high
C001483,True,False,False,True,True,True,True,False,2025-12-13,False,,,0,False,low,False,medium
C001484,False,True,True,True,False,True,True,False,2025-09-16,False,,,0,False,low,False,high
C001485,True,True,True,True,False,True,False,False,2026-01-23,False,,,0,False,low,False,high
C001486,True,False,True,True,False,True,True,True,2026-02-23,False,,,0,False,low,False,medium
C001487,True,False,False,True,False,True,True,True,2026-01-31,False,,,0,False,low,False,medium
C001488,True,True,True,True,False,True,True,False,2026-03-04,False,,,0,False,low,False,medium
C001489,True,True,True,True,False,False,True,True,2026-06-04,False,,,0,False,low,False,medium
C001490,True,True,False,False,False,True,True,True,2026-04-17,False,短信,2025-07-23,0,False,low,False,medium
C001491,True,True,True,True,False,True,True,True,2026-06-06,False,,,0,False,low,False,high
C001492,True,True,True,True,False,True,True,True,2026-02-20,False,,,0,False,low,False,medium
C001493,True,True,False,True,False,False,True,True,2025-10-06,False,,,0,False,low,False,low
C001494,True,True,True,True,False,True,True,False,2026-06-03,False,,,0,False,low,False,medium
C001495,True,True,False,False,True,False,True,False,2025-08-21,False,,,0,False,low,False,low
C001496,True,False,True,True,False,True,True,True,2025-10-12,False,,,0,False,low,False,medium
C001497,True,True,False,True,True,True,True,True,2026-07-04,False,,,0,False,low,False,high
C001498,True,True,True,True,False,True,True,False,2026-07-09,False,,,0,False,low,False,medium
C001499,True,True,True,True,True,True,True,True,2025-11-24,False,,,0,False,low,False,high
C001500,True,True,True,False,False,True,True,True,2025-09-21,False,短信,2026-01-31,0,False,low,False,medium
C001501,True,True,False,True,False,True,True,False,2025-10-14,False,,,0,False,medium,False,medium
C001502,True,True,False,True,False,False,True,True,2026-07-14,False,,,0,False,low,False,medium
C001503,True,True,True,True,False,False,True,True,2026-07-07,False,,,0,False,low,False,high
C001504,True,False,True,False,True,True,True,True,2025-09-26,False,,,0,False,low,False,high
C001505,True,True,False,True,False,True,True,True,2025-12-23,False,,,0,False,low,False,low
C001506,True,True,True,True,True,False,True,True,2026-07-02,True,,,0,True,high,True,low
C001507,True,False,True,True,False,True,True,False,2026-04-27,False,,,0,False,low,False,medium
C001508,True,False,True,True,False,True,True,False,2025-08-02,False,,,0,False,low,False,low
C001509,True,True,False,True,True,False,True,True,2025-12-11,False,,,0,False,low,False,high
C001510,True,True,False,False,False,False,True,True,2026-02-08,False,,,0,False,low,False,high
