product_id,benefit_id
PROD_DIAMOND,BEN_INS_006
PROD_DIAMOND,BEN_INS_007
PROD_DIAMOND,BEN_INS_008
PROD_DIAMOND,BEN_INS_009
PROD_DIAMOND,BEN_INS_010
PROD_DIAMOND,BEN_INSR_001
PROD_DIAMOND,BEN_INSR_002
PROD_DIAMOND,BEN_INSR_003
PROD_DIAMOND,BEN_INSR_004
PROD_DIAMOND,BEN_INSR_005
PROD_DIAMOND,BEN_INSR_006
PROD_DIAMOND,BEN_PRM_001
PROD_DIAMOND,BEN_PRM_003
PROD_DIAMOND,BEN_PRM_004
PROD_DIAMOND,BEN_PRM_005
PROD_DIAMOND,BEN_PRM_006
PROD_WORLD,BEN_TRV_001
PROD_WORLD,BEN_TRV_002
PROD_WORLD,BEN_TRV_003
PROD_WORLD,BEN_TRV_004
PROD_WORLD,BEN_TRV_005
PROD_WORLD,BEN_TRV_006
PROD_WORLD,BEN_TRV_007
PROD_WORLD,BEN_TRV_008
PROD_WORLD,BEN_TRV_009
PROD_WORLD,BEN_TRV_010
PROD_WORLD,BEN_TRV_011
PROD_WORLD,BEN_TRV_012
PROD_WORLD,BEN_TRV_013
PROD_WORLD,BEN_TRV_014
PROD_WORLD,BEN_TRV_015
PROD_WORLD,BEN_PTS_002
PROD_WORLD,BEN_PTS_005
PROD_WORLD,BEN_PTS_006
PROD_WORLD,BEN_PTS_007
PROD_WORLD,BEN_PTS_008
PROD_WORLD,BEN_HTH_001
PROD_WORLD,BEN_HTH_002
PROD_WORLD,BEN_HTH_004
PROD_WORLD,BEN_SPD_001
PROD_WORLD,BEN_SPD_002
PROD_WORLD,BEN_SPD_003
PROD_WORLD,BEN_SPD_005
PROD_WORLD,BEN_SPD_006
PROD_WORLD,BEN_SPD_007
PROD_WORLD,BEN_SPD_008
PROD_WORLD,BEN_SPD_009
PROD_WORLD,BEN_SPD_010
PROD_WORLD,BEN_SPD_011
PROD_WORLD,BEN_SPD_012
PROD_WORLD,BEN_LIF_001
PROD_WORLD,BEN_LIF_002
PROD_WORLD,BEN_LIF_003
PROD_WORLD,BEN_LIF_004
PROD_WORLD,BEN_LIF_005
PROD_WORLD,BEN_LIF_006
PROD_WORLD,BEN_LIF_007
PROD_WORLD,BEN_LIF_008
PROD_WORLD,BEN_LIF_009
PROD_WORLD,BEN_LIF_010
PROD_WORLD,BEN_LIF_011
PROD_WORLD,BEN_LIF_012
PROD_WORLD,BEN_LIF_013
PROD_WORLD,BEN_LIF_014
PROD_WORLD,BEN_INS_001
PROD_WORLD,BEN_INS_002
PROD_WORLD,BEN_INS_003
PROD_WORLD,BEN_INS_004
PROD_WORLD,BEN_INS_005
PROD_WORLD,BEN_INS_006
PROD_WORLD,BEN_INS_007
PROD_WORLD,BEN_INS_008
PROD_WORLD,BEN_INS_009
PROD_WORLD,BEN_INS_010
PROD_WORLD,BEN_INSR_001
PROD_WORLD,BEN_INSR_002
PROD_WORLD,BEN_INSR_003
PROD_WORLD,BEN_INSR_004
PROD_WORLD,BEN_INSR_005
PROD_WORLD,BEN_PRM_004
PROD_WORLD,BEN_PRM_005
PROD_WORLD,BEN_PRM_007
