contact_id,cust_id,campaign_id,channel,contact_time,contact_type,status,response_time_sec,cost
CONTACT_00019398,C004458,CAMP_2026_NATIONAL,邮件,2026-04-26 01:59:00,marketing,opened,39016,0.01
CONTACT_00019399,C002451,CAMP_2026_NYE,APP Push,2026-05-07 07:00:00,marketing,opened,39398,0.02
CONTACT_00019400,C006281,,电话外呼,2026-06-01 03:35:00,transactional,sent,0,2.5
CONTACT_00019401,C001329,CAMP_2026_SPRING_TRAVEL,短信,2026-07-13 01:11:00,marketing,opened,59302,0.06
CONTACT_00019402,C004126,CAMP_2026_SPRING_TRAVEL,邮件,2026-06-25 11:47:00,marketing,opened,78532,0.01
CONTACT_00019403,C005682,CAMP_2026_CLOUD_FLASH,APP Push,2026-06-20 07:29:00,marketing,clicked,30301,0.02
CONTACT_00019404,C006370,CAMP_2026_WEDDING5,APP Push,2026-07-06 16:06:00,marketing,clicked,13620,0.02
CONTACT_00019405,C004799,CAMP_2026_WOMEN,电话外呼,2026-07-08 21:44:00,marketing,clicked,81888,2.5
CONTACT_00019406,C004078,CAMP_2026_DOUBLE11,电话外呼,2026-06-05 10:27:00,marketing,opened,75386,2.5
CONTACT_00019407,C005436,CAMP_2026_WOMEN,邮件,2026-06-24 23:54:00,marketing,clicked,67133,0.01
CONTACT_00019408,C002198,CAMP_2026_NATIONAL,手机银行APP内消息,2026-07-05 19:06:00,marketing,unsubscribed,0,0.01
CONTACT_00019409,C000996,CAMP_2026_APPLEPAY,手机银行APP内消息,2026-05-22 13:47:00,marketing,opened,65480,0.01
CONTACT_00019410,C002934,CAMP_2026_NYE,微信公众号,2026-07-02 22:42:00,marketing,opened,80117,0.03
CONTACT_00019411,C004589,CAMP_2026_FAMILY,电话外呼,2026-07-01 16:28:00,marketing,opened,81031,2.5
CONTACT_00019412,C007838,CAMP_2026_UPGRADE,短信,2026-07-04 08:20:00,marketing,bounced,0,0.06
CONTACT_00019413,C000338,CAMP_2026_DOUBLE11,短信,2026-07-10 22:21:00,marketing,opened,42836,0.06
CONTACT_00019414,C003573,CAMP_2026_REFERRAL,短信,2026-06-10 13:14:00,marketing,clicked,57339,0.06
CONTACT_00019415,C005058,CAMP_2026_POINTS_BOOST,APP Push,2026-06-30 17:55:00,marketing,opened,12618,0.02
CONTACT_00019416,C004248,CAMP_2026_DOUBLE11,微信公众号,2026-07-14 19:52:00,marketing,clicked,7416,0.03
CONTACT_00019417,C005061,CAMP_2026_BACK_SCHOOL,短信,2026-06-28 16:10:00,marketing,opened,44270,0.06
CONTACT_00019418,C002560,CAMP_2026_NYE,电话外呼,2026-07-06 12:56:00,marketing,bounced,0,2.5
CONTACT_00019419,C003146,CAMP_2026_GREEN,邮件,2026-05-29 13:03:00,marketing,opened,62189,0.01
CONTACT_00019420,C005285,CAMP_2026_NATIONAL,微信公众号,2026-07-06 18:53:00,marketing,bounced,0,0.03
CONTACT_00019421,C006080,CAMP_2026_BIRTHDAY,手机银行APP内消息,2026-06-16 13:50:00,marketing,opened,66645,0.01
CONTACT_00019422,C005165,CAMP_2026_DOUBLE11,手机银行APP内消息,2026-07-01 01:31:00,marketing,opened,6129,0.01
CONTACT_00019423,C000820,CAMP_2026_NYE,邮件,2026-07-02 06:42:00,marketing,opened,60422,0.01
CONTACT_00019424,C005618,CAMP_2026_SUMMER,微信公众号,2026-07-09 15:22:00,marketing,clicked,60013,0.03
CONTACT_00019425,C003618,CAMP_2026_DORMANT,APP Push,2026-07-11 00:55:00,marketing,opened,8730,0.02
CONTACT_00019426,C003560,CAMP_2026_SPORTS,短信,2026-07-14 12:11:00,marketing,clicked,53449,0.06
CONTACT_00019427,C002090,,手机银行APP内消息,2026-06-16 12:50:00,service,opened,77463,0.01
CONTACT_00019428,C006703,CAMP_2026_SUMMER,手机银行APP内消息,2026-06-13 00:24:00,marketing,opened,17011,0.01
CONTACT_00019429,C001724,CAMP_2026_WEDDING5,APP Push,2026-07-12 16:24:00,marketing,opened,22618,0.02
CONTACT_00019430,C006289,CAMP_2026_SPRINGFEST,手机银行APP内消息,2026-04-27 12:51:00,marketing,unsubscribed,0,0.01
CONTACT_00019431,C006226,CAMP_2026_SPRING_TRAVEL,微信公众号,2026-07-13 15:14:00,marketing,opened,37288,0.03
CONTACT_00019432,C002697,CAMP_2026_BIRTHDAY,手机银行APP内消息,2026-07-10 19:38:00,marketing,sent,0,0.01
CONTACT_00019433,C006919,CAMP_2026_SUMMER,邮件,2026-07-07 19:48:00,marketing,opened,6355,0.01
CONTACT_00019434,C004219,CAMP_2026_DOUBLE11,手机银行APP内消息,2026-06-03 07:08:00,marketing,opened,44162,0.01
CONTACT_00019435,C001906,CAMP_2026_CROSSBORDER,APP Push,2026-04-30 06:27:00,marketing,clicked,40023,0.02
CONTACT_00019436,C001426,CAMP_2026_REFERRAL,邮件,2026-06-27 09:47:00,marketing,unsubscribed,0,0.01
CONTACT_00019437,C001219,CAMP_2026_UPGRADE,邮件,2026-06-16 21:55:00,marketing,clicked,13403,0.01
CONTACT_00019438,C005212,CAMP_2026_WOMEN,APP Push,2026-07-04 17:05:00,marketing,opened,52222,0.02
CONTACT_00019439,C007297,CAMP_2026_DORMANT,手机银行APP内消息,2026-06-12 05:26:00,marketing,bounced,0,0.01
CONTACT_00019440,C005361,CAMP_2026_UPGRADE,微信公众号,2026-05-28 08:26:00,marketing,unsubscribed,0,0.03
CONTACT_00019441,C003703,CAMP_2026_CROSSBORDER,手机银行APP内消息,2026-04-16 22:17:00,marketing,opened,36914,0.01
CONTACT_00019442,C004217,CAMP_2026_FAMILY,APP Push,2026-07-02 10:05:00,marketing,clicked,53638,0.02
CONTACT_00019443,C005622,CAMP_2026_WEDDING5,手机银行APP内消息,2026-06-21 09:48:00,marketing,opened,15435,0.01
CONTACT_00019444,C004638,CAMP_2026_NEWUSER,APP Push,2026-06-03 21:33:00,marketing,opened,83554,0.02
CONTACT_00019445,C005327,CAMP_2026_618,手机银行APP内消息,2026-07-06 18:50:00,marketing,opened,19313,0.01
CONTACT_00019446,C006010,CAMP_2026_FAMILY,手机银行APP内消息,2026-06-08 14:48:00,marketing,unsubscribed,0,0.01
CONTACT_00019447,C004265,CAMP_2026_REFERRAL,电话外呼,2026-06-14 23:26:00,marketing,bounced,0,2.5
CONTACT_00019448,C004663,CAMP_2026_REFERRAL,微信公众号,2026-07-14 20:01:00,marketing,bounced,0,0.03
CONTACT_00019449,C003290,CAMP_2026_MOVIE9,APP Push,2026-06-11 11:35:00,marketing,unsubscribed,0,0.02
CONTACT_00019450,C007350,CAMP_2026_AI_TOKEN,邮件,2026-07-07 16:13:00,marketing,opened,7751,0.01
CONTACT_00019451,C002350,CAMP_2026_CROSSBORDER,手机银行APP内消息,2026-07-14 06:19:00,marketing,opened,10740,0.01
CONTACT_00019452,C001366,CAMP_2026_NEWUSER,手机银行APP内消息,2026-07-13 10:03:00,marketing,bounced,0,0.01
CONTACT_00019453,C004592,,微信公众号,2026-06-26 06:29:00,service,clicked,66029,0.03
CONTACT_00019454,C005766,CAMP_2026_SPORTS,电话外呼,2026-07-05 20:42:00,marketing,opened,7863,2.5
CONTACT_00019455,C002927,CAMP_2026_FAMILY,短信,2026-07-14 12:19:00,marketing,opened,70905,0.06
CONTACT_00019456,C001752,,邮件,2026-06-15 22:06:00,service,clicked,48221,0.01
CONTACT_00019457,C007123,CAMP_2026_FAMILY,短信,2026-07-07 18:47:00,marketing,delivered,0,0.06
CONTACT_00019458,C002127,CAMP_2026_SPORTS,电话外呼,2026-07-08 10:11:00,marketing,bounced,0,2.5
CONTACT_00019459,C005031,CAMP_2026_WOMEN,电话外呼,2026-07-14 05:00:00,marketing,bounced,0,2.5
CONTACT_00019460,C000436,CAMP_2026_NATIONAL,手机银行APP内消息,2026-06-23 05:46:00,marketing,clicked,31062,0.01
CONTACT_00019461,C004002,,APP Push,2026-04-16 04:55:00,transactional,opened,78074,0.02
CONTACT_00019462,C005117,CAMP_2026_FAMILY,邮件,2026-05-04 11:57:00,marketing,opened,16913,0.01
CONTACT_00019463,C004732,CAMP_2026_SUMMER,手机银行APP内消息,2026-05-23 06:15:00,marketing,delivered,0,0.01
CONTACT_00019464,C007941,CAMP_2026_SUMMER,短信,2026-06-27 11:23:00,marketing,opened,50074,0.06
CONTACT_00019465,C000501,CAMP_2026_UPGRADE,微信公众号,2026-05-13 19:29:00,marketing,opened,42555,0.03
CONTACT_00019466,C007854,,微信公众号,2026-06-17 07:47:00,transactional,clicked,51288,0.03
CONTACT_00019467,C006276,,手机银行APP内消息,2026-06-21 02:18:00,transactional,opened,65231,0.01
CONTACT_00019468,C000476,CAMP_2026_UPGRADE,邮件,2026-06-13 08:38:00,marketing,opened,36310,0.01
CONTACT_00019469,C007934,CAMP_2026_BACK_SCHOOL,邮件,2026-06-29 17:17:00,marketing,clicked,40731,0.01
CONTACT_00019470,C004962,,APP Push,2026-07-05 15:33:00,transactional,sent,0,0.02
CONTACT_00019471,C002129,CAMP_2026_POINTS_BOOST,电话外呼,2026-06-08 09:06:00,marketing,opened,77142,2.5
CONTACT_00019472,C004460,CAMP_2026_SPORTS,APP Push,2026-07-01 01:06:00,marketing,delivered,0,0.02
CONTACT_00019473,C003357,CAMP_2026_POINTS_BOOST,微信公众号,2026-07-07 02:34:00,marketing,delivered,0,0.03
CONTACT_00019474,C001732,CAMP_2026_618,微信公众号,2026-07-07 22:11:00,marketing,opened,24570,0.03
CONTACT_00019475,C007810,CAMP_2026_UPGRADE,手机银行APP内消息,2026-06-16 11:43:00,marketing,opened,12749,0.01
CONTACT_00019476,C001015,CAMP_2026_BACK_SCHOOL,短信,2026-04-28 03:03:00,marketing,clicked,76640,0.06
CONTACT_00019477,C003270,CAMP_2026_CAMPUS,微信公众号,2026-06-27 21:50:00,marketing,delivered,0,0.03
CONTACT_00019478,C007557,CAMP_2026_SPRING_TRAVEL,邮件,2026-06-01 20:21:00,marketing,unsubscribed,0,0.01
CONTACT_00019479,C007904,CAMP_2026_WEDDING5,APP Push,2026-07-08 10:18:00,marketing,opened,23465,0.02
CONTACT_00019480,C001436,,电话外呼,2026-07-12 02:47:00,transactional,clicked,13844,2.5
CONTACT_00019481,C006604,CAMP_2026_AI_TOKEN,邮件,2026-07-12 05:59:00,marketing,unsubscribed,0,0.01
CONTACT_00019482,C002199,CAMP_2026_DORMANT,手机银行APP内消息,2026-06-16 20:43:00,marketing,clicked,20142,0.01
CONTACT_00019483,C005971,CAMP_2026_SPRINGFEST,电话外呼,2026-07-08 15:52:00,marketing,opened,44668,2.5
CONTACT_00019484,C007713,CAMP_2026_GREEN,手机银行APP内消息,2026-06-15 00:07:00,marketing,opened,36395,0.01
CONTACT_00019485,C000218,CAMP_2026_FAMILY,APP Push,2026-06-30 02:43:00,marketing,sent,0,0.02
CONTACT_00019486,C000321,CAMP_2026_CROSSBORDER,APP Push,2026-07-05 23:35:00,marketing,clicked,7240,0.02
CONTACT_00019487,C005572,CAMP_2026_REFERRAL,短信,2026-05-20 13:39:00,marketing,clicked,68831,0.06
CONTACT_00019488,C000303,CAMP_2026_POINTS_BOOST,手机银行APP内消息,2026-06-21 14:24:00,marketing,clicked,65468,0.01
CONTACT_00019489,C004111,,短信,2026-05-30 08:55:00,transactional,bounced,0,0.06
CONTACT_00019490,C001808,CAMP_2026_CAMPUS,电话外呼,2026-07-14 02:08:00,marketing,opened,17175,2.5
CONTACT_00019491,C003409,CAMP_2026_AI_TOKEN,APP Push,2026-07-14 23:24:00,marketing,opened,56092,0.02
CONTACT_00019492,C007430,CAMP_2026_BIRTHDAY,手机银行APP内消息,2026-07-14 15:30:00,marketing,clicked,8268,0.01
CONTACT_00019493,C000943,CAMP_2026_AI_TOKEN,邮件,2026-06-07 11:55:00,marketing,clicked,86284,0.01
CONTACT_00019494,C002098,CAMP_2026_APPLEPAY,邮件,2026-07-13 10:50:00,marketing,clicked,28126,0.01
CONTACT_00019495,C000532,CAMP_2026_MOVIE9,APP Push,2026-06-12 17:23:00,marketing,opened,40624,0.02
CONTACT_00019496,C006228,CAMP_2026_UPGRADE,邮件,2026-07-09 14:15:00,marketing,clicked,70892,0.01
CONTACT_00019497,C000999,CAMP_2026_CAMPUS,邮件,2026-07-06 11:34:00,marketing,opened,39121,0.01
CONTACT_00019498,C002556,CAMP_2026_CROSSBORDER,手机银行APP内消息,2026-07-09 03:25:00,marketing,clicked,3654,0.01
CONTACT_00019499,C002550,CAMP_2026_NATIONAL,邮件,2026-06-14 08:56:00,marketing,opened,56475,0.01
CONTACT_00019500,C005472,CAMP_2026_SPORTS,短信,2026-06-22 04:27:00,marketing,clicked,20214,0.06
CONTACT_00019501,C000336,CAMP_2026_618,电话外呼,2026-04-16 00:02:00,marketing,opened,80552,2.5
CONTACT_00019502,C005209,CAMP_2026_NEWUSER,邮件,2026-07-08 11:43:00,marketing,opened,73631,0.01
CONTACT_00019503,C000627,CAMP_2026_618,电话外呼,2026-07-08 16:34:00,marketing,opened,30780,2.5
CONTACT_00019504,C001486,CAMP_2026_APPLEPAY,邮件,2026-07-09 19:16:00,marketing,opened,67927,0.01
CONTACT_00019505,C003907,CAMP_2026_SUMMER,短信,2026-07-11 16:06:00,marketing,unsubscribed,0,0.06
CONTACT_00019506,C004111,,邮件,2026-07-03 09:27:00,service,opened,51738,0.01
CONTACT_00019507,C003091,CAMP_2026_BACK_SCHOOL,短信,2026-06-13 11:07:00,marketing,opened,5582,0.06
CONTACT_00019508,C003482,CAMP_2026_CROSSBORDER,APP Push,2026-07-11 01:03:00,marketing,unsubscribed,0,0.02
CONTACT_00019509,C003179,CAMP_2026_UPGRADE,微信公众号,2026-06-29 09:00:00,marketing,opened,12503,0.03
CONTACT_00019510,C002631,CAMP_2026_UPGRADE,手机银行APP内消息,2026-07-10 20:54:00,marketing,unsubscribed,0,0.01
CONTACT_00019511,C004464,,电话外呼,2026-07-12 11:40:00,service,opened,1136,2.5
CONTACT_00019512,C003452,CAMP_2026_NATIONAL,电话外呼,2026-06-09 10:38:00,marketing,bounced,0,2.5
CONTACT_00019513,C000906,CAMP_2026_REFERRAL,手机银行APP内消息,2026-06-06 16:58:00,marketing,delivered,0,0.01
CONTACT_00019514,C000842,,电话外呼,2026-05-11 06:51:00,transactional,clicked,26269,2.5
CONTACT_00019515,C005494,CAMP_2026_SUMMER,电话外呼,2026-06-12 17:25:00,marketing,opened,2407,2.5
CONTACT_00019516,C005473,CAMP_2026_NYE,电话外呼,2026-06-30 23:16:00,marketing,clicked,82830,2.5
CONTACT_00019517,C005772,,手机银行APP内消息,2026-06-27 22:12:00,transactional,delivered,0,0.01
CONTACT_00019518,C005617,,电话外呼,2026-07-14 15:58:00,service,opened,38244,2.5
CONTACT_00019519,C004826,CAMP_2026_BIRTHDAY,手机银行APP内消息,2026-05-18 17:57:00,marketing,opened,37394,0.01
CONTACT_00019520,C004004,CAMP_2026_618,电话外呼,2026-06-21 23:40:00,marketing,opened,19612,2.5
CONTACT_00019521,C004214,,APP Push,2026-06-26 02:18:00,transactional,opened,69443,0.02
CONTACT_00019522,C007603,CAMP_2026_FAMILY,邮件,2026-06-09 13:24:00,marketing,opened,11601,0.01
CONTACT_00019523,C001030,CAMP_2026_NATIONAL,邮件,2026-06-12 04:36:00,marketing,clicked,57457,0.01
CONTACT_00019524,C001068,CAMP_2026_CLOUD_FLASH,电话外呼,2026-05-23 08:29:00,marketing,opened,10351,2.5
CONTACT_00019525,C004863,CAMP_2026_SUMMER,邮件,2026-07-07 11:28:00,marketing,opened,49171,0.01
CONTACT_00019526,C005867,CAMP_2026_BACK_SCHOOL,微信公众号,2026-07-02 09:38:00,marketing,unsubscribed,0,0.03
CONTACT_00019527,C000461,CAMP_2026_BACK_SCHOOL,短信,2026-07-13 22:54:00,marketing,clicked,65675,0.06
CONTACT_00019528,C003894,CAMP_2026_REFERRAL,短信,2026-07-02 00:56:00,marketing,opened,22786,0.06
CONTACT_00019529,C007970,CAMP_2026_DORMANT,手机银行APP内消息,2026-07-11 02:29:00,marketing,opened,8762,0.01
CONTACT_00019530,C003745,CAMP_2026_CLOUD_FLASH,微信公众号,2026-07-05 10:48:00,marketing,clicked,11316,0.03
CONTACT_00019531,C004092,CAMP_2026_618,电话外呼,2026-06-29 04:59:00,marketing,opened,19538,2.5
CONTACT_00019532,C007202,CAMP_2026_CLOUD_FLASH,邮件,2026-06-25 16:45:00,marketing,clicked,2876,0.01
CONTACT_00019533,C001893,,邮件,2026-07-03 20:08:00,service,bounced,0,0.01
CONTACT_00019534,C005906,CAMP_2026_NYE,微信公众号,2026-05-26 21:41:00,marketing,opened,47304,0.03
CONTACT_00019535,C002032,CAMP_2026_MOVIE9,APP Push,2026-06-29 14:38:00,marketing,opened,39423,0.02
CONTACT_00019536,C000188,CAMP_2026_CROSSBORDER,邮件,2026-07-02 10:17:00,marketing,opened,66289,0.01
CONTACT_00019537,C002095,,微信公众号,2026-06-15 15:41:00,service,clicked,12358,0.03
CONTACT_00019538,C006106,CAMP_2026_AI_TOKEN,APP Push,2026-07-09 16:07:00,marketing,opened,55630,0.02
CONTACT_00019539,C006601,CAMP_2026_CAMPUS,短信,2026-06-24 23:07:00,marketing,opened,19001,0.06
CONTACT_00019540,C001841,CAMP_2026_BIRTHDAY,APP Push,2026-07-05 21:31:00,marketing,opened,17301,0.02
CONTACT_00019541,C003138,CAMP_2026_APPLEPAY,短信,2026-05-10 21:08:00,marketing,unsubscribed,0,0.06
CONTACT_00019542,C002374,CAMP_2026_CROSSBORDER,手机银行APP内消息,2026-07-03 04:19:00,marketing,clicked,26902,0.01
CONTACT_00019543,C005358,CAMP_2026_NYE,短信,2026-07-07 09:09:00,marketing,clicked,84725,0.06
CONTACT_00019544,C003357,CAMP_2026_WEDDING5,邮件,2026-07-06 21:18:00,marketing,clicked,76818,0.01
CONTACT_00019545,C000569,,邮件,2026-05-24 20:10:00,service,bounced,0,0.01
CONTACT_00019546,C000211,CAMP_2026_SUMMER,手机银行APP内消息,2026-06-21 23:14:00,marketing,opened,62422,0.01
CONTACT_00019547,C007091,CAMP_2026_CAMPUS,手机银行APP内消息,2026-07-06 22:56:00,marketing,clicked,51390,0.01
CONTACT_00019548,C005867,CAMP_2026_BACK_SCHOOL,邮件,2026-07-11 00:05:00,marketing,delivered,0,0.01
CONTACT_00019549,C003733,,微信公众号,2026-07-08 20:30:00,service,opened,19989,0.03
CONTACT_00019550,C002129,CAMP_2026_618,电话外呼,2026-06-06 23:16:00,marketing,opened,70709,2.5
CONTACT_00019551,C007573,CAMP_2026_DORMANT,电话外呼,2026-06-28 19:09:00,marketing,opened,3688,2.5
CONTACT_00019552,C004047,CAMP_2026_UPGRADE,短信,2026-05-27 23:21:00,marketing,opened,53418,0.06
CONTACT_00019553,C003963,CAMP_2026_NYE,APP Push,2026-06-08 12:45:00,marketing,opened,18864,0.02
CONTACT_00019554,C000950,,电话外呼,2026-06-29 00:50:00,transactional,opened,86388,2.5
CONTACT_00019555,C006611,CAMP_2026_BIRTHDAY,APP Push,2026-06-20 11:36:00,marketing,opened,20816,0.02
CONTACT_00019556,C005647,CAMP_2026_NATIONAL,APP Push,2026-07-10 06:24:00,marketing,bounced,0,0.02
CONTACT_00019557,C006064,CAMP_2026_REFERRAL,APP Push,2026-06-11 11:31:00,marketing,opened,71832,0.02
CONTACT_00019558,C003465,CAMP_2026_BIRTHDAY,APP Push,2026-07-03 22:19:00,marketing,opened,36714,0.02
CONTACT_00019559,C007782,CAMP_2026_NEWUSER,微信公众号,2026-04-28 19:59:00,marketing,opened,18101,0.03
CONTACT_00019560,C003374,,邮件,2026-07-09 16:47:00,transactional,delivered,0,0.01
CONTACT_00019561,C000515,CAMP_2026_DOUBLE11,APP Push,2026-04-16 06:49:00,marketing,clicked,22146,0.02
CONTACT_00019562,C007834,,手机银行APP内消息,2026-05-22 14:23:00,transactional,opened,30781,0.01
CONTACT_00019563,C006260,CAMP_2026_SUMMER,手机银行APP内消息,2026-05-30 11:18:00,marketing,delivered,0,0.01
CONTACT_00019564,C003093,CAMP_2026_POINTS_BOOST,电话外呼,2026-07-07 08:30:00,marketing,opened,83714,2.5
CONTACT_00019565,C001237,CAMP_2026_SPRINGFEST,邮件,2026-07-03 15:35:00,marketing,opened,21836,0.01
CONTACT_00019566,C000256,CAMP_2026_CLOUD_FLASH,短信,2026-06-04 21:34:00,marketing,unsubscribed,0,0.06
CONTACT_00019567,C004808,,电话外呼,2026-07-06 18:43:00,transactional,opened,82797,2.5
CONTACT_00019568,C006092,CAMP_2026_REFERRAL,邮件,2026-06-20 13:06:00,marketing,opened,29167,0.01
CONTACT_00019569,C002699,CAMP_2026_DORMANT,APP Push,2026-06-30 07:26:00,marketing,unsubscribed,0,0.02
CONTACT_00019570,C005787,CAMP_2026_SPRING_TRAVEL,手机银行APP内消息,2026-06-12 06:51:00,marketing,opened,44643,0.01
CONTACT_00019571,C002917,CAMP_2026_REFERRAL,APP Push,2026-07-05 15:46:00,marketing,unsubscribed,0,0.02
CONTACT_00019572,C005923,CAMP_2026_BIRTHDAY,APP Push,2026-05-20 17:12:00,marketing,opened,81919,0.02
CONTACT_00019573,C003773,,APP Push,2026-06-02 12:03:00,service,delivered,0,0.02
CONTACT_00019574,C006300,CAMP_2026_NYE,手机银行APP内消息,2026-07-13 20:19:00,marketing,opened,56490,0.01
CONTACT_00019575,C007569,CAMP_2026_BACK_SCHOOL,短信,2026-06-29 01:04:00,marketing,delivered,0,0.06
CONTACT_00019576,C004014,CAMP_2026_SUMMER,短信,2026-06-27 15:07:00,marketing,bounced,0,0.06
CONTACT_00019577,C001433,CAMP_2026_WOMEN,邮件,2026-05-26 22:58:00,marketing,delivered,0,0.01
CONTACT_00019578,C004906,CAMP_2026_UPGRADE,手机银行APP内消息,2026-05-30 20:54:00,marketing,opened,37234,0.01
CONTACT_00019579,C007867,CAMP_2026_DOUBLE11,邮件,2026-07-12 16:35:00,marketing,clicked,34927,0.01
CONTACT_00019580,C004358,CAMP_2026_AI_TOKEN,微信公众号,2026-07-07 05:02:00,marketing,bounced,0,0.03
CONTACT_00019581,C000420,,邮件,2026-05-22 18:35:00,transactional,opened,19902,0.01
CONTACT_00019582,C006683,CAMP_2026_APPLEPAY,短信,2026-06-12 12:23:00,marketing,opened,44907,0.06
CONTACT_00019583,C000318,CAMP_2026_NEWUSER,邮件,2026-07-03 00:07:00,marketing,clicked,43359,0.01
CONTACT_00019584,C000430,CAMP_2026_DOUBLE11,电话外呼,2026-06-19 05:11:00,marketing,opened,19413,2.5
CONTACT_00019585,C000639,CAMP_2026_CLOUD_FLASH,电话外呼,2026-06-17 09:20:00,marketing,bounced,0,2.5
CONTACT_00019586,C007868,,邮件,2026-06-17 11:51:00,transactional,delivered,0,0.01
CONTACT_00019587,C006537,CAMP_2026_DORMANT,邮件,2026-06-18 22:48:00,marketing,opened,81012,0.01
CONTACT_00019588,C004973,CAMP_2026_REFERRAL,电话外呼,2026-07-05 23:24:00,marketing,unsubscribed,0,2.5
CONTACT_00019589,C005712,CAMP_2026_MOVIE9,电话外呼,2026-06-09 04:10:00,marketing,delivered,0,2.5
CONTACT_00019590,C005944,CAMP_2026_CAMPUS,电话外呼,2026-06-30 07:48:00,marketing,bounced,0,2.5
CONTACT_00019591,C003946,CAMP_2026_DOUBLE11,手机银行APP内消息,2026-06-25 13:16:00,marketing,clicked,78275,0.01
CONTACT_00019592,C000615,CAMP_2026_SPRINGFEST,微信公众号,2026-07-12 15:24:00,marketing,opened,38009,0.03
CONTACT_00019593,C001734,CAMP_2026_618,电话外呼,2026-06-29 20:22:00,marketing,opened,41954,2.5
CONTACT_00019594,C007248,CAMP_2026_CLOUD_FLASH,电话外呼,2026-04-23 04:03:00,marketing,clicked,49658,2.5
CONTACT_00019595,C005670,CAMP_2026_NYE,短信,2026-06-21 13:48:00,marketing,opened,63913,0.06
CONTACT_00019596,C002811,,邮件,2026-06-25 00:10:00,transactional,clicked,66185,0.01
CONTACT_00019597,C004581,CAMP_2026_APPLEPAY,APP Push,2026-06-28 21:58:00,marketing,opened,55826,0.02
CONTACT_00019598,C005335,CAMP_2026_UPGRADE,短信,2026-07-14 13:40:00,marketing,opened,20529,0.06
CONTACT_00019599,C003689,,微信公众号,2026-07-13 17:57:00,service,opened,58194,0.03
CONTACT_00019600,C002085,CAMP_2026_CLOUD_FLASH,APP Push,2026-06-28 07:21:00,marketing,bounced,0,0.02
CONTACT_00019601,C002211,CAMP_2026_BIRTHDAY,邮件,2026-07-14 12:10:00,marketing,clicked,69362,0.01
CONTACT_00019602,C005773,CAMP_2026_WOMEN,短信,2026-06-22 03:51:00,marketing,delivered,0,0.06
CONTACT_00019603,C001927,,短信,2026-06-09 15:20:00,service,clicked,17381,0.06
CONTACT_00019604,C001612,CAMP_2026_WEDDING5,短信,2026-07-14 05:47:00,marketing,opened,51100,0.06
CONTACT_00019605,C004116,CAMP_2026_NEWUSER,手机银行APP内消息,2026-06-20 05:41:00,marketing,opened,2928,0.01
CONTACT_00019606,C005171,CAMP_2026_SPORTS,电话外呼,2026-07-03 04:37:00,marketing,unsubscribed,0,2.5
CONTACT_00019607,C004985,,短信,2026-06-19 09:55:00,service,clicked,83802,0.06
CONTACT_00019608,C004673,CAMP_2026_MOVIE9,电话外呼,2026-04-16 06:58:00,marketing,bounced,0,2.5
CONTACT_00019609,C004760,CAMP_2026_CAMPUS,APP Push,2026-07-02 09:07:00,marketing,opened,80131,0.02
CONTACT_00019610,C002280,CAMP_2026_NEWUSER,APP Push,2026-05-13 10:04:00,marketing,opened,5390,0.02
CONTACT_00019611,C006384,,微信公众号,2026-06-12 06:21:00,service,clicked,72200,0.03
CONTACT_00019612,C006031,CAMP_2026_AI_TOKEN,短信,2026-07-14 18:45:00,marketing,clicked,28411,0.06
CONTACT_00019613,C000194,CAMP_2026_WEDDING5,短信,2026-07-13 11:09:00,marketing,opened,12272,0.06
CONTACT_00019614,C006487,,电话外呼,2026-04-16 02:35:00,service,clicked,1150,2.5
CONTACT_00019615,C005639,,手机银行APP内消息,2026-06-28 22:00:00,transactional,clicked,51443,0.01
CONTACT_00019616,C001423,CAMP_2026_AI_TOKEN,短信,2026-06-14 12:37:00,marketing,clicked,75213,0.06
CONTACT_00019617,C002457,CAMP_2026_GREEN,短信,2026-07-09 05:38:00,marketing,opened,59428,0.06
CONTACT_00019618,C003733,CAMP_2026_DORMANT,电话外呼,2026-04-16 13:45:00,marketing,delivered,0,2.5
CONTACT_00019619,C006990,CAMP_2026_MOVIE9,短信,2026-07-14 16:06:00,marketing,delivered,0,0.06
CONTACT_00019620,C002532,CAMP_2026_FAMILY,电话外呼,2026-06-16 21:10:00,marketing,unsubscribed,0,2.5
CONTACT_00019621,C006338,CAMP_2026_BACK_SCHOOL,微信公众号,2026-07-11 19:40:00,marketing,opened,84964,0.03
CONTACT_00019622,C007568,CAMP_2026_SPRINGFEST,电话外呼,2026-07-01 06:50:00,marketing,opened,73402,2.5
CONTACT_00019623,C002900,,手机银行APP内消息,2026-06-12 09:17:00,service,opened,56153,0.01
CONTACT_00019624,C004880,CAMP_2026_DORMANT,微信公众号,2026-06-02 20:53:00,marketing,unsubscribed,0,0.03
CONTACT_00019625,C002749,CAMP_2026_BIRTHDAY,APP Push,2026-06-08 14:39:00,marketing,opened,68876,0.02
CONTACT_00019626,C005906,CAMP_2026_SPRINGFEST,电话外呼,2026-05-23 18:34:00,marketing,opened,19092,2.5
CONTACT_00019627,C003661,CAMP_2026_GREEN,电话外呼,2026-06-18 21:41:00,marketing,clicked,70527,2.5
CONTACT_00019628,C000250,CAMP_2026_BIRTHDAY,手机银行APP内消息,2026-06-28 04:44:00,marketing,delivered,0,0.01
